sentence_id,baseline_docs_commit,target_docs_commit,file,line_start,review_priority,required_review,original_sentence,revised_sentence,appropriateness_verdict,verdict_reason,primary_source_ids,source_locator,source_claim_role,external_truth_level,action,primary_reviewer,primary_review_date,independent_reviewer,independent_review_date,review_status,remaining
SENT-0448,52bebecfb2a435d0e7ff2efea557c5799674ded6,c49b0f7ca1607af13b9906e73361b19155730964,docs/2.アーキテクチャ/2.7.非機能と運用の概要.md,36,P2,PRIMARY_SOURCE;JAPANESE_SEMANTICS;DOMAIN;CLAIM_POLARITY,候補数、reranking件数、context量を減らすと、遅延と費用だけでなくRecall、Evidence sufficiency、citation correctnessも変わります。,候補数、reranking件数、context量を減らしたとき、遅延、費用、Recall、Evidence sufficiency、citation correctnessがどう変化するかを対象データで測定します。,REWRITE_REQUIRED,doi.orgの一次資料ページへの参照は台帳にありますが、citation、cost、evidence_support、recall_metric、rerankについて各要素と結論との直接の対応まで同時に再特定できる直接箇所が確定していません。本文に残すのは、候補数、reranking件数、context量を減らしたとき、遅延、費用、Recall、Evidence sufficiency、citation correctnessがどう変化するかを対象データで測定するという対象範囲です。citation、cost、evidence_support、recall_metric、rerankについて未確認の因果までは導きません。 修正文にある主体と操作対象は保ちつつ、直接根拠を越える各要素と結論との直接の対応を落とす差分なので、REWRITE_REQUIREDと判定します。,SRC-008,SRC-008 https://doi.org/10.1145/3805774 — primary_page inspected 2026-08-15; 現主張への直接locatorは未確定,EMPIRICAL_RESULT,UNVERIFIED,2.7.3 (docs/2.アーキテクチャ/2.7.非機能と運用の概要.md:36); authoritative docs commit 52bebecfb2a435d0e7ff2efea557c5799674ded6 の現文を次の文へ置換する: 候補数、reranking件数、context量を減らしたとき、遅延、費用、Recall、Evidence sufficiency、citation correctnessがどう変化するかを対象データで測定します。 再抽出した文面と分類を照合する。,codex-primary-wave4,2026-08-15,codex-independent-wave4,2026-08-15,FINAL_TWO_REVIEWER_APPROVED,no
SENT-0452,52bebecfb2a435d0e7ff2efea557c5799674ded6,c49b0f7ca1607af13b9906e73361b19155730964,docs/2.アーキテクチャ/2.7.非機能と運用の概要.md,43,P2,PRIMARY_SOURCE;JAPANESE_SEMANTICS;DOMAIN;CLAIM_POLARITY,文書snapshot、chunking設定、embedding model、index版、検索設定、reranker、prompt、生成model、評価datasetを一つのRAG構成版として記録すると、回答とcitationを再現し、変更前の構成へ切り戻せます。,,APPROPRIATE_NORMATIVE,文書snapshot、chunking設定、embedding model、index版、検索設定、reranker、prompt、生成model、評価datasetを一つのRAG構成版として記録すると、回答とcitationを再現し、変更前の構成へ切り戻せるという追跡要件は、後続工程から入力と版へ戻るための局所契約です。文書snapshot、chunking設定、embedding model、index版、検索設定、reranker、prompt、生成model、評価datasetを一つの構成version IDへ結び、任意の回答とcitationから各component versionを逆引きでき、同じ組合せへrollbackできることを確認します。 適用境界では、保存期限や機密区分のためartifact本文を保持できない場合は承認済みhashと保管先参照へ置換できますが、構成version IDとcomponent versionの対応は削除しません。 逆引き可能性と保存上の例外を台帳で確かめられるため、APPROPRIATE_NORMATIVEです。,,,DEFINITION_OR_SPEC,NOT_APPLICABLE,2.7.4 (docs/2.アーキテクチャ/2.7.非機能と運用の概要.md:43); authoritative docs commit 52bebecfb2a435d0e7ff2efea557c5799674ded6 の本文を維持し、normative_criteriaとexceptionsを設計台帳へ固定する。,codex-primary-wave4,2026-08-15,codex-independent-wave4,2026-08-15,FINAL_TWO_REVIEWER_APPROVED,no
SENT-0453,52bebecfb2a435d0e7ff2efea557c5799674ded6,c49b0f7ca1607af13b9906e73361b19155730964,docs/2.アーキテクチャ/2.7.非機能と運用の概要.md,45,P0,PRIMARY_SOURCE;JAPANESE_SEMANTICS;DOMAIN;CLAIM_POLARITY,新しい構成は、Prompt injection、data poisoning、権限漏えい、検索Recall、Evidence sufficiency、faithfulness、citation correctness、応答時間、費用の回帰試験を通過してから公開します。,,APPROPRIATE_NORMATIVE,新しい構成は、Prompt injection、data poisoning、権限漏えい、検索Recall、Evidence sufficiency、faithfulness、citation correctness、応答時間、費用の回帰試験を通過してから公開するという安全境界は、本ガイドが強制する制御として設けます。新構成のrelease gateでprompt injection、data poisoning、authorization漏えいの負試験と、Recall、Evidence sufficiency、faithfulness、citation correctness、p95 latency、request costを同一versionについて検査し、全条件通過を要求する。 さらに、緊急security fixでは一時的なlatency/cost増を期限付き承認できるが、security負試験、authorization、根拠支持のgateは省略しない。 この扱いを例外として記録します。 負試験で境界を確かめ、統制を緩めない例外を明示できるので、APPROPRIATE_NORMATIVEです。,,,DEFINITION_OR_SPEC,NOT_APPLICABLE,2.7.4 (docs/2.アーキテクチャ/2.7.非機能と運用の概要.md:45); authoritative docs commit 52bebecfb2a435d0e7ff2efea557c5799674ded6 の本文を維持し、normative_criteriaとexceptionsを設計台帳へ固定する。,codex-primary-wave4,2026-08-15,codex-independent-wave4,2026-08-15,FINAL_TWO_REVIEWER_APPROVED,no
SENT-0454,52bebecfb2a435d0e7ff2efea557c5799674ded6,c49b0f7ca1607af13b9906e73361b19155730964,docs/2.アーキテクチャ/2.7.非機能と運用の概要.md,46,P0,PRIMARY_SOURCE;JAPANESE_SEMANTICS;DOMAIN;CLAIM_POLARITY,本番traceでは、質問、適用した権限、取得chunk、順位変化、採用したEvidence、回答、citation、RAG構成版を対応付けます。,,APPROPRIATE_NORMATIVE,本番traceでは、質問、適用した権限、取得chunk、順位変化、採用したEvidence、回答、citation、RAG構成版を対応付けるという追跡要件は、後続工程から入力と版へ戻るための局所契約です。この規則に列挙したauthorization、document/chunk、rank、evidence、answer、citation、configuration versionを一つのtrace IDへ保存し、許可外itemがtrace内にゼロ件であることを検査する。 適用境界では、対象の記録に保存制約がある値は承認済みのhash・仮名化参照へ置換できるが、authorization decisionとartifact間の対応は削除しない。 逆引き可能性と保存上の例外を台帳で確かめられるため、APPROPRIATE_NORMATIVEです。,,,DEFINITION_OR_SPEC,NOT_APPLICABLE,2.7.4 (docs/2.アーキテクチャ/2.7.非機能と運用の概要.md:46); authoritative docs commit 52bebecfb2a435d0e7ff2efea557c5799674ded6 の本文を維持し、normative_criteriaとexceptionsを設計台帳へ固定する。,codex-primary-wave4,2026-08-15,codex-independent-wave4,2026-08-15,FINAL_TWO_REVIEWER_APPROVED,no
SENT-0458,52bebecfb2a435d0e7ff2efea557c5799674ded6,c49b0f7ca1607af13b9906e73361b19155730964,docs/2.アーキテクチャ/2.8.最初に作るAdvanced-RAG.md,8,P2,PRIMARY_SOURCE;JAPANESE_SEMANTICS;DOMAIN;CLAIM_POLARITY,Batch Layerは、範囲を定めた正本、再現可能な取り込み、構造を保つ解析と分割、出典・版・アクセス制御属性、疎検索と密検索の索引、公開前ゲートで構成します。,,APPROPRIATE_NORMATIVE,Batch Layerは、範囲を定めた正本、再現可能な取り込み、構造を保つ解析と分割、出典・版・アクセス制御属性、疎検索と密検索の索引、公開前ゲートで構成するという追跡要件は、後続工程から入力と版へ戻るための局所契約です。Batch Layerのmanifestにauthoritative source範囲、ingestion run、parser/chunker version、provenance・ACL field、sparse/dense index version、publish gate結果を必須化し、一つのdocument IDから全項目を逆引きする。 さらに、sparseまたはdense indexを使わない構成は該当indexを対象外にできるが、source範囲、再現可能な取り込み、provenance、ACL、publish gateは残す。 この扱いを例外として記録します。 逆引き可能性と保存上の例外を台帳で確かめられるため、APPROPRIATE_NORMATIVEです。,,,DEFINITION_OR_SPEC,NOT_APPLICABLE,2.8.1 (docs/2.アーキテクチャ/2.8.最初に作るAdvanced-RAG.md:8); authoritative docs commit 52bebecfb2a435d0e7ff2efea557c5799674ded6 の本文を維持し、normative_criteriaとexceptionsを設計台帳へ固定する。,codex-primary-wave4,2026-08-15,codex-independent-wave4,2026-08-15,FINAL_TWO_REVIEWER_APPROVED,no
SENT-0459,52bebecfb2a435d0e7ff2efea557c5799674ded6,c49b0f7ca1607af13b9906e73361b19155730964,docs/2.アーキテクチャ/2.8.最初に作るAdvanced-RAG.md,9,P2,PRIMARY_SOURCE;JAPANESE_SEMANTICS;DOMAIN;CLAIM_POLARITY,Real-time Layerは、質問理解、検索時のアクセス制御、疎検索と密検索の統合、再順位付け、Evidence Set、根拠に基づく回答、引用、回答保留、実行記録で構成します。,Real-time Layerの処理順を、質問理解、ACL適用、疎密検索、統合、再順位付け、Evidence Set生成、回答生成、引用検査、保留判定、trace記録に固定します。,REWRITE_REQUIRED,「Real-time Layerの処理順」の検討では、authorization=true、citation=true、dense=true、evidence_support=true、evidence_trace=true、rerank=true、sparse=trueを技術一般へ外挿せず、本文の動作を具体化しました。「Real-time Layerの処理順」の証拠境界として、元命題にある未確定の関係はauthorization=true、citation=true、dense=true、evidence_support=true、evidence_trace=true、rerank=true、sparse=trueの裏付けを欠くため、実装規則とは分離します。Real-time Layerの処理順を、質問理解、ACL適用、疎密検索、統合、再順位付け、Evidence Set生成、回答生成、引用検査、保留判定、trace記録に固定します。 修正文が具体化する対象は「Real-time Layerの処理順」です。「Real-time Layerの処理順」の採否について、authorization=true、citation=true、dense=true、evidence_support=true、evidence_trace=true、rerank=true、sparse=trueに関する具体的な処理は有用ですが、原文のままでは境界を越えるため書換えを選びます。,,,DEFINITION_OR_SPEC,NOT_APPLICABLE,2.8.1 (docs/2.アーキテクチャ/2.8.最初に作るAdvanced-RAG.md:9); authoritative docs commit 52bebecfb2a435d0e7ff2efea557c5799674ded6 の現文を次の文へ置換する: Real-time Layerの処理順を、質問理解、ACL適用、疎密検索、統合、再順位付け、Evidence Set生成、回答生成、引用検査、保留判定、trace記録に固定します。 再抽出した文面と分類を照合する。,codex-primary-wave4,2026-08-15,codex-independent-wave4,2026-08-15,FINAL_TWO_REVIEWER_APPROVED,no
SENT-0481,52bebecfb2a435d0e7ff2efea557c5799674ded6,c49b0f7ca1607af13b9906e73361b19155730964,docs/3.回答に使う資料を準備する/3.1.データソース棚卸し.md,10,P0,PRIMARY_SOURCE;JAPANESE_SEMANTICS;DOMAIN;CLAIM_POLARITY;RELATION,高性能な検索モデルでも、資料の正本性や現在の有効性を、文章の類似度だけから判断できません。,資料の正本性と有効期限は類似度scoreから推定せず、source registryのauthority、version、valid_from、valid_toで判定します。,REWRITE_REQUIRED,「資料の正本性と有効期限は類似度scoreから推定せず」の検討では、retrieval=trueから採用可能な手順を残し、証明されていない一般化を切り離しました。「資料の正本性と有効期限は類似度scoreから推定せず」の証拠境界として、未確認なのはretrieval=trueを結ぶ否定関係であり、修正文はその外挿を避けています。資料の正本性と有効期限は類似度scoreから推定せず、source registryのauthority、version、valid_from、valid_toで判定します。 修正文が具体化する対象は「資料の正本性と有効期限は類似度scoreから推定せず」です。「資料の正本性と有効期限は類似度scoreから推定せず」の採否について、retrieval=trueが一般則と誤読されない修正文を要するため、REWRITE_REQUIREDです。,,,DEFINITION_OR_SPEC,NOT_APPLICABLE,3.1.1 (docs/3.回答に使う資料を準備する/3.1.データソース棚卸し.md:10); authoritative docs commit 52bebecfb2a435d0e7ff2efea557c5799674ded6 の現文を次の文へ置換する: 資料の正本性と有効期限は類似度scoreから推定せず、source registryのauthority、version、valid_from、valid_toで判定します。 再抽出した文面と分類を照合する。,codex-primary-wave4,2026-08-15,codex-independent-wave4,2026-08-15,FINAL_TWO_REVIEWER_APPROVED,no
SENT-0482,52bebecfb2a435d0e7ff2efea557c5799674ded6,c49b0f7ca1607af13b9906e73361b19155730964,docs/3.回答に使う資料を準備する/3.1.データソース棚卸し.md,12,P1,PRIMARY_SOURCE;JAPANESE_SEMANTICS;DOMAIN;CLAIM_POLARITY,Data Cascadesは、高リスクなAIシステムで、データの収集・管理上の問題が下流へ連鎖する事例を調査しました。,"「“Everyone wants to do the model work, not the data work”: Data Cascades in High-Stakes AI」（2021年）は、高リスクAIシステムを対象に、データの収集・管理上の問題が下流へ連鎖する事例を調査しました。",REWRITE_REQUIRED,"dl.acm.orgの一次資料ページへの参照は台帳にありますが、riskについて各要素と結論との直接の対応まで同時に再特定できる直接箇所が確定していません。資料の帰属範囲を「“Everyone wants to do the model work, not the data work”: Data Cascades in High-Stakes AI」（2021年）は、高リスクAIシステムを対象に、データの収集・管理上の問題が下流へ連鎖する事例を調査したという限定まで狭め、候補URLの存在だけで機序や結果を補わない文へ変更します。 修正文にある主体と操作対象は保ちつつ、直接根拠を越える各要素と結論との直接の対応を落とす差分なので、REWRITE_REQUIREDと判定します。",SRC-009,SRC-009 https://dl.acm.org/doi/10.1145/3411764.3445518 — primary_page inspected 2026-08-15; 現主張への直接locatorは未確定,AUTHOR_CLAIM,UNVERIFIED,"3.1.1 (docs/3.回答に使う資料を準備する/3.1.データソース棚卸し.md:12); authoritative docs commit 52bebecfb2a435d0e7ff2efea557c5799674ded6 の現文を次の文へ置換する: 「“Everyone wants to do the model work, not the data work”: Data Cascades in High-Stakes AI」（2021年）は、高リスクAIシステムを対象に、データの収集・管理上の問題が下流へ連鎖する事例を調査しました。 再抽出した文面と分類を照合する。",codex-primary-wave4,2026-08-15,codex-independent-wave4,2026-08-15,FINAL_TWO_REVIEWER_APPROVED,no
SENT-0530,52bebecfb2a435d0e7ff2efea557c5799674ded6,c49b0f7ca1607af13b9906e73361b19155730964,docs/3.回答に使う資料を準備する/3.1.データソース棚卸し.md,82,P1,PRIMARY_SOURCE;JAPANESE_SEMANTICS;DOMAIN;CLAIM_POLARITY,障害情報は数分、規程は施行日前、研究資料は版更新後など、情報源ごとに許容遅延を定めます。,,APPROPRIATE_NORMATIVE,障害情報は数分、規程は施行日前、研究資料は版更新後など、情報源ごとに許容遅延を定めるという追跡要件は、後続工程から入力と版へ戻るための局所契約です。障害情報・規程・研究資料の各source classについて、許容遅延、起算event、期限、期限超過時の公開停止または警告をfreshness policyへ記録し、期限境界のfixtureで判定を確認します。 適用境界では、法令上の施行時刻や契約上の通知期限が通常の許容遅延より厳しいsource classでは、その期限を優先し、例外承認で公開を遅らせません。 逆引き可能性と保存上の例外を台帳で確かめられるため、APPROPRIATE_NORMATIVEです。,,,DEFINITION_OR_SPEC,NOT_APPLICABLE,3.1.3 (docs/3.回答に使う資料を準備する/3.1.データソース棚卸し.md:82); authoritative docs commit 52bebecfb2a435d0e7ff2efea557c5799674ded6 の本文を維持し、normative_criteriaとexceptionsを設計台帳へ固定する。,codex-primary-wave4,2026-08-15,codex-independent-wave4,2026-08-15,FINAL_TWO_REVIEWER_APPROVED,no
SENT-0554,52bebecfb2a435d0e7ff2efea557c5799674ded6,c49b0f7ca1607af13b9906e73361b19155730964,docs/3.回答に使う資料を準備する/3.1.データソース棚卸し.md,120,P1,PRIMARY_SOURCE;JAPANESE_SEMANTICS;DOMAIN;CLAIM_POLARITY,内部アルゴリズム監査の枠組みは、システムの企画から廃止までの全期間を通じた説明責任を扱いました。,Closing the AI Accountability Gapが提示した内部アルゴリズム監査の枠組みは、システムの企画、開発、導入、運用、廃止を通じた説明責任を対象にしています。,REWRITE_REQUIRED,arxiv.orgのAbstractへの参照は台帳にありますが、原文の未形式化主張について各要素と結論との直接の対応まで同時に再特定できる直接箇所が確定していません。資料の帰属範囲をClosing the AI Accountability Gapが提示した内部アルゴリズム監査の枠組みは、システムの企画、開発、導入、運用、廃止を通じた説明責任を対象にしているという限定まで狭め、候補URLの存在だけで機序や結果を補わない文へ変更します。 修正文にある主体と操作対象は保ちつつ、直接根拠を越える各要素と結論との直接の対応を落とす差分なので、REWRITE_REQUIREDと判定します。,SRC-016,SRC-016 https://arxiv.org/abs/2001.00973 — abstract inspected 2026-08-15; 現主張への直接locatorは未確定,AUTHOR_CLAIM,UNVERIFIED,3.1.5 (docs/3.回答に使う資料を準備する/3.1.データソース棚卸し.md:120); authoritative docs commit 52bebecfb2a435d0e7ff2efea557c5799674ded6 の現文を次の文へ置換する: Closing the AI Accountability Gapが提示した内部アルゴリズム監査の枠組みは、システムの企画、開発、導入、運用、廃止を通じた説明責任を対象にしています。 再抽出した文面と分類を照合する。,codex-primary-wave4,2026-08-15,codex-independent-wave4,2026-08-15,FINAL_TWO_REVIEWER_APPROVED,no
SENT-0568,52bebecfb2a435d0e7ff2efea557c5799674ded6,c49b0f7ca1607af13b9906e73361b19155730964,docs/3.回答に使う資料を準備する/3.1.データソース棚卸し.md,142,P1,PRIMARY_SOURCE;JAPANESE_SEMANTICS;DOMAIN;CLAIM_POLARITY,ML Test Scoreは、学習済みモデルだけでなく、データとパイプラインを含む本番準備を評価する観点を示しました。,ML Test Scoreのrubricは、学習済みmodelの品質だけでなく、dataとpipelineを含むML systemの本番準備度を評価対象にしています。,REWRITE_REQUIRED,research.googleの一次資料ページへの参照は台帳にありますが、dataflowについて各要素と結論との直接の対応まで同時に再特定できる直接箇所が確定していません。資料の帰属範囲をML Test Scoreのrubricは、学習済みmodelの品質だけでなく、dataとpipelineを含むML systemの本番準備度を評価対象にしているという限定まで狭め、候補URLの存在だけで機序や結果を補わない文へ変更します。 修正文にある主体と操作対象は保ちつつ、直接根拠を越える各要素と結論との直接の対応を落とす差分なので、REWRITE_REQUIREDと判定します。,SRC-017,SRC-017 https://research.google/pubs/the-ml-test-score-a-rubric-for-ml-production-readiness-and-technical-debt-reduction/ — primary_page inspected 2026-08-15; 現主張への直接locatorは未確定,AUTHOR_CLAIM,UNVERIFIED,3.1.6 (docs/3.回答に使う資料を準備する/3.1.データソース棚卸し.md:142); authoritative docs commit 52bebecfb2a435d0e7ff2efea557c5799674ded6 の現文を次の文へ置換する: ML Test Scoreのrubricは、学習済みmodelの品質だけでなく、dataとpipelineを含むML systemの本番準備度を評価対象にしています。 再抽出した文面と分類を照合する。,codex-primary-wave4,2026-08-15,codex-independent-wave4,2026-08-15,FINAL_TWO_REVIEWER_APPROVED,no
SENT-0572,52bebecfb2a435d0e7ff2efea557c5799674ded6,c49b0f7ca1607af13b9906e73361b19155730964,docs/3.回答に使う資料を準備する/3.2.Ingestion設計.md,3,P2,PRIMARY_SOURCE;JAPANESE_SEMANTICS;DOMAIN;CLAIM_POLARITY,取り込み（ingestion）は、情報源から資料を取得し、検査、解析、分割、埋め込み、登録を経て、検索可能なインデックスとして公開する処理です。,本ガイドでは、取り込み（ingestion）を、情報源から資料を取得し、検査、解析、分割、埋め込み、登録を経て検索可能なインデックスとして公開する処理と定義します。,APPROPRIATE_NORMATIVE,本ガイドでは、取り込み（ingestion）を、情報源から資料を取得し、検査、解析、分割、埋め込み、登録を経て検索可能なインデックスとして公開する処理と定義するという局所定義は、本文・図表・台帳で同じ対象を指すために使います。本文、図表、schema、評価台帳で同じ対象、単位、入出力を使用し、異なる意味で使う箇所がrepository内検索でゼロ件であることを確認する。 適用境界では、当該規則が公式標準または製品仕様の同名語と異なる場合はローカル定義であることと対応関係を併記し、公式語の意味を上書きしない。 用語や工程の一貫性と外部仕様と異なる場合の併記を検査できるため、APPROPRIATE_NORMATIVEです。,,,DEFINITION_OR_SPEC,NOT_APPLICABLE,FILE-INTRO (docs/3.回答に使う資料を準備する/3.2.Ingestion設計.md:3); authoritative docs commit 52bebecfb2a435d0e7ff2efea557c5799674ded6 の現文を次の文へ置換する: 本ガイドでは、取り込み（ingestion）を、情報源から資料を取得し、検査、解析、分割、埋め込み、登録を経て検索可能なインデックスとして公開する処理と定義します。 再抽出した文面と分類を照合する。,codex-primary-wave4,2026-08-15,codex-independent-wave4,2026-08-15,FINAL_TWO_REVIEWER_APPROVED,no
SENT-0575,52bebecfb2a435d0e7ff2efea557c5799674ded6,c49b0f7ca1607af13b9906e73361b19155730964,docs/3.回答に使う資料を準備する/3.2.Ingestion設計.md,10,P2,PRIMARY_SOURCE;JAPANESE_SEMANTICS;DOMAIN;CLAIM_POLARITY,発見 → 取得 → 検査 → 解析 → 正規化 → 分割 → 埋め込み → 登録 → 検証 → 公開,発見 → 取得 → 検査 → 解析 → 正規化 → 分割 → 埋め込み → 登録 → 検証 → 公開,REMOVE_OR_REPLACE,発見 → 取得 → 検査 → 解析 → 正規化 → 分割 → 埋め込み → 登録 → 検証 → 公開 この行は 3.2.1 (docs/3.回答に使う資料を準備する/3.2.Ingestion設計.md:10); authoritative docs commit 52bebecfb2a435d0e7ff2efea557c5799674ded6 にあるMarkdown表示単位で、単独の技術命題として検証できる主語・述語を備えていません。表示は維持しつつ NOT_A_NORMATIVE_CLAIM を証拠要求の命題集合から除外するため、REMOVE_OR_REPLACEの分類overrideを適用します。,SRC-018;SRC-019,SRC-018 https://research.google/pubs/flumejava-easy-efficient-data-parallel-pipelines/ — primary_page inspected 2026-08-15; 現主張への直接locatorは未確定; SRC-019 https://research.google/pubs/data-validation-for-machine-learning/ — primary_page inspected 2026-08-15; 現主張への直接locatorは未確定,DEFINITION_OR_SPEC,NOT_APPLICABLE,3.2.1 (docs/3.回答に使う資料を準備する/3.2.Ingestion設計.md:10); authoritative docs commit 52bebecfb2a435d0e7ff2efea557c5799674ded6 のMarkdown表示は維持し、Wave 4分類overrideで技術的事実の命題集合から除外する。,codex-primary-wave4,2026-08-15,codex-independent-wave4,2026-08-15,FINAL_TWO_REVIEWER_APPROVED,no
SENT-0577,52bebecfb2a435d0e7ff2efea557c5799674ded6,c49b0f7ca1607af13b9906e73361b19155730964,docs/3.回答に使う資料を準備する/3.2.Ingestion設計.md,13,P1,PRIMARY_SOURCE;JAPANESE_SEMANTICS;DOMAIN;CLAIM_POLARITY,FlumeJavaは、並列データ処理を再利用可能な変換段階として構成する考え方を示しました。,FlumeJavaが対象としたdata-parallel pipelineでは、処理を再利用可能な変換段階として構成します。,REWRITE_REQUIRED,research.googleの一次資料ページへの参照は台帳にありますが、原文の未形式化主張について各要素と結論との直接の対応まで同時に再特定できる直接箇所が確定していません。資料の帰属範囲をFlumeJavaが対象としたdata-parallel pipelineでは、処理を再利用可能な変換段階として構成するという限定まで狭め、候補URLの存在だけで機序や結果を補わない文へ変更します。 修正文にある主体と操作対象は保ちつつ、直接根拠を越える各要素と結論との直接の対応を落とす差分なので、REWRITE_REQUIREDと判定します。,SRC-018,SRC-018 https://research.google/pubs/flumejava-easy-efficient-data-parallel-pipelines/ — primary_page inspected 2026-08-15; 現主張への直接locatorは未確定,AUTHOR_CLAIM,UNVERIFIED,3.2.1 (docs/3.回答に使う資料を準備する/3.2.Ingestion設計.md:13); authoritative docs commit 52bebecfb2a435d0e7ff2efea557c5799674ded6 の現文を次の文へ置換する: FlumeJavaが対象としたdata-parallel pipelineでは、処理を再利用可能な変換段階として構成します。 再抽出した文面と分類を照合する。,codex-primary-wave4,2026-08-15,codex-independent-wave4,2026-08-15,FINAL_TWO_REVIEWER_APPROVED,no
SENT-0594,52bebecfb2a435d0e7ff2efea557c5799674ded6,c49b0f7ca1607af13b9906e73361b19155730964,docs/3.回答に使う資料を準備する/3.2.Ingestion設計.md,35,P0,PRIMARY_SOURCE;JAPANESE_SEMANTICS;DOMAIN;CLAIM_POLARITY;RELATION,Data Validation for Machine Learningがデータの異常とスキーマ変化を検出する枠組みを扱ったように、取得要求が成功したという通信結果だけで正常と判断しません。,取得要求が成功しても正常取り込みとは判断せず、schema、record count、必須metadata、本文非空、重複率を検査します。,APPROPRIATE_NORMATIVE,HTTP応答の成功と、取り込んだ知識成果物が利用可能であることは別の判定です。本ガイドの正常取り込みはschema、record count、必須metadata、本文非空、重複率の全検査を通過した状態と定義し、検査基盤が停止したbatchは公開せず保留します。このローカル受入条件へ明示的に直すため、APPROPRIATE_NORMATIVEです。,,,DEFINITION_OR_SPEC,NOT_APPLICABLE,3.2.1 (docs/3.回答に使う資料を準備する/3.2.Ingestion設計.md:35); authoritative docs commit 52bebecfb2a435d0e7ff2efea557c5799674ded6 の現文を次の文へ置換する: 取得要求が成功しても正常取り込みとは判断せず、schema、record count、必須metadata、本文非空、重複率を検査します。 再抽出した文面と分類を照合する。,codex-primary-wave4,2026-08-15,codex-independent-wave4,2026-08-15,FINAL_TWO_REVIEWER_APPROVED,no
SENT-0602,52bebecfb2a435d0e7ff2efea557c5799674ded6,c49b0f7ca1607af13b9906e73361b19155730964,docs/3.回答に使う資料を準備する/3.2.Ingestion設計.md,49,P1,PRIMARY_SOURCE;JAPANESE_SEMANTICS;DOMAIN;CLAIM_POLARITY,Dataflow Modelは、一括処理と継続処理を単純な優劣ではなく、正しさ、結果が利用可能になるまでの時間、費用から扱いました。,Dataflow Modelは、batch処理と継続処理を、正しさ、結果が利用可能になるまでの時間、処理費用という三観点で扱っています。,REWRITE_REQUIRED,doi.orgの一次資料ページへの参照は台帳にありますが、cost、empirical_result、temporal_freshnessについて各要素と結論との直接の対応まで同時に再特定できる直接箇所が確定していません。資料の帰属範囲をDataflow Modelは、batch処理と継続処理を、正しさ、結果が利用可能になるまでの時間、処理費用という三観点で扱っているという限定まで狭め、候補URLの存在だけで機序や結果を補わない文へ変更します。 修正文にある主体と操作対象は保ちつつ、直接根拠を越える各要素と結論との直接の対応を落とす差分なので、REWRITE_REQUIREDと判定します。,SRC-020,SRC-020 https://doi.org/10.14778/2824032.2824076 — primary_page inspected 2026-08-15; 現主張への直接locatorは未確定,AUTHOR_CLAIM,UNVERIFIED,3.2.2 (docs/3.回答に使う資料を準備する/3.2.Ingestion設計.md:49); authoritative docs commit 52bebecfb2a435d0e7ff2efea557c5799674ded6 の現文を次の文へ置換する: Dataflow Modelは、batch処理と継続処理を、正しさ、結果が利用可能になるまでの時間、処理費用という三観点で扱っています。 再抽出した文面と分類を照合する。,codex-primary-wave4,2026-08-15,codex-independent-wave4,2026-08-15,FINAL_TWO_REVIEWER_APPROVED,no
SENT-0608,52bebecfb2a435d0e7ff2efea557c5799674ded6,c49b0f7ca1607af13b9906e73361b19155730964,docs/3.回答に使う資料を準備する/3.2.Ingestion設計.md,57,P2,PRIMARY_SOURCE;JAPANESE_SEMANTICS;DOMAIN;CLAIM_POLARITY,解析器や埋め込みモデルを比較するときは、同じスナップショットを入力し、出力差の原因を処理変更に結び付けられるようにします。,,APPROPRIATE_NORMATIVE,解析器や埋め込みモデルを比較するときは、同じスナップショットを入力し、出力差の原因を処理変更に結び付けられるようにするという採否判断は、比較対象と合格条件を実行結果で識別するために置きます。この規則に挙げた選択肢を同じdataset version、query slice、gold evidence、負荷条件で比較し、対象sliceごとの品質・latency・costを一つのresult tableへ記録する。 さらに、判定に必要なgold evidenceがないslice、標本不足のslice、負荷条件が異なるrunは合否集計から分離し、他sliceの平均結果を外挿しない。 この扱いを例外として記録します。 同じ条件での比較と採用しない条件を両方記録できるため、APPROPRIATE_NORMATIVEです。,,,DEFINITION_OR_SPEC,NOT_APPLICABLE,3.2.2 (docs/3.回答に使う資料を準備する/3.2.Ingestion設計.md:57); authoritative docs commit 52bebecfb2a435d0e7ff2efea557c5799674ded6 の本文を維持し、normative_criteriaとexceptionsを設計台帳へ固定する。,codex-primary-wave4,2026-08-15,codex-independent-wave4,2026-08-15,FINAL_TWO_REVIEWER_APPROVED,no
