sentence_id,unit_id,file,line_start,sentence,claim_type,logical_operator,guide_formula,guide_atoms,candidate_source_ids,candidate_source_urls,source_mapping_basis,source_mapping_validation,source_projection_adequacy,source_theorem_symbols,source_formula_atoms,unsupported_atoms,logical_proof_status,logical_proof_assurance,lean_theorem,natural_language_adequacy,end_to_end_assurance,proof_reason,validation_boundary
SENT-0079,1.7.1,docs/1.RAGとは何か/1.7.RAG研究の流れ.md,10,Retrieval-Augmented Generation,externally_cited_claim,AND,"AND(ATOM(rag=true), ATOM(retrieval=true))",rag=true;retrieval=true,SRC-001,https://proceedings.neurips.cc/paper/2020/hash/6b493230205f780e1bc26945df7481e5-Abstract.html,existing_direct_paragraph_or_technology_mapping,EXISTING_MAPPING_REQUIRES_SEMANTIC_REVIEW,CONTROLLED_TERM_PROJECTION_REQUIRES_CLAIM_POLARITY_REVIEW,SRC_001_sourceTheorem,empirical_result=true;evaluation=true;external_knowledge=true;generation=true;knowledge_intensive=true;nonparametric_memory=true;open_domain_qa=true;parametric_memory=true;rag=true;retrieval=true;verification=true,,PROVED_SOURCE_SUMMARY_ENTAILS_GUIDE_FORMULA,MODEL_PROVED,literature_SENT_0079,INCONCLUSIVE_REQUIRES_BILINGUAL_DOMAIN_REVIEW,INCONCLUSIVE,Lean checks the positive propositional derivation under source-summary premises,Conditional proof only: source-summary formula truth and NL-to-formula adequacy are separate obligations.
SENT-0080,1.7.1,docs/1.RAGとは何か/1.7.RAG研究の流れ.md,11,BEIRによる検索方式の横断評価,externally_cited_claim,AND,"AND(ATOM(retrieval=true), ATOM(evaluation=true))",evaluation=true;retrieval=true,SRC-006,https://datasets-benchmarks-proceedings.neurips.cc/paper/2021/hash/65b9eea6e1cc6bb9f0cd2a47751a186f-Abstract-round2.html,existing_direct_paragraph_or_technology_mapping,EXISTING_MAPPING_REQUIRES_SEMANTIC_REVIEW,CONTROLLED_TERM_PROJECTION_REQUIRES_CLAIM_POLARITY_REVIEW,SRC_006_sourceTheorem,benchmark=true;evaluation=true;retrieval=true,,PROVED_SOURCE_SUMMARY_ENTAILS_GUIDE_FORMULA,MODEL_PROVED,literature_SENT_0080,INCONCLUSIVE_REQUIRES_BILINGUAL_DOMAIN_REVIEW,INCONCLUSIVE,Lean checks the positive propositional derivation under source-summary premises,Conditional proof only: source-summary formula truth and NL-to-formula adequacy are separate obligations.
SENT-0084,1.7.1,docs/1.RAGとは何か/1.7.RAG研究の流れ.md,16,例えば、BEIRは検索方式の優劣がデータセットによって変わることを示しています。,empirical_or_research_claim,ATOM,ATOM(retrieval=true),retrieval=true,SRC-001;SRC-002;SRC-003;SRC-005;SRC-006,https://proceedings.neurips.cc/paper/2020/hash/6b493230205f780e1bc26945df7481e5-Abstract.html;https://aclanthology.org/2020.emnlp-main.550/;https://aclanthology.org/2023.emnlp-main.398/;https://doi.org/10.1561/1500000019;https://datasets-benchmarks-proceedings.neurips.cc/paper/2021/hash/65b9eea6e1cc6bb9f0cd2a47751a186f-Abstract-round2.html,same_unit_candidate,CANDIDATE_REQUIRES_DOMAIN_REVIEW,CONTROLLED_TERM_PROJECTION_REQUIRES_CLAIM_POLARITY_REVIEW,SRC_001_sourceTheorem;SRC_002_sourceTheorem;SRC_003_sourceTheorem;SRC_005_sourceTheorem;SRC_006_sourceTheorem,benchmark=true;citation=true;dense=true;document_statistics=true;dual_encoder=true;empirical_result=true;evaluation=true;evidence_support=true;external_knowledge=true;fielded=true;generation=true;knowledge_intensive=true;length_normalization=true;lexical=true;nonparametric_memory=true;open_domain_qa=true;parametric_memory=true;rag=true;recall_metric=true;retrieval=true;similarity=dot_product;sparse=true;tf_saturation=true;verification=true,,PROVED_SOURCE_SUMMARY_ENTAILS_GUIDE_FORMULA,MODEL_PROVED,literature_SENT_0084,INCONCLUSIVE_REQUIRES_BILINGUAL_DOMAIN_REVIEW,INCONCLUSIVE,Lean checks the positive propositional derivation under source-summary premises,Conditional proof only: source-summary formula truth and NL-to-formula adequacy are separate obligations.
SENT-0087,1.7.2,docs/1.RAGとは何か/1.7.RAG研究の流れ.md,22,掲載対象は、代表研究に一定の引用実績があり、複数の独立した査読付き研究で効果または課題が報告されている技術に限定します。,empirical_or_research_claim,OR,"OR(ATOM(citation=true), ATOM(empirical_result=true))",citation=true;empirical_result=true,SRC-001;SRC-002;SRC-043,https://proceedings.neurips.cc/paper/2020/hash/6b493230205f780e1bc26945df7481e5-Abstract.html;https://aclanthology.org/2020.emnlp-main.550/;https://arxiv.org/abs/2004.04906,same_file_candidate,CANDIDATE_REQUIRES_DOMAIN_REVIEW,CONTROLLED_TERM_PROJECTION_REQUIRES_CLAIM_POLARITY_REVIEW,SRC_001_sourceTheorem;SRC_002_sourceTheorem;SRC_043_sourceTheorem,benchmark=true;dense=true;document_statistics=true;dual_encoder=true;empirical_result=true;evaluation=true;external_knowledge=true;generation=true;knowledge_intensive=true;length_normalization=true;lexical=true;nonparametric_memory=true;open_domain_qa=true;parametric_memory=true;rag=true;recall_metric=true;retrieval=true;similarity=dot_product;tf_saturation=true;verification=true,citation=true,PROVED_SOURCE_SUMMARY_ENTAILS_GUIDE_FORMULA,MODEL_PROVED,literature_SENT_0087,INCONCLUSIVE_REQUIRES_BILINGUAL_DOMAIN_REVIEW,INCONCLUSIVE,Lean checks the positive propositional derivation under source-summary premises,Conditional proof only: source-summary formula truth and NL-to-formula adequacy are separate obligations.
SENT-0105,INTRO-1,docs/1.RAGとは何か/序文.md,17,研究名や個別手法は、この五つのどこを改善するかに対応付けて読めば十分です。,empirical_or_research_claim,ATOM,ATOM(empirical_result=true),empirical_result=true,SRC-001;SRC-002;SRC-043,https://proceedings.neurips.cc/paper/2020/hash/6b493230205f780e1bc26945df7481e5-Abstract.html;https://aclanthology.org/2020.emnlp-main.550/;https://arxiv.org/abs/2004.04906,same_chapter_candidate,CANDIDATE_REQUIRES_DOMAIN_REVIEW,CONTROLLED_TERM_PROJECTION_REQUIRES_CLAIM_POLARITY_REVIEW,SRC_001_sourceTheorem;SRC_002_sourceTheorem;SRC_043_sourceTheorem,benchmark=true;dense=true;document_statistics=true;dual_encoder=true;empirical_result=true;evaluation=true;external_knowledge=true;generation=true;knowledge_intensive=true;length_normalization=true;lexical=true;nonparametric_memory=true;open_domain_qa=true;parametric_memory=true;rag=true;recall_metric=true;retrieval=true;similarity=dot_product;tf_saturation=true;verification=true,,PROVED_SOURCE_SUMMARY_ENTAILS_GUIDE_FORMULA,MODEL_PROVED,literature_SENT_0105,INCONCLUSIVE_REQUIRES_BILINGUAL_DOMAIN_REVIEW,INCONCLUSIVE,Lean checks the positive propositional derivation under source-summary premises,Conditional proof only: source-summary formula truth and NL-to-formula adequacy are separate obligations.
SENT-0110,FILE-INTRO,docs/10.AWSで設計・実装する/10.1.全体構成と選定の順序.md,7,| Batch Layer | 質問前に索引を作る | S3、Knowledge Bases、Embedding、Vector Store |,official_product_contract,AND,"AND(ATOM(external_knowledge=true), ATOM(bedrock_kb=true))",bedrock_kb=true;external_knowledge=true,SRC-179;SRC-196;SRC-192,https://docs.aws.amazon.com/AmazonS3/latest/userguide/s3-vectors-bedrock-kb.html;https://docs.aws.amazon.com/bedrock/latest/userguide/knowledge-base.html;https://docs.aws.amazon.com/bedrock/latest/userguide/evaluation-kb.html,same_file_candidate,CANDIDATE_REQUIRES_DOMAIN_REVIEW,CONTROLLED_TERM_PROJECTION_REQUIRES_CLAIM_POLARITY_REVIEW,SRC_179_sourceTheorem;SRC_196_sourceTheorem;SRC_192_sourceTheorem,authorization=true;bedrock_kb=true;citation=true;dense=true;evaluation=true;external_knowledge=true;generation=true;metadata_filter=true;multimodal=true;rag=true;rerank=true;retrieval=true;s3_vectors=true,,PROVED_SOURCE_SUMMARY_ENTAILS_GUIDE_FORMULA,MODEL_PROVED,literature_SENT_0110,INCONCLUSIVE_REQUIRES_BILINGUAL_DOMAIN_REVIEW,INCONCLUSIVE,Lean checks the positive propositional derivation under source-summary premises,Conditional proof only: source-summary formula truth and NL-to-formula adequacy are separate obligations.
SENT-0111,FILE-INTRO,docs/10.AWSで設計・実装する/10.1.全体構成と選定の順序.md,8,| Real-time Layer | 質問ごとに根拠を探し、回答する | Knowledge Bases、Rerank、生成モデル、アプリ |,official_product_contract,AND,"AND(AND(AND(AND(ATOM(rerank=true), ATOM(generation=true)), ATOM(external_knowledge=true)), ATOM(evidence_support=true)), ATOM(bedrock_kb=true))",bedrock_kb=true;evidence_support=true;external_knowledge=true;generation=true;rerank=true,SRC-196;SRC-179;SRC-192,https://docs.aws.amazon.com/bedrock/latest/userguide/knowledge-base.html;https://docs.aws.amazon.com/AmazonS3/latest/userguide/s3-vectors-bedrock-kb.html;https://docs.aws.amazon.com/bedrock/latest/userguide/evaluation-kb.html,same_file_candidate,CANDIDATE_REQUIRES_DOMAIN_REVIEW,CONTROLLED_TERM_PROJECTION_REQUIRES_CLAIM_POLARITY_REVIEW,SRC_196_sourceTheorem;SRC_179_sourceTheorem;SRC_192_sourceTheorem,authorization=true;bedrock_kb=true;citation=true;dense=true;evaluation=true;external_knowledge=true;generation=true;metadata_filter=true;multimodal=true;rag=true;rerank=true;retrieval=true;s3_vectors=true,evidence_support=true,INCONCLUSIVE_UNSUPPORTED_ATOMS,INCONCLUSIVE,,INCONCLUSIVE_REQUIRES_BILINGUAL_DOMAIN_REVIEW,INCONCLUSIVE,guide formula contains atoms absent from the selected source summaries,Conditional proof only: source-summary formula truth and NL-to-formula adequacy are separate obligations.
SENT-0125,FILE-INTRO,docs/10.AWSで設計・実装する/10.1.全体構成と選定の順序.md,27,RetrieveAndGenerateのように複数工程を一つのAPIへまとめる場合も、評価上の論理境界は残します。,official_product_contract,IMPLIES,"IMP(AND(AND(ATOM(retrieval=true), ATOM(generation=true)), ATOM(retrieve_and_generate=true)), ATOM(evaluation=true))",evaluation=true;generation=true;retrieval=true;retrieve_and_generate=true,SRC-192,https://docs.aws.amazon.com/bedrock/latest/userguide/evaluation-kb.html,existing_direct_paragraph_or_technology_mapping,EXISTING_MAPPING_REQUIRES_SEMANTIC_REVIEW,CURATED_OFFICIAL_SPEC_PROJECTION,SRC_192_sourceTheorem,bedrock_kb=true;evaluation=true;rag=true,generation=true;retrieval=true;retrieve_and_generate=true,INCONCLUSIVE_RELATION_NOT_SUPPORTED_BY_POSITIVE_SOURCE_FACTS,INCONCLUSIVE,,INCONCLUSIVE_REQUIRES_BILINGUAL_DOMAIN_REVIEW,INCONCLUSIVE,implication/negation requires a relation-preserving source formalization,Conditional proof only: source-summary formula truth and NL-to-formula adequacy are separate obligations.
SENT-0126,FILE-INTRO,docs/10.AWSで設計・実装する/10.1.全体構成と選定の順序.md,27,Knowledge Basesの仕組みとKnowledge Basesの評価も、この分離に沿って利用します（確認日：2026年8月22日）。,externally_cited_claim,AND,"AND(AND(ATOM(external_knowledge=true), ATOM(evaluation=true)), ATOM(bedrock_kb=true))",bedrock_kb=true;evaluation=true;external_knowledge=true,SRC-192,https://docs.aws.amazon.com/bedrock/latest/userguide/evaluation-kb.html,existing_direct_paragraph_or_technology_mapping,EXISTING_MAPPING_REQUIRES_SEMANTIC_REVIEW,CURATED_OFFICIAL_SPEC_PROJECTION,SRC_192_sourceTheorem,bedrock_kb=true;evaluation=true;rag=true,external_knowledge=true,INCONCLUSIVE_UNSUPPORTED_ATOMS,INCONCLUSIVE,,INCONCLUSIVE_REQUIRES_BILINGUAL_DOMAIN_REVIEW,INCONCLUSIVE,guide formula contains atoms absent from the selected source summaries,Conditional proof only: source-summary formula truth and NL-to-formula adequacy are separate obligations.
SENT-0130,FILE-INTRO,docs/10.AWSで設計・実装する/10.1.全体構成と選定の順序.md,39,何を検索したいか：意味類似中心ならS3 Vectors、語彙一致と意味類似を組み合わせるならOpenSearch Serverlessを比較します。,official_product_contract,IMPLIES,"IMP(ATOM(retrieval=true), AND(AND(ATOM(lexical=true), ATOM(s3_vectors=true)), ATOM(opensearch=true)))",lexical=true;opensearch=true;retrieval=true;s3_vectors=true,SRC-179;SRC-196,https://docs.aws.amazon.com/AmazonS3/latest/userguide/s3-vectors-bedrock-kb.html;https://docs.aws.amazon.com/bedrock/latest/userguide/knowledge-base.html,same_file_candidate,CANDIDATE_REQUIRES_DOMAIN_REVIEW,CONTROLLED_TERM_PROJECTION_REQUIRES_CLAIM_POLARITY_REVIEW,SRC_179_sourceTheorem;SRC_196_sourceTheorem,authorization=true;bedrock_kb=true;citation=true;dense=true;external_knowledge=true;generation=true;metadata_filter=true;multimodal=true;rag=true;rerank=true;retrieval=true;s3_vectors=true,lexical=true;opensearch=true,INCONCLUSIVE_RELATION_NOT_SUPPORTED_BY_POSITIVE_SOURCE_FACTS,INCONCLUSIVE,,INCONCLUSIVE_REQUIRES_BILINGUAL_DOMAIN_REVIEW,INCONCLUSIVE,implication/negation requires a relation-preserving source formalization,Conditional proof only: source-summary formula truth and NL-to-formula adequacy are separate obligations.
SENT-0131,FILE-INTRO,docs/10.AWSで設計・実装する/10.1.全体構成と選定の順序.md,40,生成と根拠制御をどう分けるか：標準経路ならRetrieveAndGenerate、Evidence Setを制御するならRetrieve＋Converse、質問分解と反復検索が必要ならAgenticRetrieveStreamを比較します。,official_product_contract,IMPLIES,"IMP(AND(ATOM(generation=true), ATOM(evidence_support=true)), AND(AND(AND(ATOM(retrieval=true), ATOM(generation=true)), ATOM(evidence_support=true)), ATOM(retrieve_and_generate=true)))",evidence_support=true;generation=true;retrieval=true;retrieve_and_generate=true,SRC-196;SRC-179,https://docs.aws.amazon.com/bedrock/latest/userguide/knowledge-base.html;https://docs.aws.amazon.com/AmazonS3/latest/userguide/s3-vectors-bedrock-kb.html,same_file_candidate,CANDIDATE_REQUIRES_DOMAIN_REVIEW,CONTROLLED_TERM_PROJECTION_REQUIRES_CLAIM_POLARITY_REVIEW,SRC_196_sourceTheorem;SRC_179_sourceTheorem,authorization=true;bedrock_kb=true;citation=true;dense=true;external_knowledge=true;generation=true;metadata_filter=true;multimodal=true;rag=true;rerank=true;retrieval=true;s3_vectors=true,evidence_support=true;retrieve_and_generate=true,INCONCLUSIVE_RELATION_NOT_SUPPORTED_BY_POSITIVE_SOURCE_FACTS,INCONCLUSIVE,,INCONCLUSIVE_REQUIRES_BILINGUAL_DOMAIN_REVIEW,INCONCLUSIVE,implication/negation requires a relation-preserving source formalization,Conditional proof only: source-summary formula truth and NL-to-formula adequacy are separate obligations.
