source_id,projection_status,review_scope,reviewer,review_date,review_note
"SRC-043","CURATED_CLAIM_POLARITY_PROJECTION","原著タイトル・要旨で著者自身の提案または結果として述べる肯定命題","OpenAI Codex","2026-08-15 JST","比較対象・背景研究・否定された仮説を除外し、著者の提案・実験結果として記述された正極性atomだけを採用。"
"SRC-044","CURATED_CLAIM_POLARITY_PROJECTION","原著タイトル・要旨で著者自身の提案または結果として述べる肯定命題","OpenAI Codex","2026-08-15 JST","比較対象・背景研究・否定された仮説を除外し、著者の提案・実験結果として記述された正極性atomだけを採用。"
"SRC-045","CURATED_CLAIM_POLARITY_PROJECTION","原著タイトル・要旨で著者自身の提案または結果として述べる肯定命題","OpenAI Codex","2026-08-15 JST","比較対象・背景研究・否定された仮説を除外し、著者の提案・実験結果として記述された正極性atomだけを採用。"
"SRC-046","CURATED_CLAIM_POLARITY_PROJECTION","原著タイトル・要旨で著者自身の提案または結果として述べる肯定命題","OpenAI Codex","2026-08-15 JST","比較対象・背景研究・否定された仮説を除外し、著者の提案・実験結果として記述された正極性atomだけを採用。"
"SRC-047","CURATED_CLAIM_POLARITY_PROJECTION","原著タイトル・要旨で著者自身の提案または結果として述べる肯定命題","OpenAI Codex","2026-08-15 JST","比較対象・背景研究・否定された仮説を除外し、著者の提案・実験結果として記述された正極性atomだけを採用。"
"SRC-048","CURATED_CLAIM_POLARITY_PROJECTION","原著タイトル・要旨で著者自身の提案または結果として述べる肯定命題","OpenAI Codex","2026-08-15 JST","比較対象・背景研究・否定された仮説を除外し、著者の提案・実験結果として記述された正極性atomだけを採用。"
"SRC-049","CURATED_CLAIM_POLARITY_PROJECTION","原著タイトル・要旨で著者自身の提案または結果として述べる肯定命題","OpenAI Codex","2026-08-15 JST","比較対象・背景研究・否定された仮説を除外し、著者の提案・実験結果として記述された正極性atomだけを採用。"
"SRC-050","CURATED_CLAIM_POLARITY_PROJECTION","原著タイトル・要旨で著者自身の提案または結果として述べる肯定命題","OpenAI Codex","2026-08-15 JST","比較対象・背景研究・否定された仮説を除外し、著者の提案・実験結果として記述された正極性atomだけを採用。"
"SRC-051","CURATED_CLAIM_POLARITY_PROJECTION","原著タイトル・要旨で著者自身の提案または結果として述べる肯定命題","OpenAI Codex","2026-08-15 JST","比較対象・背景研究・否定された仮説を除外し、著者の提案・実験結果として記述された正極性atomだけを採用。"
"SRC-052","CURATED_CLAIM_POLARITY_PROJECTION","原著タイトル・要旨で著者自身の提案または結果として述べる肯定命題","OpenAI Codex","2026-08-15 JST","比較対象・背景研究・否定された仮説を除外し、著者の提案・実験結果として記述された正極性atomだけを採用。"
"SRC-053","CURATED_CLAIM_POLARITY_PROJECTION","原著タイトル・要旨で著者自身の提案または結果として述べる肯定命題","OpenAI Codex","2026-08-15 JST","比較対象・背景研究・否定された仮説を除外し、著者の提案・実験結果として記述された正極性atomだけを採用。"
"SRC-054","CURATED_CLAIM_POLARITY_PROJECTION","原著タイトル・要旨で著者自身の提案または結果として述べる肯定命題","OpenAI Codex","2026-08-15 JST","比較対象・背景研究・否定された仮説を除外し、著者の提案・実験結果として記述された正極性atomだけを採用。"
"SRC-055","CURATED_CLAIM_POLARITY_PROJECTION","原著タイトル・要旨で著者自身の提案または結果として述べる肯定命題","OpenAI Codex","2026-08-15 JST","比較対象・背景研究・否定された仮説を除外し、著者の提案・実験結果として記述された正極性atomだけを採用。"
"SRC-056","CURATED_CLAIM_POLARITY_PROJECTION","原著タイトル・要旨で著者自身の提案または結果として述べる肯定命題","OpenAI Codex","2026-08-15 JST","比較対象・背景研究・否定された仮説を除外し、著者の提案・実験結果として記述された正極性atomだけを採用。"
"SRC-057","CURATED_CLAIM_POLARITY_PROJECTION","原著タイトル・要旨で著者自身の提案または結果として述べる肯定命題","OpenAI Codex","2026-08-15 JST","比較対象・背景研究・否定された仮説を除外し、著者の提案・実験結果として記述された正極性atomだけを採用。"
"SRC-058","CURATED_CLAIM_POLARITY_PROJECTION","原著タイトル・要旨で著者自身の提案または結果として述べる肯定命題","OpenAI Codex","2026-08-15 JST","比較対象・背景研究・否定された仮説を除外し、著者の提案・実験結果として記述された正極性atomだけを採用。"
"SRC-059","CURATED_CLAIM_POLARITY_PROJECTION","原著タイトル・要旨で著者自身の提案または結果として述べる肯定命題","OpenAI Codex","2026-08-15 JST","比較対象・背景研究・否定された仮説を除外し、著者の提案・実験結果として記述された正極性atomだけを採用。"
"SRC-060","CURATED_CLAIM_POLARITY_PROJECTION","原著タイトル・要旨で著者自身の提案または結果として述べる肯定命題","OpenAI Codex","2026-08-15 JST","比較対象・背景研究・否定された仮説を除外し、著者の提案・実験結果として記述された正極性atomだけを採用。"
"SRC-061","CURATED_CLAIM_POLARITY_PROJECTION","原著タイトル・要旨で著者自身の提案または結果として述べる肯定命題","OpenAI Codex","2026-08-15 JST","比較対象・背景研究・否定された仮説を除外し、著者の提案・実験結果として記述された正極性atomだけを採用。"
"SRC-062","CURATED_CLAIM_POLARITY_PROJECTION","原著タイトル・要旨で著者自身の提案または結果として述べる肯定命題","OpenAI Codex","2026-08-15 JST","比較対象・背景研究・否定された仮説を除外し、著者の提案・実験結果として記述された正極性atomだけを採用。"
"SRC-063","CURATED_CLAIM_POLARITY_PROJECTION","原著タイトル・要旨で著者自身の提案または結果として述べる肯定命題","OpenAI Codex","2026-08-15 JST","比較対象・背景研究・否定された仮説を除外し、著者の提案・実験結果として記述された正極性atomだけを採用。"
"SRC-064","CURATED_CLAIM_POLARITY_PROJECTION","原著タイトル・要旨で著者自身の提案または結果として述べる肯定命題","OpenAI Codex","2026-08-15 JST","比較対象・背景研究・否定された仮説を除外し、著者の提案・実験結果として記述された正極性atomだけを採用。"
"SRC-065","CURATED_CLAIM_POLARITY_PROJECTION","原著タイトル・要旨で著者自身の提案または結果として述べる肯定命題","OpenAI Codex","2026-08-15 JST","比較対象・背景研究・否定された仮説を除外し、著者の提案・実験結果として記述された正極性atomだけを採用。"
"SRC-066","CURATED_CLAIM_POLARITY_PROJECTION","原著タイトル・要旨で著者自身の提案または結果として述べる肯定命題","OpenAI Codex","2026-08-15 JST","比較対象・背景研究・否定された仮説を除外し、著者の提案・実験結果として記述された正極性atomだけを採用。"
"SRC-067","CURATED_CLAIM_POLARITY_PROJECTION","原著タイトル・要旨で著者自身の提案または結果として述べる肯定命題","OpenAI Codex","2026-08-15 JST","比較対象・背景研究・否定された仮説を除外し、著者の提案・実験結果として記述された正極性atomだけを採用。"
"SRC-068","CURATED_CLAIM_POLARITY_PROJECTION","原著タイトル・要旨で著者自身の提案または結果として述べる肯定命題","OpenAI Codex","2026-08-15 JST","比較対象・背景研究・否定された仮説を除外し、著者の提案・実験結果として記述された正極性atomだけを採用。"
"SRC-069","CURATED_CLAIM_POLARITY_PROJECTION","原著タイトル・要旨で著者自身の提案または結果として述べる肯定命題","OpenAI Codex","2026-08-15 JST","比較対象・背景研究・否定された仮説を除外し、著者の提案・実験結果として記述された正極性atomだけを採用。"
"SRC-070","CURATED_CLAIM_POLARITY_PROJECTION","原著タイトル・要旨で著者自身の提案または結果として述べる肯定命題","OpenAI Codex","2026-08-15 JST","比較対象・背景研究・否定された仮説を除外し、著者の提案・実験結果として記述された正極性atomだけを採用。"
"SRC-071","CURATED_CLAIM_POLARITY_PROJECTION","原著タイトル・要旨で著者自身の提案または結果として述べる肯定命題","OpenAI Codex","2026-08-15 JST","比較対象・背景研究・否定された仮説を除外し、著者の提案・実験結果として記述された正極性atomだけを採用。"
"SRC-072","CURATED_CLAIM_POLARITY_PROJECTION","原著タイトル・要旨で著者自身の提案または結果として述べる肯定命題","OpenAI Codex","2026-08-15 JST","比較対象・背景研究・否定された仮説を除外し、著者の提案・実験結果として記述された正極性atomだけを採用。"
"SRC-073","CURATED_CLAIM_POLARITY_PROJECTION","原著タイトル・要旨で著者自身の提案または結果として述べる肯定命題","OpenAI Codex","2026-08-15 JST","比較対象・背景研究・否定された仮説を除外し、著者の提案・実験結果として記述された正極性atomだけを採用。"
"SRC-074","CURATED_CLAIM_POLARITY_PROJECTION","原著タイトル・要旨で著者自身の提案または結果として述べる肯定命題","OpenAI Codex","2026-08-15 JST","比較対象・背景研究・否定された仮説を除外し、著者の提案・実験結果として記述された正極性atomだけを採用。"
"SRC-075","CURATED_CLAIM_POLARITY_PROJECTION","原著タイトル・要旨で著者自身の提案または結果として述べる肯定命題","OpenAI Codex","2026-08-15 JST","比較対象・背景研究・否定された仮説を除外し、著者の提案・実験結果として記述された正極性atomだけを採用。"
"SRC-076","CURATED_CLAIM_POLARITY_PROJECTION","原著タイトル・要旨で著者自身の提案または結果として述べる肯定命題","OpenAI Codex","2026-08-15 JST","比較対象・背景研究・否定された仮説を除外し、著者の提案・実験結果として記述された正極性atomだけを採用。"
"SRC-077","CURATED_CLAIM_POLARITY_PROJECTION","原著タイトル・要旨で著者自身の提案または結果として述べる肯定命題","OpenAI Codex","2026-08-15 JST","比較対象・背景研究・否定された仮説を除外し、著者の提案・実験結果として記述された正極性atomだけを採用。"
"SRC-078","CURATED_CLAIM_POLARITY_PROJECTION","原著タイトル・要旨で著者自身の提案または結果として述べる肯定命題","OpenAI Codex","2026-08-15 JST","比較対象・背景研究・否定された仮説を除外し、著者の提案・実験結果として記述された正極性atomだけを採用。"
"SRC-079","CURATED_CLAIM_POLARITY_PROJECTION","原著タイトル・要旨で著者自身の提案または結果として述べる肯定命題","OpenAI Codex","2026-08-15 JST","比較対象・背景研究・否定された仮説を除外し、著者の提案・実験結果として記述された正極性atomだけを採用。"
"SRC-080","CURATED_CLAIM_POLARITY_PROJECTION","原著タイトル・要旨で著者自身の提案または結果として述べる肯定命題","OpenAI Codex","2026-08-15 JST","比較対象・背景研究・否定された仮説を除外し、著者の提案・実験結果として記述された正極性atomだけを採用。"
"SRC-081","CURATED_CLAIM_POLARITY_PROJECTION","原著タイトル・要旨で著者自身の提案または結果として述べる肯定命題","OpenAI Codex","2026-08-15 JST","比較対象・背景研究・否定された仮説を除外し、著者の提案・実験結果として記述された正極性atomだけを採用。"
"SRC-082","CURATED_CLAIM_POLARITY_PROJECTION","原著タイトル・要旨で著者自身の提案または結果として述べる肯定命題","OpenAI Codex","2026-08-15 JST","比較対象・背景研究・否定された仮説を除外し、著者の提案・実験結果として記述された正極性atomだけを採用。"
"SRC-083","CURATED_CLAIM_POLARITY_PROJECTION","原著タイトル・要旨で著者自身の提案または結果として述べる肯定命題","OpenAI Codex","2026-08-15 JST","比較対象・背景研究・否定された仮説を除外し、著者の提案・実験結果として記述された正極性atomだけを採用。"
"SRC-084","CURATED_CLAIM_POLARITY_PROJECTION","原著タイトル・要旨で著者自身の提案または結果として述べる肯定命題","OpenAI Codex","2026-08-15 JST","比較対象・背景研究・否定された仮説を除外し、著者の提案・実験結果として記述された正極性atomだけを採用。"
"SRC-085","CURATED_CLAIM_POLARITY_PROJECTION","原著タイトル・要旨で著者自身の提案または結果として述べる肯定命題","OpenAI Codex","2026-08-15 JST","比較対象・背景研究・否定された仮説を除外し、著者の提案・実験結果として記述された正極性atomだけを採用。"
"SRC-086","CURATED_CLAIM_POLARITY_PROJECTION","原著タイトル・要旨で著者自身の提案または結果として述べる肯定命題","OpenAI Codex","2026-08-15 JST","比較対象・背景研究・否定された仮説を除外し、著者の提案・実験結果として記述された正極性atomだけを採用。"
"SRC-087","CURATED_CLAIM_POLARITY_PROJECTION","原著タイトル・要旨で著者自身の提案または結果として述べる肯定命題","OpenAI Codex","2026-08-15 JST","比較対象・背景研究・否定された仮説を除外し、著者の提案・実験結果として記述された正極性atomだけを採用。"
"SRC-088","CURATED_CLAIM_POLARITY_PROJECTION","原著タイトル・要旨で著者自身の提案または結果として述べる肯定命題","OpenAI Codex","2026-08-15 JST","比較対象・背景研究・否定された仮説を除外し、著者の提案・実験結果として記述された正極性atomだけを採用。"
"SRC-089","CURATED_CLAIM_POLARITY_PROJECTION","原著タイトル・要旨で著者自身の提案または結果として述べる肯定命題","OpenAI Codex","2026-08-15 JST","比較対象・背景研究・否定された仮説を除外し、著者の提案・実験結果として記述された正極性atomだけを採用。"
"SRC-090","CURATED_CLAIM_POLARITY_PROJECTION","原著タイトル・要旨で著者自身の提案または結果として述べる肯定命題","OpenAI Codex","2026-08-15 JST","比較対象・背景研究・否定された仮説を除外し、著者の提案・実験結果として記述された正極性atomだけを採用。"
"SRC-091","CURATED_CLAIM_POLARITY_PROJECTION","原著タイトル・要旨で著者自身の提案または結果として述べる肯定命題","OpenAI Codex","2026-08-15 JST","比較対象・背景研究・否定された仮説を除外し、著者の提案・実験結果として記述された正極性atomだけを採用。"
"SRC-092","CURATED_CLAIM_POLARITY_PROJECTION","原著タイトル・要旨で著者自身の提案または結果として述べる肯定命題","OpenAI Codex","2026-08-15 JST","比較対象・背景研究・否定された仮説を除外し、著者の提案・実験結果として記述された正極性atomだけを採用。"
"SRC-093","CURATED_CLAIM_POLARITY_PROJECTION","原著タイトル・要旨で著者自身の提案または結果として述べる肯定命題","OpenAI Codex","2026-08-15 JST","比較対象・背景研究・否定された仮説を除外し、著者の提案・実験結果として記述された正極性atomだけを採用。"
"SRC-094","CURATED_CLAIM_POLARITY_PROJECTION","原著タイトル・要旨で著者自身の提案または結果として述べる肯定命題","OpenAI Codex","2026-08-15 JST","比較対象・背景研究・否定された仮説を除外し、著者の提案・実験結果として記述された正極性atomだけを採用。"
"SRC-095","CURATED_CLAIM_POLARITY_PROJECTION","原著タイトル・要旨で著者自身の提案または結果として述べる肯定命題","OpenAI Codex","2026-08-15 JST","比較対象・背景研究・否定された仮説を除外し、著者の提案・実験結果として記述された正極性atomだけを採用。"
"SRC-096","CURATED_CLAIM_POLARITY_PROJECTION","原著タイトル・要旨で著者自身の提案または結果として述べる肯定命題","OpenAI Codex","2026-08-15 JST","比較対象・背景研究・否定された仮説を除外し、著者の提案・実験結果として記述された正極性atomだけを採用。"
"SRC-097","CURATED_CLAIM_POLARITY_PROJECTION","原著タイトル・要旨で著者自身の提案または結果として述べる肯定命題","OpenAI Codex","2026-08-15 JST","比較対象・背景研究・否定された仮説を除外し、著者の提案・実験結果として記述された正極性atomだけを採用。"
"SRC-098","CURATED_CLAIM_POLARITY_PROJECTION","原著タイトル・要旨で著者自身の提案または結果として述べる肯定命題","OpenAI Codex","2026-08-15 JST","比較対象・背景研究・否定された仮説を除外し、著者の提案・実験結果として記述された正極性atomだけを採用。"
"SRC-099","CURATED_CLAIM_POLARITY_PROJECTION","原著タイトル・要旨で著者自身の提案または結果として述べる肯定命題","OpenAI Codex","2026-08-15 JST","比較対象・背景研究・否定された仮説を除外し、著者の提案・実験結果として記述された正極性atomだけを採用。"
"SRC-100","CURATED_CLAIM_POLARITY_PROJECTION","原著タイトル・要旨で著者自身の提案または結果として述べる肯定命題","OpenAI Codex","2026-08-15 JST","比較対象・背景研究・否定された仮説を除外し、著者の提案・実験結果として記述された正極性atomだけを採用。"
"SRC-101","CURATED_CLAIM_POLARITY_PROJECTION","原著タイトル・要旨で著者自身の提案または結果として述べる肯定命題","OpenAI Codex","2026-08-15 JST","比較対象・背景研究・否定された仮説を除外し、著者の提案・実験結果として記述された正極性atomだけを採用。"
"SRC-102","CURATED_CLAIM_POLARITY_PROJECTION","原著タイトル・要旨で著者自身の提案または結果として述べる肯定命題","OpenAI Codex","2026-08-15 JST","比較対象・背景研究・否定された仮説を除外し、著者の提案・実験結果として記述された正極性atomだけを採用。"
"SRC-103","CURATED_CLAIM_POLARITY_PROJECTION","原著タイトル・要旨で著者自身の提案または結果として述べる肯定命題","OpenAI Codex","2026-08-15 JST","比較対象・背景研究・否定された仮説を除外し、著者の提案・実験結果として記述された正極性atomだけを採用。"
"SRC-104","CURATED_CLAIM_POLARITY_PROJECTION","原著タイトル・要旨で著者自身の提案または結果として述べる肯定命題","OpenAI Codex","2026-08-15 JST","比較対象・背景研究・否定された仮説を除外し、著者の提案・実験結果として記述された正極性atomだけを採用。"
"SRC-105","CURATED_CLAIM_POLARITY_PROJECTION","原著タイトル・要旨で著者自身の提案または結果として述べる肯定命題","OpenAI Codex","2026-08-15 JST","比較対象・背景研究・否定された仮説を除外し、著者の提案・実験結果として記述された正極性atomだけを採用。"
"SRC-106","CURATED_CLAIM_POLARITY_PROJECTION","原著タイトル・要旨で著者自身の提案または結果として述べる肯定命題","OpenAI Codex","2026-08-15 JST","比較対象・背景研究・否定された仮説を除外し、著者の提案・実験結果として記述された正極性atomだけを採用。"
"SRC-107","CURATED_CLAIM_POLARITY_PROJECTION","原著タイトル・要旨で著者自身の提案または結果として述べる肯定命題","OpenAI Codex","2026-08-15 JST","比較対象・背景研究・否定された仮説を除外し、著者の提案・実験結果として記述された正極性atomだけを採用。"
"SRC-108","CURATED_CLAIM_POLARITY_PROJECTION","原著タイトル・要旨で著者自身の提案または結果として述べる肯定命題","OpenAI Codex","2026-08-15 JST","比較対象・背景研究・否定された仮説を除外し、著者の提案・実験結果として記述された正極性atomだけを採用。"
