sentence_id,field,current_value,replacement_value,reason
SENT-0113,verdict_reason,疎検索が必要な構成では、別の検索器と結果統合を組み合わせます。 この記述は 疎検索が必要な構成では／別の検索器と結果統合を組み合わせます を本ガイドの設計・評価・運用へ適用する規則で、外部研究の効果を一般化する文ではありません。履行を 検証対象は次の条件です: 疎検索が必要な構成では／別の検索器と結果統合を組み合わせます。当該規則の統合規則をversion管理し、複数retrieverが返す既知rank listから期待するcandidate順序を再現し、生scoreの無条件加算や重複candidateが発生しないことを確認する。 により観測し、適用除外を 例外判断で参照する条件は次のとおりです: 疎検索が必要な構成では／別の検索器と結果統合を組み合わせます。当該規則と異なる統合方式はcalibration済みscoreまたは別rerankerとしてversion管理できるが、未調整の異尺度scoreを黙って直接加算しない。 に限定できるため、APPROPRIATE_NORMATIVEと判定します。,疎検索が必要な構成では、別の検索器と結果統合を組み合わせます。 判断対象は、疎検索が必要な構成では、別の検索器と結果統合を組み合わせることを定める検索・経路選択規則です。外部資料から一般的な効果を導くのではなく、次の検査を受入条件とします。疎検索が必要な構成では、別の検索器と結果統合を組み合わせることを定める検索・経路選択規則について、この規則の統合規則をversion管理し、複数retrieverが返す既知rank listから期待するcandidate順序を再現し、生scoreの無条件加算や重複candidateが発生しないことを確認する。 適用除外は次の場合に限定します。疎検索が必要な構成では、別の検索器と結果統合を組み合わせることを定める検索・経路選択規則の例外として、この規則と異なる統合方式はcalibration済みscoreまたは別rerankerとしてversion管理できるが、未調整の異尺度scoreを黙って直接加算しない。 受入条件と例外境界を台帳で検査できるため、APPROPRIATE_NORMATIVEと判定します。,SENT-0113の規則種別、受入条件、例外境界を完成した日本語で説明し、slash連結された理由文を除去する。
SENT-0117,normative_criteria,検証対象は次の条件です: Knowledge Basesのhybrid searchは／利用時点の対象リージョンと接続方式の公式仕様で対応を確認し／必要なfilterable text fieldを構成できる場合に限って利用します。当該規則に列挙したdimension、field名、metadata型をdeployment manifestと実index schemaで照合し、不一致構成が接続testで拒否されることを確認する。,Knowledge Basesのhybrid searchは、利用時点の対象リージョンと接続方式の公式仕様で対応を確認し、必要なfilterable text fieldを構成できる場合に限って利用することを定める構成・設定規則について、この規則に列挙したdimension、field名、metadata型をdeployment manifestと実index schemaで照合し、不一致構成が接続testで拒否されることを確認する。,SENT-0117の主体、観測方法、合格条件または例外契機を通常の日本語で明示し、payload注入型の共通shellを除去する。
SENT-0117,exceptions,例外判断で参照する条件は次のとおりです: Knowledge Basesのhybrid searchは／利用時点の対象リージョンと接続方式の公式仕様で対応を確認し／必要なfilterable text fieldを構成できる場合に限って利用します。当該規則のservice/APIが対象region/versionで非対応または仕様変更済みの場合はその構成を有効化せず、対応機能へ切り替えて同じintegration testを再実行する。,Knowledge Basesのhybrid searchは、利用時点の対象リージョンと接続方式の公式仕様で対応を確認し、必要なfilterable text fieldを構成できる場合に限って利用することを定める構成・設定規則の例外として、対象service/APIが対象region/versionで非対応または仕様変更済みの場合はその構成を有効化せず、対応機能へ切り替えて同じintegration testを再実行する。,SENT-0117の主体、観測方法、合格条件または例外契機を通常の日本語で明示し、payload注入型の共通shellを除去する。
SENT-0117,verdict_reason,Knowledge Basesのhybrid searchは、filterableなtext fieldを構成し、対象リージョンと接続方式が対応している場合に利用します。 この記述は Knowledge Basesのhybrid searchは／利用時点の対象リージョンと接続方式の公式仕様で対応を確認し／必要なfilterable text fieldを構成できる場合に限って利用します を本ガイドの設計・評価・運用へ適用する規則で、外部研究の効果を一般化する文ではありません。履行を 検証対象は次の条件です: Knowledge Basesのhybrid searchは／利用時点の対象リージョンと接続方式の公式仕様で対応を確認し／必要なfilterable text fieldを構成できる場合に限って利用します。当該規則に列挙したdimension、field名、metadata型をdeployment manifestと実index schemaで照合し、不一致構成が接続testで拒否されることを確認する。 により観測し、適用除外を 例外判断で参照する条件は次のとおりです: Knowledge Basesのhybrid searchは／利用時点の対象リージョンと接続方式の公式仕様で対応を確認し／必要なfilterable text fieldを構成できる場合に限って利用します。当該規則のservice/APIが対象region/versionで非対応または仕様変更済みの場合はその構成を有効化せず、対応機能へ切り替えて同じintegration testを再実行する。 に限定できるため、APPROPRIATE_NORMATIVEと判定します。,Knowledge Basesのhybrid searchは、filterableなtext fieldを構成し、対象リージョンと接続方式が対応している場合に利用します。 判断対象は、Knowledge Basesのhybrid searchは、利用時点の対象リージョンと接続方式の公式仕様で対応を確認し、必要なfilterable text fieldを構成できる場合に限って利用することを定める構成・設定規則です。外部資料から一般的な効果を導くのではなく、次の検査を受入条件とします。Knowledge Basesのhybrid searchは、利用時点の対象リージョンと接続方式の公式仕様で対応を確認し、必要なfilterable text fieldを構成できる場合に限って利用することを定める構成・設定規則について、この規則に列挙したdimension、field名、metadata型をdeployment manifestと実index schemaで照合し、不一致構成が接続testで拒否されることを確認する。 適用除外は次の場合に限定します。Knowledge Basesのhybrid searchは、利用時点の対象リージョンと接続方式の公式仕様で対応を確認し、必要なfilterable text fieldを構成できる場合に限って利用することを定める構成・設定規則の例外として、対象service/APIが対象region/versionで非対応または仕様変更済みの場合はその構成を有効化せず、対応機能へ切り替えて同じintegration testを再実行する。 受入条件と例外境界を台帳で検査できるため、APPROPRIATE_NORMATIVEと判定します。,SENT-0117の規則種別、受入条件、例外境界を完成した日本語で説明し、slash連結された理由文を除去する。
SENT-0131,normative_criteria,検証対象は次の条件です: 固有名詞／製品コード／条文番号などで語彙一致の取りこぼしが再現した場合に／対応storeのHYBRID／複数検索器／またはManaged Knowledge Baseへ進みます。当該規則で指定した検索経路と分岐条件をtraceへ記録し、条件を満たすfixtureと満たさないfixtureで、選択retriever、candidate集合、fallback先が期待値に一致することを確認する。,固有名詞、製品コード、条文番号などで語彙一致の取りこぼしが再現した場合に、対応storeのHYBRID、複数検索器、またはManaged Knowledge Baseへ進むことを定める検索・経路選択規則について、この規則で指定した検索経路と分岐条件をtraceへ記録し、条件を満たすfixtureと満たさないfixtureで、選択retriever、candidate集合、fallback先が期待値に一致することを確認する。,SENT-0131の主体、観測方法、合格条件または例外契機を通常の日本語で明示し、payload注入型の共通shellを除去する。
SENT-0131,exceptions,例外判断で参照する条件は次のとおりです: 固有名詞／製品コード／条文番号などで語彙一致の取りこぼしが再現した場合に／対応storeのHYBRID／複数検索器／またはManaged Knowledge Baseへ進みます。当該規則より単純な経路が同じ品質・安全性・latency・costのgateを満たす場合は代替できるが、分岐、fallback、artifact provenanceを失う省略は行わない。,固有名詞、製品コード、条文番号などで語彙一致の取りこぼしが再現した場合に、対応storeのHYBRID、複数検索器、またはManaged Knowledge Baseへ進むことを定める検索・経路選択規則の例外として、この規則より単純な経路が同じ品質・安全性・latency・costのgateを満たす場合は代替できるが、分岐、fallback、artifact provenanceを失う省略は行わない。,SENT-0131の主体、観測方法、合格条件または例外契機を通常の日本語で明示し、payload注入型の共通shellを除去する。
SENT-0131,verdict_reason,固有名詞、製品コード、条文番号などで語彙一致の取りこぼしが再現した場合に、対応storeのHYBRID、複数検索器、またはManaged Knowledge Baseへ進みます。 この記述は 固有名詞／製品コード／条文番号などで語彙一致の取りこぼしが再現した場合に／対応storeのHYBRID／複数検索器／またはManaged Knowledge Baseへ進みます を本ガイドの設計・評価・運用へ適用する規則で、外部研究の効果を一般化する文ではありません。履行を 検証対象は次の条件です: 固有名詞／製品コード／条文番号などで語彙一致の取りこぼしが再現した場合に／対応storeのHYBRID／複数検索器／またはManaged Knowledge Baseへ進みます。当該規則で指定した検索経路と分岐条件をtraceへ記録し、条件を満たすfixtureと満たさないfixtureで、選択retriever、candidate集合、fallback先が期待値に一致することを確認する。 により観測し、適用除外を 例外判断で参照する条件は次のとおりです: 固有名詞／製品コード／条文番号などで語彙一致の取りこぼしが再現した場合に／対応storeのHYBRID／複数検索器／またはManaged Knowledge Baseへ進みます。当該規則より単純な経路が同じ品質・安全性・latency・costのgateを満たす場合は代替できるが、分岐、fallback、artifact provenanceを失う省略は行わない。 に限定できるため、APPROPRIATE_NORMATIVEと判定します。,固有名詞、製品コード、条文番号などで語彙一致の取りこぼしが再現した場合に、対応storeのHYBRID、複数検索器、またはManaged Knowledge Baseへ進みます。 判断対象は、固有名詞、製品コード、条文番号などで語彙一致の取りこぼしが再現した場合に、対応storeのHYBRID、複数検索器、またはManaged Knowledge Baseへ進むことを定める検索・経路選択規則です。外部資料から一般的な効果を導くのではなく、次の検査を受入条件とします。固有名詞、製品コード、条文番号などで語彙一致の取りこぼしが再現した場合に、対応storeのHYBRID、複数検索器、またはManaged Knowledge Baseへ進むことを定める検索・経路選択規則について、この規則で指定した検索経路と分岐条件をtraceへ記録し、条件を満たすfixtureと満たさないfixtureで、選択retriever、candidate集合、fallback先が期待値に一致することを確認する。 適用除外は次の場合に限定します。固有名詞、製品コード、条文番号などで語彙一致の取りこぼしが再現した場合に、対応storeのHYBRID、複数検索器、またはManaged Knowledge Baseへ進むことを定める検索・経路選択規則の例外として、この規則より単純な経路が同じ品質・安全性・latency・costのgateを満たす場合は代替できるが、分岐、fallback、artifact provenanceを失う省略は行わない。 受入条件と例外境界を台帳で検査できるため、APPROPRIATE_NORMATIVEと判定します。,SENT-0131の規則種別、受入条件、例外境界を完成した日本語で説明し、slash連結された理由文を除去する。
SENT-0137,normative_criteria,検証対象は次の条件です: 日本語を含む場合は／Cohere Embed Multilingual v3を比較対象に含めます。当該規則に挙げたmodelまたはserviceを同一の日本語gold query、document version、candidate数で実行し、Recallとlatencyを比較して採否を記録する。,日本語を含む場合は、Cohere Embed Multilingual v3を比較対象に含めることを定める評価・採否規則について、この規則に挙げたmodelまたはserviceを同一の日本語gold query、document version、candidate数で実行し、Recallとlatencyを比較して採否を記録する。,SENT-0137の主体、観測方法、合格条件または例外契機を通常の日本語で明示し、payload注入型の共通shellを除去する。
SENT-0137,exceptions,例外判断で参照する条件は次のとおりです: 日本語を含む場合は／Cohere Embed Multilingual v3を比較対象に含めます。当該規則のservice/APIが対象region/versionで非対応または仕様変更済みの場合はその構成を有効化せず、対応機能へ切り替えて同じintegration testを再実行する。,日本語を含む場合は、Cohere Embed Multilingual v3を比較対象に含めることを定める評価・採否規則の例外として、対象service/APIが対象region/versionで非対応または仕様変更済みの場合はその構成を有効化せず、対応機能へ切り替えて同じintegration testを再実行する。,SENT-0137の主体、観測方法、合格条件または例外契機を通常の日本語で明示し、payload注入型の共通shellを除去する。
SENT-0137,verdict_reason,日本語を含む場合は、Cohere Embed Multilingual v3を比較対象に含めます。 この記述は 日本語を含む場合は／Cohere Embed Multilingual v3を比較対象に含めます を本ガイドの設計・評価・運用へ適用する規則で、外部研究の効果を一般化する文ではありません。履行を 検証対象は次の条件です: 日本語を含む場合は／Cohere Embed Multilingual v3を比較対象に含めます。当該規則に挙げたmodelまたはserviceを同一の日本語gold query、document version、candidate数で実行し、Recallとlatencyを比較して採否を記録する。 により観測し、適用除外を 例外判断で参照する条件は次のとおりです: 日本語を含む場合は／Cohere Embed Multilingual v3を比較対象に含めます。当該規則のservice/APIが対象region/versionで非対応または仕様変更済みの場合はその構成を有効化せず、対応機能へ切り替えて同じintegration testを再実行する。 に限定できるため、APPROPRIATE_NORMATIVEと判定します。,日本語を含む場合は、Cohere Embed Multilingual v3を比較対象に含めます。 判断対象は、日本語を含む場合は、Cohere Embed Multilingual v3を比較対象に含めることを定める評価・採否規則です。外部資料から一般的な効果を導くのではなく、次の検査を受入条件とします。日本語を含む場合は、Cohere Embed Multilingual v3を比較対象に含めることを定める評価・採否規則について、この規則に挙げたmodelまたはserviceを同一の日本語gold query、document version、candidate数で実行し、Recallとlatencyを比較して採否を記録する。 適用除外は次の場合に限定します。日本語を含む場合は、Cohere Embed Multilingual v3を比較対象に含めることを定める評価・採否規則の例外として、対象service/APIが対象region/versionで非対応または仕様変更済みの場合はその構成を有効化せず、対応機能へ切り替えて同じintegration testを再実行する。 受入条件と例外境界を台帳で検査できるため、APPROPRIATE_NORMATIVEと判定します。,SENT-0137の規則種別、受入条件、例外境界を完成した日本語で説明し、slash連結された理由文を除去する。
SENT-0138,normative_criteria,検証対象は次の条件です: Titan Text Embeddings V2も候補にし／日本語のgold queryでRecall@kを直接比較します。当該規則に挙げたmodelまたはserviceを同一の日本語gold query、document version、candidate数で実行し、Recallとlatencyを比較して採否を記録する。,Titan Text Embeddings V2も候補にし、日本語のgold queryでRecall@kを直接比較することを定める評価・採否規則について、この規則に挙げたmodelまたはserviceを同一の日本語gold query、document version、candidate数で実行し、Recallとlatencyを比較して採否を記録する。,SENT-0138の主体、観測方法、合格条件または例外契機を通常の日本語で明示し、payload注入型の共通shellを除去する。
SENT-0138,exceptions,例外判断で参照する条件は次のとおりです: Titan Text Embeddings V2も候補にし／日本語のgold queryでRecall@kを直接比較します。当該規則のservice/APIが対象region/versionで非対応または仕様変更済みの場合はその構成を有効化せず、対応機能へ切り替えて同じintegration testを再実行する。,Titan Text Embeddings V2も候補にし、日本語のgold queryでRecall@kを直接比較することを定める評価・採否規則の例外として、対象service/APIが対象region/versionで非対応または仕様変更済みの場合はその構成を有効化せず、対応機能へ切り替えて同じintegration testを再実行する。,SENT-0138の主体、観測方法、合格条件または例外契機を通常の日本語で明示し、payload注入型の共通shellを除去する。
SENT-0138,verdict_reason,Titan Text Embeddings V2も候補にし、日本語のgold queryでRecall@kを直接比較します。 この記述は Titan Text Embeddings V2も候補にし／日本語のgold queryでRecall@kを直接比較します を本ガイドの設計・評価・運用へ適用する規則で、外部研究の効果を一般化する文ではありません。履行を 検証対象は次の条件です: Titan Text Embeddings V2も候補にし／日本語のgold queryでRecall@kを直接比較します。当該規則に挙げたmodelまたはserviceを同一の日本語gold query、document version、candidate数で実行し、Recallとlatencyを比較して採否を記録する。 により観測し、適用除外を 例外判断で参照する条件は次のとおりです: Titan Text Embeddings V2も候補にし／日本語のgold queryでRecall@kを直接比較します。当該規則のservice/APIが対象region/versionで非対応または仕様変更済みの場合はその構成を有効化せず、対応機能へ切り替えて同じintegration testを再実行する。 に限定できるため、APPROPRIATE_NORMATIVEと判定します。,Titan Text Embeddings V2も候補にし、日本語のgold queryでRecall@kを直接比較します。 判断対象は、Titan Text Embeddings V2も候補にし、日本語のgold queryでRecall@kを直接比較することを定める評価・採否規則です。外部資料から一般的な効果を導くのではなく、次の検査を受入条件とします。Titan Text Embeddings V2も候補にし、日本語のgold queryでRecall@kを直接比較することを定める評価・採否規則について、この規則に挙げたmodelまたはserviceを同一の日本語gold query、document version、candidate数で実行し、Recallとlatencyを比較して採否を記録する。 適用除外は次の場合に限定します。Titan Text Embeddings V2も候補にし、日本語のgold queryでRecall@kを直接比較することを定める評価・採否規則の例外として、対象service/APIが対象region/versionで非対応または仕様変更済みの場合はその構成を有効化せず、対応機能へ切り替えて同じintegration testを再実行する。 受入条件と例外境界を台帳で検査できるため、APPROPRIATE_NORMATIVEと判定します。,SENT-0138の規則種別、受入条件、例外境界を完成した日本語で説明し、slash連結された理由文を除去する。
SENT-0152,normative_criteria,検証対象は次の条件です: S3 Vector indexの設定に従い／正規化vectorにはcosineを初期値とし／magnitudeも意味を持つmodelではeuclideanを比較します。当該規則に挙げた選択肢を同じdataset version、query slice、gold evidence、負荷条件で比較し、対象sliceごとの品質・latency・costを一つのresult tableへ記録する。,S3 Vector indexの設定に従い、正規化vectorにはcosineを初期値とし、magnitudeも意味を持つmodelではeuclideanを比較することを定める評価・採否規則について、この規則に挙げた選択肢を同じdataset version、query slice、gold evidence、負荷条件で比較し、対象sliceごとの品質・latency・costを一つのresult tableへ記録する。,SENT-0152の主体、観測方法、合格条件または例外契機を通常の日本語で明示し、payload注入型の共通shellを除去する。
SENT-0152,exceptions,例外判断で参照する条件は次のとおりです: S3 Vector indexの設定に従い／正規化vectorにはcosineを初期値とし／magnitudeも意味を持つmodelではeuclideanを比較します。当該規則の初期値・候補は対象datasetで再調整できるが、変更値、baseline、採用理由を同じresult tableへ残し、未比較の値を既定値として固定しない。,S3 Vector indexの設定に従い、正規化vectorにはcosineを初期値とし、magnitudeも意味を持つmodelではeuclideanを比較することを定める評価・採否規則の例外として、初期値・候補は対象datasetで再調整できるが、変更値、baseline、採用理由を同じresult tableへ残し、未比較の値を既定値として固定しない。,SENT-0152の主体、観測方法、合格条件または例外契機を通常の日本語で明示し、payload注入型の共通shellを除去する。
