sentence_id,unit_id,file,line_start,sentence,current_logical_status,claim_type,logical_operator,guide_formula,guide_atoms,candidate_source_ids,candidate_source_urls,source_mapping_basis,source_projection_adequacy,unsupported_atoms,risk_flags,review_priority,required_review
SENT-0114,10.1.2,docs/10.AWSで設計・実装する/10.1.構成方式を選ぶ.md,25,Amazon OpenSearch Serverlessは、密検索、疎検索、ハイブリッド検索を提供します。,INCONCLUSIVE_UNSUPPORTED_ATOMS,official_product_contract,AND,"AND(AND(AND(ATOM(sparse=true), ATOM(dense=true)), ATOM(retrieval=true)), ATOM(opensearch=true))",dense=true;opensearch=true;retrieval=true;sparse=true,SRC-179,https://docs.aws.amazon.com/AmazonS3/latest/userguide/s3-vectors-bedrock-kb.html,same_unit_candidate,CURATED_OFFICIAL_SPEC_PROJECTION,opensearch=true;sparse=true,OFFICIAL_PRODUCT,P0,PRIMARY_SOURCE;JAPANESE_SEMANTICS;DOMAIN
SENT-0116,10.1.2,docs/10.AWSで設計・実装する/10.1.構成方式を選ぶ.md,26,Amazon Aurora PostgreSQLは、密検索とrelational dataを近い境界で管理できます。,INCONCLUSIVE_UNSUPPORTED_ATOMS,general_technical_claim,AND,"AND(AND(ATOM(dense=true), ATOM(retrieval=true)), ATOM(aurora_pg=true))",aurora_pg=true;dense=true;retrieval=true,SRC-179,https://docs.aws.amazon.com/AmazonS3/latest/userguide/s3-vectors-bedrock-kb.html,same_unit_candidate,CURATED_OFFICIAL_SPEC_PROJECTION,aurora_pg=true,OFFICIAL_PRODUCT,P2,PRIMARY_SOURCE;JAPANESE_SEMANTICS;DOMAIN
SENT-0117,10.1.2,docs/10.AWSで設計・実装する/10.1.構成方式を選ぶ.md,26,Knowledge Basesのhybrid searchは、filterableなtext fieldを構成し、対象リージョンと接続方式が対応している場合に利用します。,INCONCLUSIVE_UNFORMALIZED_SENTENCE,official_product_contract,UNFORMALIZED,UNFORMALIZED,,SRC-005;SRC-052;SRC-064;SRC-178;SRC-179,https://doi.org/10.1561/1500000019;https://arxiv.org/abs/1702.08734;https://dl.acm.org/doi/10.1145/1571941.1572114;https://docs.aws.amazon.com/bedrock/latest/APIReference/API_agent-runtime_RetrieveAndGenerate.html;https://docs.aws.amazon.com/AmazonS3/latest/userguide/s3-vectors-bedrock-kb.html,same_chapter_candidate,CONTROLLED_TERM_PROJECTION_REQUIRES_CLAIM_POLARITY_REVIEW,,RELATION,P0,PRIMARY_SOURCE;JAPANESE_SEMANTICS;DOMAIN;CLAIM_POLARITY
SENT-0118,10.1.2,docs/10.AWSで設計・実装する/10.1.構成方式を選ぶ.md,27,MongoDB Atlasも、Knowledge Basesの対応構成ではsemantic searchとhybrid searchの候補になります。,INCONCLUSIVE_UNSUPPORTED_ATOMS,official_product_contract,AND,"AND(AND(ATOM(external_knowledge=true), ATOM(bedrock_kb=true)), ATOM(mongodb_atlas=true))",bedrock_kb=true;external_knowledge=true;mongodb_atlas=true,SRC-179,https://docs.aws.amazon.com/AmazonS3/latest/userguide/s3-vectors-bedrock-kb.html,same_unit_candidate,CURATED_OFFICIAL_SPEC_PROJECTION,mongodb_atlas=true,OFFICIAL_PRODUCT,P0,PRIMARY_SOURCE;JAPANESE_SEMANTICS;DOMAIN
SENT-0123,10.1.2,docs/10.AWSで設計・実装する/10.1.構成方式を選ぶ.md,30,語彙一致にはOpenSearch Serverlessを選ぶか、S3 Vectorsの密検索とOpenSearchのBM25を別々に実行し、[Hybrid retrieval](../4.質問に合う根拠を探す/4.5.Hybrid retrieval.md)のRRFまたはrerankerで統合します。,INCONCLUSIVE_UNSUPPORTED_ATOMS,concrete_technology_claim,OR,"OR(AND(AND(AND(AND(AND(ATOM(lexical=true), ATOM(dense=true)), ATOM(retrieval=true)), ATOM(evidence_support=true)), ATOM(s3_vectors=true)), ATOM(opensearch=true)), ATOM(rerank=true))",dense=true;evidence_support=true;lexical=true;opensearch=true;rerank=true;retrieval=true;s3_vectors=true,SRC-005;SRC-064,https://doi.org/10.1561/1500000019;https://dl.acm.org/doi/10.1145/1571941.1572114,existing_direct_paragraph_or_technology_mapping,CONTROLLED_TERM_PROJECTION_REQUIRES_CLAIM_POLARITY_REVIEW,dense=true;opensearch=true;rerank=true;s3_vectors=true,NUMERIC_OR_PERFORMANCE;OFFICIAL_PRODUCT,P0,PRIMARY_SOURCE;JAPANESE_SEMANTICS;DOMAIN;CLAIM_POLARITY
SENT-0124,10.1.2,docs/10.AWSで設計・実装する/10.1.構成方式を選ぶ.md,32,Knowledge Basesのhybrid searchについては、AWSのユーザーガイドと一部のAPI Referenceで対応storeの記述が一致しない場合があります。,INCONCLUSIVE_RELATION_NOT_SUPPORTED_BY_POSITIVE_SOURCE_FACTS,official_product_contract,NOT,"NOT(AND(ATOM(external_knowledge=true), ATOM(bedrock_kb=true)))",bedrock_kb=true;external_knowledge=true,SRC-179,https://docs.aws.amazon.com/AmazonS3/latest/userguide/s3-vectors-bedrock-kb.html,same_unit_candidate,CURATED_OFFICIAL_SPEC_PROJECTION,,RELATION;OFFICIAL_PRODUCT,P0,PRIMARY_SOURCE;JAPANESE_SEMANTICS;DOMAIN;RELATION
SENT-0131,10.1.3,docs/10.AWSで設計・実装する/10.1.構成方式を選ぶ.md,38,固有名詞、製品コード、条文番号などで語彙一致の取りこぼしが再現した場合に、対応storeのHYBRID、複数検索器、またはManaged Knowledge Baseへ進みます。,INCONCLUSIVE_RELATION_NOT_SUPPORTED_BY_POSITIVE_SOURCE_FACTS,general_technical_claim,IMPLIES,"IMP(ATOM(lexical=true), AND(AND(ATOM(retrieval=true), ATOM(external_knowledge=true)), ATOM(bedrock_kb=true)))",bedrock_kb=true;external_knowledge=true;lexical=true;retrieval=true,SRC-179;SRC-005;SRC-178,https://docs.aws.amazon.com/AmazonS3/latest/userguide/s3-vectors-bedrock-kb.html;https://doi.org/10.1561/1500000019;https://docs.aws.amazon.com/bedrock/latest/APIReference/API_agent-runtime_RetrieveAndGenerate.html,same_file_candidate,CONTROLLED_TERM_PROJECTION_REQUIRES_CLAIM_POLARITY_REVIEW,,RELATION,P0,PRIMARY_SOURCE;JAPANESE_SEMANTICS;DOMAIN;CLAIM_POLARITY;RELATION
SENT-0136,10.2.1,docs/10.AWSで設計・実装する/10.2.Embeddingとvector indexを設定する.md,7,Knowledge Basesで選べるmodelとリージョンは対応embedding modelで確認します。,INCONCLUSIVE_UNSUPPORTED_ATOMS,externally_cited_claim,AND,"AND(AND(ATOM(external_knowledge=true), ATOM(bedrock_kb=true)), ATOM(embedding_model=true))",bedrock_kb=true;embedding_model=true;external_knowledge=true,SRC-180,https://docs.aws.amazon.com/bedrock/latest/userguide/knowledge-base-supported.html,existing_direct_paragraph_or_technology_mapping,CURATED_OFFICIAL_SPEC_PROJECTION,external_knowledge=true,,P1,PRIMARY_SOURCE;JAPANESE_SEMANTICS;DOMAIN
SENT-0137,10.2.1,docs/10.AWSで設計・実装する/10.2.Embeddingとvector indexを設定する.md,7,日本語を含む場合は、Cohere Embed Multilingual v3を比較対象に含めます。,INCONCLUSIVE_UNFORMALIZED_SENTENCE,official_product_contract,UNFORMALIZED,UNFORMALIZED,,SRC-180,https://docs.aws.amazon.com/bedrock/latest/userguide/knowledge-base-supported.html,existing_direct_paragraph_or_technology_mapping,CURATED_OFFICIAL_SPEC_PROJECTION,,NUMERIC_OR_PERFORMANCE;RELATION,P0,PRIMARY_SOURCE;JAPANESE_SEMANTICS;DOMAIN
SENT-0138,10.2.1,docs/10.AWSで設計・実装する/10.2.Embeddingとvector indexを設定する.md,7,Titan Text Embeddings V2も候補にし、日本語のgold queryでRecall@kを直接比較します。,INCONCLUSIVE_UNSUPPORTED_ATOMS,official_product_contract,AND,"AND(ATOM(recall_metric=true), ATOM(embedding_model=true))",embedding_model=true;recall_metric=true,SRC-180,https://docs.aws.amazon.com/bedrock/latest/userguide/knowledge-base-supported.html,existing_direct_paragraph_or_technology_mapping,CURATED_OFFICIAL_SPEC_PROJECTION,recall_metric=true,NUMERIC_OR_PERFORMANCE,P0,PRIMARY_SOURCE;JAPANESE_SEMANTICS;DOMAIN
SENT-0141,10.2.2,docs/10.AWSで設計・実装する/10.2.Embeddingとvector indexを設定する.md,11,Amazon Titan Text Embeddings V2は、Knowledge Basesで1024、512、256次元を選べます。,INCONCLUSIVE_UNSUPPORTED_ATOMS,official_product_contract,AND,"AND(AND(AND(ATOM(external_knowledge=true), ATOM(bedrock_kb=true)), ATOM(embedding_model=true)), ATOM(dimension_contract=true))",bedrock_kb=true;dimension_contract=true;embedding_model=true;external_knowledge=true,SRC-181;SRC-182,https://docs.aws.amazon.com/bedrock/latest/userguide/model-parameters-titan-embed-text.html;https://docs.aws.amazon.com/bedrock/latest/userguide/model-parameters-embed-v3.html,same_unit_candidate,CURATED_OFFICIAL_SPEC_PROJECTION,external_knowledge=true,NUMERIC_OR_PERFORMANCE;OFFICIAL_PRODUCT,P0,PRIMARY_SOURCE;JAPANESE_SEMANTICS;DOMAIN
SENT-0150,10.2.3,docs/10.AWSで設計・実装する/10.2.Embeddingとvector indexを設定する.md,23,Titan Text Embeddings V2の1024次元、正規化済みfloat vectorを使う、S3 Vector index単体の初期例は次のとおりです。,INCONCLUSIVE_UNSUPPORTED_ATOMS,official_product_contract,AND,"AND(AND(ATOM(s3_vectors=true), ATOM(embedding_model=true)), ATOM(dimension_contract=true))",dimension_contract=true;embedding_model=true;s3_vectors=true,SRC-183,https://docs.aws.amazon.com/AmazonS3/latest/userguide/s3-vectors-create-index.html,same_unit_candidate,CURATED_OFFICIAL_SPEC_PROJECTION,embedding_model=true,NUMERIC_OR_PERFORMANCE,P0,PRIMARY_SOURCE;JAPANESE_SEMANTICS;DOMAIN
SENT-0152,10.2.3,docs/10.AWSで設計・実装する/10.2.Embeddingとvector indexを設定する.md,36,S3 Vector indexの設定に従い、正規化vectorにはcosineを初期値とし、magnitudeも意味を持つmodelではeuclideanを比較します。,INCONCLUSIVE_UNSUPPORTED_ATOMS,externally_cited_claim,AND,"AND(ATOM(cosine_compatible=true), ATOM(s3_vectors=true))",cosine_compatible=true;s3_vectors=true,SRC-183,https://docs.aws.amazon.com/AmazonS3/latest/userguide/s3-vectors-create-index.html,existing_direct_paragraph_or_technology_mapping,CURATED_OFFICIAL_SPEC_PROJECTION,cosine_compatible=true,NUMERIC_OR_PERFORMANCE,P0,PRIMARY_SOURCE;JAPANESE_SEMANTICS;DOMAIN
SENT-0153,10.2.3,docs/10.AWSで設計・実装する/10.2.Embeddingとvector indexを設定する.md,36,Knowledge BasesとS3 Vectorsを組み合わせる場合、custom metadataはvector当たり1 KB、35 keyまでです。,INCONCLUSIVE_UNFORMALIZED_SENTENCE,official_product_contract,UNFORMALIZED,UNFORMALIZED,,SRC-183,https://docs.aws.amazon.com/AmazonS3/latest/userguide/s3-vectors-create-index.html,existing_direct_paragraph_or_technology_mapping,CURATED_OFFICIAL_SPEC_PROJECTION,,NUMERIC_OR_PERFORMANCE;RELATION,P0,PRIMARY_SOURCE;JAPANESE_SEMANTICS;DOMAIN
SENT-0155,10.2.3,docs/10.AWSで設計・実装する/10.2.Embeddingとvector indexを設定する.md,38,Knowledge Basesへ既存indexを接続するときは、embeddingのdimensionとindexのdimensionが一致することを確認します。,INCONCLUSIVE_RELATION_NOT_SUPPORTED_BY_POSITIVE_SOURCE_FACTS,official_product_contract,IMPLIES,"IMP(AND(ATOM(external_knowledge=true), ATOM(bedrock_kb=true)), ATOM(dimension_contract=true))",bedrock_kb=true;dimension_contract=true;external_knowledge=true,SRC-183,https://docs.aws.amazon.com/AmazonS3/latest/userguide/s3-vectors-create-index.html,same_unit_candidate,CURATED_OFFICIAL_SPEC_PROJECTION,bedrock_kb=true;external_knowledge=true,,P0,PRIMARY_SOURCE;JAPANESE_SEMANTICS;DOMAIN;RELATION
SENT-0156,10.2.3,docs/10.AWSで設計・実装する/10.2.Embeddingとvector indexを設定する.md,38,OpenSearch Serverlessを接続する場合は、vector field、filterableなtext field、filter対象のmetadata field、Bedrockが管理するmetadata fieldの名前も接続設定と同じmanifestへ記録します。,INCONCLUSIVE_RELATION_NOT_SUPPORTED_BY_POSITIVE_SOURCE_FACTS,official_product_contract,IMPLIES,"IMP(ATOM(opensearch=true), ATOM(bedrock_kb=true))",bedrock_kb=true;opensearch=true,SRC-180;SRC-181;SRC-182,https://docs.aws.amazon.com/bedrock/latest/userguide/knowledge-base-supported.html;https://docs.aws.amazon.com/bedrock/latest/userguide/model-parameters-titan-embed-text.html;https://docs.aws.amazon.com/bedrock/latest/userguide/model-parameters-embed-v3.html,same_file_candidate,CURATED_OFFICIAL_SPEC_PROJECTION,opensearch=true,RELATION;OFFICIAL_PRODUCT,P0,PRIMARY_SOURCE;JAPANESE_SEMANTICS;DOMAIN;RELATION
SENT-0158,10.3.1,docs/10.AWSで設計・実装する/10.3.取り込み経路を構成する.md,5,標準経路は、S3 → Knowledge Bases data source sync → parser → chunking → embedding → vector storeです。,INCONCLUSIVE_UNSUPPORTED_ATOMS,official_product_contract,AND,"AND(AND(AND(ATOM(chunking=true), ATOM(external_knowledge=true)), ATOM(bedrock_kb=true)), ATOM(parsing=true))",bedrock_kb=true;chunking=true;external_knowledge=true;parsing=true,SRC-184,https://docs.aws.amazon.com/bedrock/latest/userguide/kb-advanced-parsing.html,existing_direct_paragraph_or_technology_mapping,CURATED_OFFICIAL_SPEC_PROJECTION,chunking=true;external_knowledge=true,NUMERIC_OR_PERFORMANCE,P0,PRIMARY_SOURCE;JAPANESE_SEMANTICS;DOMAIN
SENT-0160,10.3.1,docs/10.AWSで設計・実装する/10.3.取り込み経路を構成する.md,5,表、図、複雑なlayoutを検索対象にする場合は、高度な文書解析のBedrock Data Automationまたはfoundation model parserを比較します。,INCONCLUSIVE_RELATION_NOT_SUPPORTED_BY_POSITIVE_SOURCE_FACTS,externally_cited_claim,IMPLIES,"IMP(ATOM(retrieval=true), AND(ATOM(bedrock_kb=true), ATOM(parsing=true)))",bedrock_kb=true;parsing=true;retrieval=true,SRC-184,https://docs.aws.amazon.com/bedrock/latest/userguide/kb-advanced-parsing.html,existing_direct_paragraph_or_technology_mapping,CURATED_OFFICIAL_SPEC_PROJECTION,retrieval=true,RELATION;OFFICIAL_PRODUCT,P0,PRIMARY_SOURCE;JAPANESE_SEMANTICS;DOMAIN;RELATION
SENT-0163,10.3.1,docs/10.AWSで設計・実装する/10.3.取り込み経路を構成する.md,7,標準処理で出典位置や業務上の検索単位を保てない場合は、custom transformation Lambdaでchunkとmetadataを返します。,INCONCLUSIVE_RELATION_NOT_SUPPORTED_BY_POSITIVE_SOURCE_FACTS,externally_cited_claim,NOT,NOT(ATOM(retrieval=true)),retrieval=true,SRC-185,https://docs.aws.amazon.com/bedrock/latest/userguide/kb-custom-transformation.html,existing_direct_paragraph_or_technology_mapping,CURATED_OFFICIAL_SPEC_PROJECTION,retrieval=true,RELATION,P0,PRIMARY_SOURCE;JAPANESE_SEMANTICS;DOMAIN;RELATION
SENT-0164,10.3.2,docs/10.AWSで設計・実装する/10.3.取り込み経路を構成する.md,11,Knowledge Basesのchunkingでは、default、fixed-size、hierarchical、semantic、no chunkingを選べます。,INCONCLUSIVE_UNSUPPORTED_ATOMS,externally_cited_claim,AND,"AND(AND(AND(ATOM(chunking=true), ATOM(external_knowledge=true)), ATOM(fault_tolerance=true)), ATOM(bedrock_kb=true))",bedrock_kb=true;chunking=true;external_knowledge=true;fault_tolerance=true,SRC-186,https://docs.aws.amazon.com/bedrock/latest/userguide/kb-chunking.html,existing_direct_paragraph_or_technology_mapping,CURATED_OFFICIAL_SPEC_PROJECTION,external_knowledge=true;fault_tolerance=true,,P1,PRIMARY_SOURCE;JAPANESE_SEMANTICS;DOMAIN
SENT-0166,10.3.2,docs/10.AWSで設計・実装する/10.3.取り込み経路を構成する.md,11,overlapは0%と10%程度を比較し、境界をまたぐ正解根拠のRecallと重複率で選びます。,INCONCLUSIVE_UNSUPPORTED_ATOMS,empirical_or_research_claim,AND,"AND(ATOM(evidence_support=true), ATOM(recall_metric=true))",evidence_support=true;recall_metric=true,SRC-186,https://docs.aws.amazon.com/bedrock/latest/userguide/kb-chunking.html,existing_direct_paragraph_or_technology_mapping,CURATED_OFFICIAL_SPEC_PROJECTION,evidence_support=true;recall_metric=true,NUMERIC_OR_PERFORMANCE,P0,PRIMARY_SOURCE;JAPANESE_SEMANTICS;DOMAIN
SENT-0171,10.3.2,docs/10.AWSで設計・実装する/10.3.取り込み経路を構成する.md,15,親子関係はmetadataを増やすため、S3 Vectorsでは1 KBのcustom metadata上限を超えないことを先に確認します。,INCONCLUSIVE_RELATION_NOT_SUPPORTED_BY_POSITIVE_SOURCE_FACTS,official_product_contract,NOT,NOT(ATOM(s3_vectors=true)),s3_vectors=true,SRC-179;SRC-183;SRC-189,https://docs.aws.amazon.com/AmazonS3/latest/userguide/s3-vectors-bedrock-kb.html;https://docs.aws.amazon.com/AmazonS3/latest/userguide/s3-vectors-create-index.html;https://docs.aws.amazon.com/AmazonS3/latest/userguide/s3-vectors-metadata-filtering.html,same_chapter_candidate,CURATED_OFFICIAL_SPEC_PROJECTION,,NUMERIC_OR_PERFORMANCE;RELATION,P0,PRIMARY_SOURCE;JAPANESE_SEMANTICS;DOMAIN;RELATION
SENT-0177,10.3.3,docs/10.AWSで設計・実装する/10.3.取り込み経路を構成する.md,21,対象document数、生成chunk数、parse失敗、metadata欠損、削除反映、固定queryのRecallを記録し、[Publish前ゲート](../3.回答に使う資料を準備する/3.8.Publish前ゲート.md)と[Pre-retrieval・Batch評価](../7.品質を評価し改善する/7.3.Pre-retrieval・Batch評価.md)の基準を満たしたindexだけを検索先にします。,INCONCLUSIVE_UNSUPPORTED_ATOMS,empirical_or_research_claim,AND,"AND(AND(AND(AND(AND(ATOM(retrieval=true), ATOM(generation=true)), ATOM(evaluation=true)), ATOM(recall_metric=true)), ATOM(parsing=true)), ATOM(empirical_result=true))",empirical_result=true;evaluation=true;generation=true;parsing=true;recall_metric=true;retrieval=true,SRC-184;SRC-185,https://docs.aws.amazon.com/bedrock/latest/userguide/kb-advanced-parsing.html;https://docs.aws.amazon.com/bedrock/latest/userguide/kb-custom-transformation.html,same_file_candidate,CURATED_OFFICIAL_SPEC_PROJECTION,empirical_result=true;evaluation=true;generation=true;recall_metric=true;retrieval=true,SECURITY_OR_PRIVACY;NUMERIC_OR_PERFORMANCE,P0,PRIMARY_SOURCE;JAPANESE_SEMANTICS;DOMAIN
