sentence_id,docs_commit,original_sentence,revised_sentence,semantic_proposition,logical_operator,claim_type,modality,scope,primary_source_ids,source_locator,source_claim_role,supported_atoms,unsupported_atoms,unsupported_relation,appropriateness_verdict,verdict_reason,normative_criteria,exceptions,external_truth_level,action,owner,due_date,unblock_condition,lean_theorem,lean_assurance,axiom_audit,primary_reviewer,primary_review_date,independent_reviewer,independent_review_date,review_status
SENT-0116,52bebecfb2a435d0e7ff2efea557c5799674ded6,Amazon Aurora PostgreSQLは、密検索とrelational dataを近い境界で管理できます。,,"AND(AND(ATOM(dense=true), ATOM(retrieval=true)), ATOM(aurora_pg=true))",AND,general_technical_claim,できます,10.1.2 (docs/10.AWSで設計・実装する/10.1.構成方式を選ぶ.md:26),SRC-179,,,,aurora_pg=true,,BLOCKED,一次資料・日本語意味・領域知識の独立レビューが未完了,,,UNVERIFIED,一次資料の直接locatorを確認し、不足atomへ根拠を追加するか本文を限定・分割する,rag-guide-maintainers,2026-09-30,一次レビューと別担当の独立レビューを記録し、直接locator・主張役割・最終判定を確定する,,INCONCLUSIVE,NOT_APPLICABLE_UNPROVED,,,,,PENDING_PRIMARY_REVIEW
SENT-0117,52bebecfb2a435d0e7ff2efea557c5799674ded6,Knowledge Basesのhybrid searchは、filterableなtext fieldを構成し、対象リージョンと接続方式が対応している場合に利用します。,,UNFORMALIZED,UNFORMALIZED,official_product_contract,UNCLASSIFIED,10.1.2 (docs/10.AWSで設計・実装する/10.1.構成方式を選ぶ.md:26),SRC-005;SRC-052;SRC-064;SRC-178;SRC-179,,,,,,BLOCKED,一次資料・日本語意味・領域知識の独立レビューが未完了,,,UNVERIFIED,主体・対象・条件・例外・極性・modalityを意味保存して分解し、再形式化する,rag-guide-maintainers,2026-09-30,一次レビューと別担当の独立レビューを記録し、直接locator・主張役割・最終判定を確定する,,INCONCLUSIVE,NOT_APPLICABLE_UNPROVED,,,,,PENDING_PRIMARY_REVIEW
SENT-0118,52bebecfb2a435d0e7ff2efea557c5799674ded6,MongoDB Atlasも、Knowledge Basesの対応構成ではsemantic searchとhybrid searchの候補になります。,,"AND(AND(ATOM(external_knowledge=true), ATOM(bedrock_kb=true)), ATOM(mongodb_atlas=true))",AND,official_product_contract,UNCLASSIFIED,10.1.2 (docs/10.AWSで設計・実装する/10.1.構成方式を選ぶ.md:27),SRC-179,,,,mongodb_atlas=true,,BLOCKED,一次資料・日本語意味・領域知識の独立レビューが未完了,,,UNVERIFIED,一次資料の直接locatorを確認し、不足atomへ根拠を追加するか本文を限定・分割する,rag-guide-maintainers,2026-09-30,一次レビューと別担当の独立レビューを記録し、直接locator・主張役割・最終判定を確定する,,INCONCLUSIVE,NOT_APPLICABLE_UNPROVED,,,,,PENDING_PRIMARY_REVIEW
SENT-0123,52bebecfb2a435d0e7ff2efea557c5799674ded6,語彙一致にはOpenSearch Serverlessを選ぶか、S3 Vectorsの密検索とOpenSearchのBM25を別々に実行し、[Hybrid retrieval](../4.質問に合う根拠を探す/4.5.Hybrid retrieval.md)のRRFまたはrerankerで統合します。,,"OR(AND(AND(AND(AND(AND(ATOM(lexical=true), ATOM(dense=true)), ATOM(retrieval=true)), ATOM(evidence_support=true)), ATOM(s3_vectors=true)), ATOM(opensearch=true)), ATOM(rerank=true))",OR,concrete_technology_claim,UNCLASSIFIED,10.1.2 (docs/10.AWSで設計・実装する/10.1.構成方式を選ぶ.md:30),SRC-005;SRC-064,,,,dense=true;opensearch=true;rerank=true;s3_vectors=true,,BLOCKED,一次資料・日本語意味・領域知識の独立レビューが未完了,,,UNVERIFIED,一次資料の直接locatorを確認し、不足atomへ根拠を追加するか本文を限定・分割する,rag-guide-maintainers,2026-09-30,一次レビューと別担当の独立レビューを記録し、直接locator・主張役割・最終判定を確定する,,INCONCLUSIVE,NOT_APPLICABLE_UNPROVED,,,,,PENDING_PRIMARY_REVIEW
SENT-0124,52bebecfb2a435d0e7ff2efea557c5799674ded6,Knowledge Basesのhybrid searchについては、AWSのユーザーガイドと一部のAPI Referenceで対応storeの記述が一致しない場合があります。,,"NOT(AND(ATOM(external_knowledge=true), ATOM(bedrock_kb=true)))",NOT,official_product_contract,UNCLASSIFIED,10.1.2 (docs/10.AWSで設計・実装する/10.1.構成方式を選ぶ.md:32),SRC-179,,,,,NOT,BLOCKED,一次資料・日本語意味・領域知識の独立レビューが未完了,,,UNVERIFIED,NOTまたはIMPLIESの関係自体を支持する箇所を確認し、なければ関係を弱めて書き換える,rag-guide-maintainers,2026-09-30,一次レビューと別担当の独立レビューを記録し、直接locator・主張役割・最終判定を確定する,,INCONCLUSIVE,NOT_APPLICABLE_UNPROVED,,,,,PENDING_PRIMARY_REVIEW
SENT-0131,52bebecfb2a435d0e7ff2efea557c5799674ded6,固有名詞、製品コード、条文番号などで語彙一致の取りこぼしが再現した場合に、対応storeのHYBRID、複数検索器、またはManaged Knowledge Baseへ進みます。,,"IMP(ATOM(lexical=true), AND(AND(ATOM(retrieval=true), ATOM(external_knowledge=true)), ATOM(bedrock_kb=true)))",IMPLIES,general_technical_claim,UNCLASSIFIED,10.1.3 (docs/10.AWSで設計・実装する/10.1.構成方式を選ぶ.md:38),SRC-179;SRC-005;SRC-178,,,,,IMPLIES,BLOCKED,一次資料・日本語意味・領域知識の独立レビューが未完了,,,UNVERIFIED,NOTまたはIMPLIESの関係自体を支持する箇所を確認し、なければ関係を弱めて書き換える,rag-guide-maintainers,2026-09-30,一次レビューと別担当の独立レビューを記録し、直接locator・主張役割・最終判定を確定する,,INCONCLUSIVE,NOT_APPLICABLE_UNPROVED,,,,,PENDING_PRIMARY_REVIEW
SENT-0136,52bebecfb2a435d0e7ff2efea557c5799674ded6,Knowledge Basesで選べるmodelとリージョンは対応embedding modelで確認します。,,"AND(AND(ATOM(external_knowledge=true), ATOM(bedrock_kb=true)), ATOM(embedding_model=true))",AND,externally_cited_claim,UNCLASSIFIED,10.2.1 (docs/10.AWSで設計・実装する/10.2.Embeddingとvector indexを設定する.md:7),SRC-180,,,,external_knowledge=true,,BLOCKED,一次資料・日本語意味・領域知識の独立レビューが未完了,,,UNVERIFIED,一次資料の直接locatorを確認し、不足atomへ根拠を追加するか本文を限定・分割する,rag-guide-maintainers,2026-09-30,一次レビューと別担当の独立レビューを記録し、直接locator・主張役割・最終判定を確定する,,INCONCLUSIVE,NOT_APPLICABLE_UNPROVED,,,,,PENDING_PRIMARY_REVIEW
SENT-0137,52bebecfb2a435d0e7ff2efea557c5799674ded6,日本語を含む場合は、Cohere Embed Multilingual v3を比較対象に含めます。,,UNFORMALIZED,UNFORMALIZED,official_product_contract,UNCLASSIFIED,10.2.1 (docs/10.AWSで設計・実装する/10.2.Embeddingとvector indexを設定する.md:7),SRC-180,,,,,,BLOCKED,一次資料・日本語意味・領域知識の独立レビューが未完了,,,UNVERIFIED,主体・対象・条件・例外・極性・modalityを意味保存して分解し、再形式化する,rag-guide-maintainers,2026-09-30,一次レビューと別担当の独立レビューを記録し、直接locator・主張役割・最終判定を確定する,,INCONCLUSIVE,NOT_APPLICABLE_UNPROVED,,,,,PENDING_PRIMARY_REVIEW
SENT-0138,52bebecfb2a435d0e7ff2efea557c5799674ded6,Titan Text Embeddings V2も候補にし、日本語のgold queryでRecall@kを直接比較します。,,"AND(ATOM(recall_metric=true), ATOM(embedding_model=true))",AND,official_product_contract,UNCLASSIFIED,10.2.1 (docs/10.AWSで設計・実装する/10.2.Embeddingとvector indexを設定する.md:7),SRC-180,,,,recall_metric=true,,BLOCKED,一次資料・日本語意味・領域知識の独立レビューが未完了,,,UNVERIFIED,一次資料の直接locatorを確認し、不足atomへ根拠を追加するか本文を限定・分割する,rag-guide-maintainers,2026-09-30,一次レビューと別担当の独立レビューを記録し、直接locator・主張役割・最終判定を確定する,,INCONCLUSIVE,NOT_APPLICABLE_UNPROVED,,,,,PENDING_PRIMARY_REVIEW
SENT-0141,52bebecfb2a435d0e7ff2efea557c5799674ded6,Amazon Titan Text Embeddings V2は、Knowledge Basesで1024、512、256次元を選べます。,,"AND(AND(AND(ATOM(external_knowledge=true), ATOM(bedrock_kb=true)), ATOM(embedding_model=true)), ATOM(dimension_contract=true))",AND,official_product_contract,UNCLASSIFIED,10.2.2 (docs/10.AWSで設計・実装する/10.2.Embeddingとvector indexを設定する.md:11),SRC-181;SRC-182,,,,external_knowledge=true,,BLOCKED,一次資料・日本語意味・領域知識の独立レビューが未完了,,,UNVERIFIED,一次資料の直接locatorを確認し、不足atomへ根拠を追加するか本文を限定・分割する,rag-guide-maintainers,2026-09-30,一次レビューと別担当の独立レビューを記録し、直接locator・主張役割・最終判定を確定する,,INCONCLUSIVE,NOT_APPLICABLE_UNPROVED,,,,,PENDING_PRIMARY_REVIEW
SENT-0150,52bebecfb2a435d0e7ff2efea557c5799674ded6,Titan Text Embeddings V2の1024次元、正規化済みfloat vectorを使う、S3 Vector index単体の初期例は次のとおりです。,,"AND(AND(ATOM(s3_vectors=true), ATOM(embedding_model=true)), ATOM(dimension_contract=true))",AND,official_product_contract,UNCLASSIFIED,10.2.3 (docs/10.AWSで設計・実装する/10.2.Embeddingとvector indexを設定する.md:23),SRC-183,,,,embedding_model=true,,BLOCKED,一次資料・日本語意味・領域知識の独立レビューが未完了,,,UNVERIFIED,一次資料の直接locatorを確認し、不足atomへ根拠を追加するか本文を限定・分割する,rag-guide-maintainers,2026-09-30,一次レビューと別担当の独立レビューを記録し、直接locator・主張役割・最終判定を確定する,,INCONCLUSIVE,NOT_APPLICABLE_UNPROVED,,,,,PENDING_PRIMARY_REVIEW
SENT-0152,52bebecfb2a435d0e7ff2efea557c5799674ded6,S3 Vector indexの設定に従い、正規化vectorにはcosineを初期値とし、magnitudeも意味を持つmodelではeuclideanを比較します。,,"AND(ATOM(cosine_compatible=true), ATOM(s3_vectors=true))",AND,externally_cited_claim,UNCLASSIFIED,10.2.3 (docs/10.AWSで設計・実装する/10.2.Embeddingとvector indexを設定する.md:36),SRC-183,,,,cosine_compatible=true,,BLOCKED,一次資料・日本語意味・領域知識の独立レビューが未完了,,,UNVERIFIED,一次資料の直接locatorを確認し、不足atomへ根拠を追加するか本文を限定・分割する,rag-guide-maintainers,2026-09-30,一次レビューと別担当の独立レビューを記録し、直接locator・主張役割・最終判定を確定する,,INCONCLUSIVE,NOT_APPLICABLE_UNPROVED,,,,,PENDING_PRIMARY_REVIEW
SENT-0153,52bebecfb2a435d0e7ff2efea557c5799674ded6,Knowledge BasesとS3 Vectorsを組み合わせる場合、custom metadataはvector当たり1 KB、35 keyまでです。,,UNFORMALIZED,UNFORMALIZED,official_product_contract,UNCLASSIFIED,10.2.3 (docs/10.AWSで設計・実装する/10.2.Embeddingとvector indexを設定する.md:36),SRC-183,,,,,,BLOCKED,一次資料・日本語意味・領域知識の独立レビューが未完了,,,UNVERIFIED,主体・対象・条件・例外・極性・modalityを意味保存して分解し、再形式化する,rag-guide-maintainers,2026-09-30,一次レビューと別担当の独立レビューを記録し、直接locator・主張役割・最終判定を確定する,,INCONCLUSIVE,NOT_APPLICABLE_UNPROVED,,,,,PENDING_PRIMARY_REVIEW
SENT-0155,52bebecfb2a435d0e7ff2efea557c5799674ded6,Knowledge Basesへ既存indexを接続するときは、embeddingのdimensionとindexのdimensionが一致することを確認します。,,"IMP(AND(ATOM(external_knowledge=true), ATOM(bedrock_kb=true)), ATOM(dimension_contract=true))",IMPLIES,official_product_contract,UNCLASSIFIED,10.2.3 (docs/10.AWSで設計・実装する/10.2.Embeddingとvector indexを設定する.md:38),SRC-183,,,,bedrock_kb=true;external_knowledge=true,IMPLIES,BLOCKED,一次資料・日本語意味・領域知識の独立レビューが未完了,,,UNVERIFIED,NOTまたはIMPLIESの関係自体を支持する箇所を確認し、なければ関係を弱めて書き換える,rag-guide-maintainers,2026-09-30,一次レビューと別担当の独立レビューを記録し、直接locator・主張役割・最終判定を確定する,,INCONCLUSIVE,NOT_APPLICABLE_UNPROVED,,,,,PENDING_PRIMARY_REVIEW
SENT-0156,52bebecfb2a435d0e7ff2efea557c5799674ded6,OpenSearch Serverlessを接続する場合は、vector field、filterableなtext field、filter対象のmetadata field、Bedrockが管理するmetadata fieldの名前も接続設定と同じmanifestへ記録します。,,"IMP(ATOM(opensearch=true), ATOM(bedrock_kb=true))",IMPLIES,official_product_contract,UNCLASSIFIED,10.2.3 (docs/10.AWSで設計・実装する/10.2.Embeddingとvector indexを設定する.md:38),SRC-180;SRC-181;SRC-182,,,,opensearch=true,IMPLIES,BLOCKED,一次資料・日本語意味・領域知識の独立レビューが未完了,,,UNVERIFIED,NOTまたはIMPLIESの関係自体を支持する箇所を確認し、なければ関係を弱めて書き換える,rag-guide-maintainers,2026-09-30,一次レビューと別担当の独立レビューを記録し、直接locator・主張役割・最終判定を確定する,,INCONCLUSIVE,NOT_APPLICABLE_UNPROVED,,,,,PENDING_PRIMARY_REVIEW
SENT-0158,52bebecfb2a435d0e7ff2efea557c5799674ded6,標準経路は、S3 → Knowledge Bases data source sync → parser → chunking → embedding → vector storeです。,,"AND(AND(AND(ATOM(chunking=true), ATOM(external_knowledge=true)), ATOM(bedrock_kb=true)), ATOM(parsing=true))",AND,official_product_contract,UNCLASSIFIED,10.3.1 (docs/10.AWSで設計・実装する/10.3.取り込み経路を構成する.md:5),SRC-184,,,,chunking=true;external_knowledge=true,,BLOCKED,一次資料・日本語意味・領域知識の独立レビューが未完了,,,UNVERIFIED,一次資料の直接locatorを確認し、不足atomへ根拠を追加するか本文を限定・分割する,rag-guide-maintainers,2026-09-30,一次レビューと別担当の独立レビューを記録し、直接locator・主張役割・最終判定を確定する,,INCONCLUSIVE,NOT_APPLICABLE_UNPROVED,,,,,PENDING_PRIMARY_REVIEW
SENT-0160,52bebecfb2a435d0e7ff2efea557c5799674ded6,表、図、複雑なlayoutを検索対象にする場合は、高度な文書解析のBedrock Data Automationまたはfoundation model parserを比較します。,,"IMP(ATOM(retrieval=true), AND(ATOM(bedrock_kb=true), ATOM(parsing=true)))",IMPLIES,externally_cited_claim,UNCLASSIFIED,10.3.1 (docs/10.AWSで設計・実装する/10.3.取り込み経路を構成する.md:5),SRC-184,,,,retrieval=true,IMPLIES,BLOCKED,一次資料・日本語意味・領域知識の独立レビューが未完了,,,UNVERIFIED,NOTまたはIMPLIESの関係自体を支持する箇所を確認し、なければ関係を弱めて書き換える,rag-guide-maintainers,2026-09-30,一次レビューと別担当の独立レビューを記録し、直接locator・主張役割・最終判定を確定する,,INCONCLUSIVE,NOT_APPLICABLE_UNPROVED,,,,,PENDING_PRIMARY_REVIEW
SENT-0163,52bebecfb2a435d0e7ff2efea557c5799674ded6,標準処理で出典位置や業務上の検索単位を保てない場合は、custom transformation Lambdaでchunkとmetadataを返します。,,NOT(ATOM(retrieval=true)),NOT,externally_cited_claim,UNCLASSIFIED,10.3.1 (docs/10.AWSで設計・実装する/10.3.取り込み経路を構成する.md:7),SRC-185,,,,retrieval=true,NOT,BLOCKED,一次資料・日本語意味・領域知識の独立レビューが未完了,,,UNVERIFIED,NOTまたはIMPLIESの関係自体を支持する箇所を確認し、なければ関係を弱めて書き換える,rag-guide-maintainers,2026-09-30,一次レビューと別担当の独立レビューを記録し、直接locator・主張役割・最終判定を確定する,,INCONCLUSIVE,NOT_APPLICABLE_UNPROVED,,,,,PENDING_PRIMARY_REVIEW
SENT-0164,52bebecfb2a435d0e7ff2efea557c5799674ded6,Knowledge Basesのchunkingでは、default、fixed-size、hierarchical、semantic、no chunkingを選べます。,,"AND(AND(AND(ATOM(chunking=true), ATOM(external_knowledge=true)), ATOM(fault_tolerance=true)), ATOM(bedrock_kb=true))",AND,externally_cited_claim,UNCLASSIFIED,10.3.2 (docs/10.AWSで設計・実装する/10.3.取り込み経路を構成する.md:11),SRC-186,,,,external_knowledge=true;fault_tolerance=true,,BLOCKED,一次資料・日本語意味・領域知識の独立レビューが未完了,,,UNVERIFIED,一次資料の直接locatorを確認し、不足atomへ根拠を追加するか本文を限定・分割する,rag-guide-maintainers,2026-09-30,一次レビューと別担当の独立レビューを記録し、直接locator・主張役割・最終判定を確定する,,INCONCLUSIVE,NOT_APPLICABLE_UNPROVED,,,,,PENDING_PRIMARY_REVIEW
SENT-0166,52bebecfb2a435d0e7ff2efea557c5799674ded6,overlapは0%と10%程度を比較し、境界をまたぐ正解根拠のRecallと重複率で選びます。,,"AND(ATOM(evidence_support=true), ATOM(recall_metric=true))",AND,empirical_or_research_claim,UNCLASSIFIED,10.3.2 (docs/10.AWSで設計・実装する/10.3.取り込み経路を構成する.md:11),SRC-186,,,,evidence_support=true;recall_metric=true,,BLOCKED,一次資料・日本語意味・領域知識の独立レビューが未完了,,,UNVERIFIED,一次資料の直接locatorを確認し、不足atomへ根拠を追加するか本文を限定・分割する,rag-guide-maintainers,2026-09-30,一次レビューと別担当の独立レビューを記録し、直接locator・主張役割・最終判定を確定する,,INCONCLUSIVE,NOT_APPLICABLE_UNPROVED,,,,,PENDING_PRIMARY_REVIEW
