sentence_id,field,current_value,replacement_value,reason
SENT-0131,exceptions,より単純な工程が同じ品質、安全性、遅延、費用、追跡可能性の受入条件を満たす場合は、その代替構成を採用できる。,「固有名詞、製品コード、条文番号などで語彙一致の取りこぼしが再現した場合に、対応storeのHYBRID、複数検索器、またはManaged Knowledge Baseへ進みます。」より単純な経路が同じ品質・安全性・latency・costのgateを満たす場合は代替できるが、分岐、fallback、artifact provenanceを失う省略は行わない。,process共通例外では本文に許される代替範囲を特定できないため、対象規則に対応する許容条件と禁止事項へ置換する。
SENT-0131,normative_criteria,文中の工程順と分岐ごとに入力、出力、責任主体、成功条件、失敗時の遷移をmanifestへ定義し、統合試験で追跡可能性を確認する。,「固有名詞、製品コード、条文番号などで語彙一致の取りこぼしが再現した場合に、対応storeのHYBRID、複数検索器、またはManaged Knowledge Baseへ進みます。」で指定した検索経路と分岐条件をtraceへ記録し、条件を満たすfixtureと満たさないfixtureで、選択retriever、candidate集合、fallback先が期待値に一致することを確認する。,process共通文では本文固有の対象と合否を検査できないため、列挙項目と失敗条件を観測できる受入条件へ置換する。
SENT-0137,exceptions,対象region/versionの公式仕様が非対応または変更済みの場合は適用せず、同じ要件を満たす対応機能か独自実装へ切り替えて再試験する。,「日本語を含む場合は、Cohere Embed Multilingual v3を比較対象に含めます。」のservice/APIが対象region/versionで非対応または仕様変更済みの場合はその構成を有効化せず、対応機能へ切り替えて同じintegration testを再実行する。,service共通例外では本文に許される代替範囲を特定できないため、対象規則に対応する許容条件と禁止事項へ置換する。
SENT-0137,normative_criteria,文中のサービス、API、field、operator、region、versionを設定manifestへ固定し、利用時点の公式仕様で対応状況と制限を確認した構成だけを統合試験へ進める。,「日本語を含む場合は、Cohere Embed Multilingual v3を比較対象に含めます。」に挙げたmodelまたはserviceを同一の日本語gold query、document version、candidate数で実行し、Recallとlatencyを比較して採否を記録する。,service共通文では本文固有の対象と合否を検査できないため、列挙項目と失敗条件を観測できる受入条件へ置換する。
SENT-0138,exceptions,対象region/versionの公式仕様が非対応または変更済みの場合は適用せず、同じ要件を満たす対応機能か独自実装へ切り替えて再試験する。,「Titan Text Embeddings V2も候補にし、日本語のgold queryでRecall@kを直接比較します。」のservice/APIが対象region/versionで非対応または仕様変更済みの場合はその構成を有効化せず、対応機能へ切り替えて同じintegration testを再実行する。,service共通例外では本文に許される代替範囲を特定できないため、対象規則に対応する許容条件と禁止事項へ置換する。
SENT-0138,normative_criteria,文中のサービス、API、field、operator、region、versionを設定manifestへ固定し、利用時点の公式仕様で対応状況と制限を確認した構成だけを統合試験へ進める。,「Titan Text Embeddings V2も候補にし、日本語のgold queryでRecall@kを直接比較します。」に挙げたmodelまたはserviceを同一の日本語gold query、document version、candidate数で実行し、Recallとlatencyを比較して採否を記録する。,service共通文では本文固有の対象と合否を検査できないため、列挙項目と失敗条件を観測できる受入条件へ置換する。
SENT-0152,exceptions,文中の数値は初期候補であり、dataset、model、index、負荷、言語、業務リスクが変わる場合は再測定して閾値を更新する。,「S3 Vector indexの設定に従い、正規化vectorにはcosineを初期値とし、magnitudeも意味を持つmodelではeuclideanを比較します。」の初期値・候補は対象datasetで再調整できるが、変更値、baseline、採用理由を同じresult tableへ残し、未比較の値を既定値として固定しない。,comparison共通例外では本文に許される代替範囲を特定できないため、対象規則に対応する許容条件と禁止事項へ置換する。
SENT-0152,normative_criteria,文中の比較について対象dataset、gold evidence、baseline、candidate数、指標、合否閾値を固定し、平均値だけでなく失敗sliceと回帰を記録する。,「S3 Vector indexの設定に従い、正規化vectorにはcosineを初期値とし、magnitudeも意味を持つmodelではeuclideanを比較します。」に挙げた選択肢を同じdataset version、query slice、gold evidence、負荷条件で比較し、対象sliceごとの品質・latency・costを一つのresult tableへ記録する。,comparison共通文では本文固有の対象と合否を検査できないため、列挙項目と失敗条件を観測できる受入条件へ置換する。
SENT-0155,exceptions,対象region/versionの公式仕様が非対応または変更済みの場合は適用せず、同じ要件を満たす対応機能か独自実装へ切り替えて再試験する。,「Knowledge Basesへ既存indexを接続するときは、embeddingのdimensionとindexのdimensionが一致することを確認します。」のservice/APIが対象region/versionで非対応または仕様変更済みの場合はその構成を有効化せず、対応機能へ切り替えて同じintegration testを再実行する。,service共通例外では本文に許される代替範囲を特定できないため、対象規則に対応する許容条件と禁止事項へ置換する。
SENT-0155,normative_criteria,文中のサービス、API、field、operator、region、versionを設定manifestへ固定し、利用時点の公式仕様で対応状況と制限を確認した構成だけを統合試験へ進める。,「Knowledge Basesへ既存indexを接続するときは、embeddingのdimensionとindexのdimensionが一致することを確認します。」に列挙したdimension、field名、metadata型をdeployment manifestと実index schemaで照合し、不一致構成が接続testで拒否されることを確認する。,service共通文では本文固有の対象と合否を検査できないため、列挙項目と失敗条件を観測できる受入条件へ置換する。
SENT-0156,exceptions,対象region/versionの公式仕様が非対応または変更済みの場合は適用せず、同じ要件を満たす対応機能か独自実装へ切り替えて再試験する。,「OpenSearch Serverlessを接続する場合は、vector field、filterableなtext field、filter対象のmetadata field、Bedrockが管理するmetadata fieldの名前も接続設定と同じmanifestへ記録します。」のservice/APIが対象region/versionで非対応または仕様変更済みの場合はその構成を有効化せず、対応機能へ切り替えて同じintegration testを再実行する。,service共通例外では本文に許される代替範囲を特定できないため、対象規則に対応する許容条件と禁止事項へ置換する。
SENT-0156,normative_criteria,文中のサービス、API、field、operator、region、versionを設定manifestへ固定し、利用時点の公式仕様で対応状況と制限を確認した構成だけを統合試験へ進める。,「OpenSearch Serverlessを接続する場合は、vector field、filterableなtext field、filter対象のmetadata field、Bedrockが管理するmetadata fieldの名前も接続設定と同じmanifestへ記録します。」に列挙したdimension、field名、metadata型をdeployment manifestと実index schemaで照合し、不一致構成が接続testで拒否されることを確認する。,service共通文では本文固有の対象と合否を検査できないため、列挙項目と失敗条件を観測できる受入条件へ置換する。
SENT-0158,exceptions,対象region/versionの公式仕様が非対応または変更済みの場合は適用せず、同じ要件を満たす対応機能か独自実装へ切り替えて再試験する。,「標準経路は、S3 → Knowledge Bases data source sync → parser → chunking → embedding → vector storeです。」のservice/APIが対象region/versionで非対応または仕様変更済みの場合はその構成を有効化せず、対応機能へ切り替えて同じintegration testを再実行する。,service共通例外では本文に許される代替範囲を特定できないため、対象規則に対応する許容条件と禁止事項へ置換する。
SENT-0158,normative_criteria,文中のサービス、API、field、operator、region、versionを設定manifestへ固定し、利用時点の公式仕様で対応状況と制限を確認した構成だけを統合試験へ進める。,「標準経路は、S3 → Knowledge Bases data source sync → parser → chunking → embedding → vector storeです。」に示したservice経路を対象regionで一件ずつ実行し、各stageのrequest/response、artifact ID、failure responseを同じintegration traceへ保存する。,service共通文では本文固有の対象と合否を検査できないため、列挙項目と失敗条件を観測できる受入条件へ置換する。
SENT-0160,exceptions,対象region/versionの公式仕様が非対応または変更済みの場合は適用せず、同じ要件を満たす対応機能か独自実装へ切り替えて再試験する。,「表、図、複雑なlayoutを検索対象にする場合は、高度な文書解析のBedrock Data Automationまたはfoundation model parserを比較します。」のservice/APIが対象region/versionで非対応または仕様変更済みの場合はその構成を有効化せず、対応機能へ切り替えて同じintegration testを再実行する。,service共通例外では本文に許される代替範囲を特定できないため、対象規則に対応する許容条件と禁止事項へ置換する。
SENT-0160,normative_criteria,文中のサービス、API、field、operator、region、versionを設定manifestへ固定し、利用時点の公式仕様で対応状況と制限を確認した構成だけを統合試験へ進める。,「表、図、複雑なlayoutを検索対象にする場合は、高度な文書解析のBedrock Data Automationまたはfoundation model parserを比較します。」に挙げたmodelまたはserviceを同一の日本語gold query、document version、candidate数で実行し、Recallとlatencyを比較して採否を記録する。,service共通文では本文固有の対象と合否を検査できないため、列挙項目と失敗条件を観測できる受入条件へ置換する。
SENT-0166,exceptions,文中の数値は初期候補であり、dataset、model、index、負荷、言語、業務リスクが変わる場合は再測定して閾値を更新する。,「overlapは0%と10%程度を比較し、境界をまたぐ正解根拠のRecallと重複率で選びます。」を評価するgold evidenceがないslice、標本不足のslice、負荷条件が異なるrunは合否集計から分離し、他sliceの平均結果を外挿しない。,comparison共通例外では本文に許される代替範囲を特定できないため、対象規則に対応する許容条件と禁止事項へ置換する。
SENT-0166,normative_criteria,文中の比較について対象dataset、gold evidence、baseline、candidate数、指標、合否閾値を固定し、平均値だけでなく失敗sliceと回帰を記録する。,「overlapは0%と10%程度を比較し、境界をまたぐ正解根拠のRecallと重複率で選びます。」で指定した品質・安全性・latency・costの各指標を同一evaluation runから算出し、列挙した指標の欠測がなく、必須条件の論理積で合否を決める。,comparison共通文では本文固有の対象と合否を検査できないため、列挙項目と失敗条件を観測できる受入条件へ置換する。
SENT-0171,exceptions,対象region/versionの公式仕様が非対応または変更済みの場合は適用せず、同じ要件を満たす対応機能か独自実装へ切り替えて再試験する。,「親子関係はmetadataを増やすため、S3 Vectorsでは1 KBのcustom metadata上限を超えないことを先に確認します。」のservice/APIが対象region/versionで非対応または仕様変更済みの場合はその構成を有効化せず、対応機能へ切り替えて同じintegration testを再実行する。,service共通例外では本文に許される代替範囲を特定できないため、対象規則に対応する許容条件と禁止事項へ置換する。
SENT-0171,normative_criteria,文中のサービス、API、field、operator、region、versionを設定manifestへ固定し、利用時点の公式仕様で対応状況と制限を確認した構成だけを統合試験へ進める。,「親子関係はmetadataを増やすため、S3 Vectorsでは1 KBのcustom metadata上限を超えないことを先に確認します。」に列挙したdimension、field名、metadata型をdeployment manifestと実index schemaで照合し、不一致構成が接続testで拒否されることを確認する。,service共通文では本文固有の対象と合否を検査できないため、列挙項目と失敗条件を観測できる受入条件へ置換する。
SENT-0177,exceptions,文中の数値は初期候補であり、dataset、model、index、負荷、言語、業務リスクが変わる場合は再測定して閾値を更新する。,「対象document数、生成chunk数、parse失敗、metadata欠損、削除反映、固定queryのRecallを記録し、[Publish前ゲート](../3.回答に使う資料を準備する/3.8.Publish前ゲート.md)と[Pre-retrieval・Batch評価](../7.品質を評価し改善する/7.3.Pre-retrieval・Batch評価.md)の基準を満たしたindexだけを検索先にします。」を評価するgold evidenceがないslice、標本不足のslice、負荷条件が異なるrunは合否集計から分離し、他sliceの平均結果を外挿しない。,comparison共通例外では本文に許される代替範囲を特定できないため、対象規則に対応する許容条件と禁止事項へ置換する。
SENT-0177,normative_criteria,文中の比較について対象dataset、gold evidence、baseline、candidate数、指標、合否閾値を固定し、平均値だけでなく失敗sliceと回帰を記録する。,「対象document数、生成chunk数、parse失敗、metadata欠損、削除反映、固定queryのRecallを記録し、[Publish前ゲート](../3.回答に使う資料を準備する/3.8.Publish前ゲート.md)と[Pre-retrieval・Batch評価](../7.品質を評価し改善する/7.3.Pre-retrieval・Batch評価.md)の基準を満たしたindexだけを検索先にします。」で列挙した記録項目を同じrun IDへ保存し、各項目が欠損せず、変更前後の差分をquestionまたはdocument単位で逆引きできることを確認する。,comparison共通文では本文固有の対象と合否を検査できないため、列挙項目と失敗条件を観測できる受入条件へ置換する。
SENT-0189,exceptions,対象region/versionの公式仕様が非対応または変更済みの場合は適用せず、同じ要件を満たす対応機能か独自実装へ切り替えて再試験する。,「S3 Vectorsなど疎検索を提供しないstoreではSEMANTICを使います。」のservice/APIが対象region/versionで非対応または仕様変更済みの場合はその構成を有効化せず、対応機能へ切り替えて同じintegration testを再実行する。,service共通例外では本文に許される代替範囲を特定できないため、対象規則に対応する許容条件と禁止事項へ置換する。
SENT-0189,normative_criteria,文中のサービス、API、field、operator、region、versionを設定manifestへ固定し、利用時点の公式仕様で対応状況と制限を確認した構成だけを統合試験へ進める。,「S3 Vectorsなど疎検索を提供しないstoreではSEMANTICを使います。」に含まれるservice、API、operator、region、versionをmanifestへ固定し、公式仕様の該当headingと実requestの成功・非対応errorが一致することを確認する。,service共通文では本文固有の対象と合否を検査できないため、列挙項目と失敗条件を観測できる受入条件へ置換する。
SENT-0190,exceptions,対象region/versionの公式仕様が非対応または変更済みの場合は適用せず、同じ要件を満たす対応機能か独自実装へ切り替えて再試験する。,「OpenSearch ServerlessでHYBRIDを使う場合は、利用時点のKnowledge Bases公式仕様で対応を確認し、faiss engine、埋め込みモデルと同じ次元のvector field、filterableな本文field、filter対象metadata field、Bedrock管理metadata fieldをmanifestへ固定します。」のservice/APIが対象region/versionで非対応または仕様変更済みの場合はその構成を有効化せず、対応機能へ切り替えて同じintegration testを再実行する。,service共通例外では本文に許される代替範囲を特定できないため、対象規則に対応する許容条件と禁止事項へ置換する。
SENT-0190,normative_criteria,文中のサービス、API、field、operator、region、versionを設定manifestへ固定し、利用時点の公式仕様で対応状況と制限を確認した構成だけを統合試験へ進める。,「OpenSearch ServerlessでHYBRIDを使う場合は、利用時点のKnowledge Bases公式仕様で対応を確認し、faiss engine、埋め込みモデルと同じ次元のvector field、filterableな本文field、filter対象metadata field、Bedrock管理metadata fieldをmanifestへ固定します。」に列挙したdimension、field名、metadata型をdeployment manifestと実index schemaで照合し、不一致構成が接続testで拒否されることを確認する。,service共通文では本文固有の対象と合否を検査できないため、列挙項目と失敗条件を観測できる受入条件へ置換する。
SENT-0198,exceptions,対象region/versionの公式仕様が非対応または変更済みの場合は適用せず、同じ要件を満たす対応機能か独自実装へ切り替えて再試験する。,「固有名詞や識別子の取りこぼしがある場合は、S3 VectorsへHYBRID指定を送るのではなく、次のいずれかを選びます。」のservice/APIが対象region/versionで非対応または仕様変更済みの場合はその構成を有効化せず、対応機能へ切り替えて同じintegration testを再実行する。,service共通例外では本文に許される代替範囲を特定できないため、対象規則に対応する許容条件と禁止事項へ置換する。
SENT-0198,normative_criteria,文中のサービス、API、field、operator、region、versionを設定manifestへ固定し、利用時点の公式仕様で対応状況と制限を確認した構成だけを統合試験へ進める。,「固有名詞や識別子の取りこぼしがある場合は、S3 VectorsへHYBRID指定を送るのではなく、次のいずれかを選びます。」に含まれるservice、API、operator、region、versionをmanifestへ固定し、公式仕様の該当headingと実requestの成功・非対応errorが一致することを確認する。,service共通文では本文固有の対象と合否を検査できないため、列挙項目と失敗条件を観測できる受入条件へ置換する。
SENT-0199,exceptions,対象region/versionの公式仕様が非対応または変更済みの場合は適用せず、同じ要件を満たす対応機能か独自実装へ切り替えて再試験する。,「vector storeをOpenSearch Serverlessなど、Knowledge BasesのHYBRIDへ対応するstoreへ変更します。」のservice/APIが対象region/versionで非対応または仕様変更済みの場合はその構成を有効化せず、対応機能へ切り替えて同じintegration testを再実行する。,service共通例外では本文に許される代替範囲を特定できないため、対象規則に対応する許容条件と禁止事項へ置換する。
SENT-0199,normative_criteria,文中のサービス、API、field、operator、region、versionを設定manifestへ固定し、利用時点の公式仕様で対応状況と制限を確認した構成だけを統合試験へ進める。,「vector storeをOpenSearch Serverlessなど、Knowledge BasesのHYBRIDへ対応するstoreへ変更します。」に含まれるservice、API、operator、region、versionをmanifestへ固定し、公式仕様の該当headingと実requestの成功・非対応errorが一致することを確認する。,service共通文では本文固有の対象と合否を検査できないため、列挙項目と失敗条件を観測できる受入条件へ置換する。
SENT-0200,exceptions,対象region/versionの公式仕様が非対応または変更済みの場合は適用せず、同じ要件を満たす対応機能か独自実装へ切り替えて再試験する。,「S3 Vectorsのsemantic結果とOpenSearchのBM25結果を別々に取得し、LambdaでRRFを適用します。」のservice/APIが対象region/versionで非対応または仕様変更済みの場合はその構成を有効化せず、対応機能へ切り替えて同じintegration testを再実行する。,service共通例外では本文に許される代替範囲を特定できないため、対象規則に対応する許容条件と禁止事項へ置換する。
SENT-0200,normative_criteria,文中のサービス、API、field、operator、region、versionを設定manifestへ固定し、利用時点の公式仕様で対応状況と制限を確認した構成だけを統合試験へ進める。,「S3 Vectorsのsemantic結果とOpenSearchのBM25結果を別々に取得し、LambdaでRRFを適用します。」に含まれるservice、API、operator、region、versionをmanifestへ固定し、公式仕様の該当headingと実requestの成功・非対応errorが一致することを確認する。,service共通文では本文固有の対象と合否を検査できないため、列挙項目と失敗条件を観測できる受入条件へ置換する。
SENT-0201,exceptions,対象region/versionの公式仕様が非対応または変更済みの場合は適用せず、同じ要件を満たす対応機能か独自実装へ切り替えて再試験する。,「sparse結果とdense結果をまとめてBedrock rerankerへ渡します。」のservice/APIが対象region/versionで非対応または仕様変更済みの場合はその構成を有効化せず、対応機能へ切り替えて同じintegration testを再実行する。,service共通例外では本文に許される代替範囲を特定できないため、対象規則に対応する許容条件と禁止事項へ置換する。
SENT-0201,normative_criteria,文中のサービス、API、field、operator、region、versionを設定manifestへ固定し、利用時点の公式仕様で対応状況と制限を確認した構成だけを統合試験へ進める。,「sparse結果とdense結果をまとめてBedrock rerankerへ渡します。」に含まれるservice、API、operator、region、versionをmanifestへ固定し、公式仕様の該当headingと実requestの成功・非対応errorが一致することを確認する。,service共通文では本文固有の対象と合否を検査できないため、列挙項目と失敗条件を観測できる受入条件へ置換する。
SENT-0203,exceptions,より単純な工程が同じ品質、安全性、遅延、費用、追跡可能性の受入条件を満たす場合は、その代替構成を採用できる。,「複数検索器のscoreは尺度が異なるため直接加算せず、正規化、順位統合、または再順位付けのいずれかを事前に定めて用います。」と異なる統合方式はcalibration済みscoreまたは別rerankerとしてversion管理できるが、未調整の異尺度scoreを黙って直接加算しない。,process共通例外では本文に許される代替範囲を特定できないため、対象規則に対応する許容条件と禁止事項へ置換する。
SENT-0203,normative_criteria,文中の工程順と分岐ごとに入力、出力、責任主体、成功条件、失敗時の遷移をmanifestへ定義し、統合試験で追跡可能性を確認する。,「複数検索器のscoreは尺度が異なるため直接加算せず、正規化、順位統合、または再順位付けのいずれかを事前に定めて用います。」の統合規則をversion管理し、複数retrieverが返す既知rank listから期待するcandidate順序を再現し、生scoreの無条件加算や重複candidateが発生しないことを確認する。,process共通文では本文固有の対象と合否を検査できないため、列挙項目と失敗条件を観測できる受入条件へ置換する。
SENT-0204,exceptions,文中の数値は初期候補であり、dataset、model、index、負荷、言語、業務リスクが変わる場合は再測定して閾値を更新する。,「RRFでは各検索器の順位を使い、rerankerでは統合後のcandidate本文を再評価します。」を評価するgold evidenceがないslice、標本不足のslice、負荷条件が異なるrunは合否集計から分離し、他sliceの平均結果を外挿しない。,comparison共通例外では本文に許される代替範囲を特定できないため、対象規則に対応する許容条件と禁止事項へ置換する。
SENT-0204,normative_criteria,文中の比較について対象dataset、gold evidence、baseline、candidate数、指標、合否閾値を固定し、平均値だけでなく失敗sliceと回帰を記録する。,「RRFでは各検索器の順位を使い、rerankerでは統合後のcandidate本文を再評価します。」に含まれるretriever、candidate数、rank処理を固定したtest queryを実行し、統合前後のcandidate ID・rank・score変換が記述した順序と選択規則に一致することを確認する。,comparison共通文では本文固有の対象と合否を検査できないため、列挙項目と失敗条件を観測できる受入条件へ置換する。
SENT-0206,exceptions,法令、契約、組織方針がより厳しい統制を求める場合はそちらを優先する。可用性対策を理由に認可や機密保護を緩和しない。,「疎検索器と密検索器には同じ安定したchunk IDを登録し、本文、文書版、filter metadata、アクセス制御属性を一対一で対応付けます。」より法令、契約、組織policyが厳しい場合は厳しい統制を優先し、性能、可用性、費用を理由に対象resourceのauthorizationまたは隔離を省略しない。,security共通例外では本文に許される代替範囲を特定できないため、対象規則に対応する許容条件と禁止事項へ置換する。
SENT-0206,normative_criteria,文中の認可・隔離・情報保護を検索または実行の前に強制し、許可外の文書、chunk、引数が候補、context、回答、traceへ入らないことを負試験で確認する。,「疎検索器と密検索器には同じ安定したchunk IDを登録し、本文、文書版、filter metadata、アクセス制御属性を一対一で対応付けます。」に列挙したauthorization、document/chunk、rank、evidence、answer、citation、configuration versionを一つのtrace IDへ保存し、許可外itemがtrace内にゼロ件であることを検査する。,security共通文では本文固有の対象と合否を検査できないため、列挙項目と失敗条件を観測できる受入条件へ置換する。
SENT-0208,exceptions,文中の数値は初期候補であり、dataset、model、index、負荷、言語、業務リスクが変わる場合は再測定して閾値を更新する。,「初期比較ではdenseとBM25を各20件、統合後を20件、rerank後を5件とし、各retrieverのcandidate数、timeout、zero-result、失敗時の扱いを独立に記録します。」の初期値・候補は対象datasetで再調整できるが、変更値、baseline、採用理由を同じresult tableへ残し、未比較の値を既定値として固定しない。,comparison共通例外では本文に許される代替範囲を特定できないため、対象規則に対応する許容条件と禁止事項へ置換する。
SENT-0208,normative_criteria,文中の比較について対象dataset、gold evidence、baseline、candidate数、指標、合否閾値を固定し、平均値だけでなく失敗sliceと回帰を記録する。,「初期比較ではdenseとBM25を各20件、統合後を20件、rerank後を5件とし、各retrieverのcandidate数、timeout、zero-result、失敗時の扱いを独立に記録します。」で列挙した記録項目を同じrun IDへ保存し、各項目が欠損せず、変更前後の差分をquestionまたはdocument単位で逆引きできることを確認する。,comparison共通文では本文固有の対象と合否を検査できないため、列挙項目と失敗条件を観測できる受入条件へ置換する。
SENT-0215,exceptions,対象region/versionの公式仕様が非対応または変更済みの場合は適用せず、同じ要件を満たす対応機能か独自実装へ切り替えて再試験する。,「S3 Vectorsを直接queryする場合は、S3 Vectorsのmetadata filterに記載されたoperatorだけを使います。」のservice/APIが対象region/versionで非対応または仕様変更済みの場合はその構成を有効化せず、対応機能へ切り替えて同じintegration testを再実行する。,service共通例外では本文に許される代替範囲を特定できないため、対象規則に対応する許容条件と禁止事項へ置換する。
SENT-0215,normative_criteria,文中のサービス、API、field、operator、region、versionを設定manifestへ固定し、利用時点の公式仕様で対応状況と制限を確認した構成だけを統合試験へ進める。,「S3 Vectorsを直接queryする場合は、S3 Vectorsのmetadata filterに記載されたoperatorだけを使います。」に列挙したdimension、field名、metadata型をdeployment manifestと実index schemaで照合し、不一致構成が接続testで拒否されることを確認する。,service共通文では本文固有の対象と合否を検査できないため、列挙項目と失敗条件を観測できる受入条件へ置換する。
SENT-0226,exceptions,対象region/versionの公式仕様が非対応または変更済みの場合は適用せず、同じ要件を満たす対応機能か独自実装へ切り替えて再試験する。,「Managed Knowledge BaseではRetrieveまたはAgenticRetrieveStreamで根拠を取得し、生成が必要な場合は結果をConverseへ渡します。」のservice/APIが対象region/versionで非対応または仕様変更済みの場合はその構成を有効化せず、対応機能へ切り替えて同じintegration testを再実行する。,service共通例外では本文に許される代替範囲を特定できないため、対象規則に対応する許容条件と禁止事項へ置換する。
SENT-0226,normative_criteria,文中のサービス、API、field、operator、region、versionを設定manifestへ固定し、利用時点の公式仕様で対応状況と制限を確認した構成だけを統合試験へ進める。,「Managed Knowledge BaseではRetrieveまたはAgenticRetrieveStreamで根拠を取得し、生成が必要な場合は結果をConverseへ渡します。」に含まれるservice、API、operator、region、versionをmanifestへ固定し、公式仕様の該当headingと実requestの成功・非対応errorが一致することを確認する。,service共通文では本文固有の対象と合否を検査できないため、列挙項目と失敗条件を観測できる受入条件へ置換する。
SENT-0227,exceptions,対象region/versionの公式仕様が非対応または変更済みの場合は適用せず、同じ要件を満たす対応機能か独自実装へ切り替えて再試験する。,「カスタマーマネージド型でKnowledge Basesの標準引用と生成が要件を満たす場合はRetrieveAndGenerateを使います。」のservice/APIが対象region/versionで非対応または仕様変更済みの場合はその構成を有効化せず、対応機能へ切り替えて同じintegration testを再実行する。,service共通例外では本文に許される代替範囲を特定できないため、対象規則に対応する許容条件と禁止事項へ置換する。
