baseline_sentence_id,file,target_sentence,target_sentence_sha256,claim_type,evidence_required,classification_reason,source_verdict,review_status
SENT-0431,docs/2.アーキテクチャ/2.7.非機能と運用の概要.md,本節では、Recall@k、Evidence sufficiency、faithfulness、citation correctnessを、直前の[評価の概要](2.6.評価の概要.md)で定義した意味で用います。,006eb69631e2666600057ef7849fac555288891b35c516d84f77d6506ad56ebf,normative_design_statement,no,Wave 4二者レビューで本ガイドの規範として確定,APPROPRIATE_NORMATIVE,FINAL_TWO_REVIEWER_APPROVED
SENT-0434,docs/2.アーキテクチャ/2.7.非機能と運用の概要.md,取り込み時の検査、情報源の信頼区分、命令らしい記述の隔離、生成前のEvidence Set検査、生成後の主張とcitationの照合を組み合わせます。,f2fca5a103cd050bb3fde1d8fd0649ce7089b0fb28b26a8c369bf2c58c176d58,normative_design_statement,no,Wave 4二者レビューで本ガイドの規範として確定,APPROPRIATE_NORMATIVE,FINAL_TWO_REVIEWER_APPROVED
SENT-0441,docs/2.アーキテクチャ/2.7.非機能と運用の概要.md,権限を適用した検索を実行できること、質問を支持するEvidence Setを作れること、主張に対応するcitationを返せること、根拠不足時に回答を保留できることを含めて判定します。,ceaf349b231045eb151288d793beaa4a08992b09f6dd885c5e09965cc4f66d48,normative_design_statement,no,Wave 4二者レビューで本ガイドの規範として確定,APPROPRIATE_NORMATIVE,FINAL_TWO_REVIEWER_APPROVED
SENT-0444,docs/2.アーキテクチャ/2.7.非機能と運用の概要.md,運用指標には、zero-result率、権限filter前後の候補数、Recall、Evidence sufficiency、faithfulness、citation correctness、回答保留率を含めます。,f89288bd6ff35fbec3ac920758f902d806eb264f42525f6a2a2ee2f0fae6f2f2,normative_design_statement,no,Wave 4二者レビューで本ガイドの規範として確定,APPROPRIATE_NORMATIVE,FINAL_TWO_REVIEWER_APPROVED
SENT-0452,docs/2.アーキテクチャ/2.7.非機能と運用の概要.md,文書snapshot、chunking設定、embedding model、index版、検索設定、reranker、prompt、生成model、評価datasetを一つのRAG構成版として記録すると、回答とcitationを再現し、変更前の構成へ切り戻せます。,e0fab71aa2c53bbdbedaa4211748db5ae10ff71f2a2dfe27c0825df8dd2cbe0f,normative_design_statement,no,Wave 4二者レビューで本ガイドの規範として確定,APPROPRIATE_NORMATIVE,FINAL_TWO_REVIEWER_APPROVED
SENT-0453,docs/2.アーキテクチャ/2.7.非機能と運用の概要.md,新しい構成は、Prompt injection、data poisoning、権限漏えい、検索Recall、Evidence sufficiency、faithfulness、citation correctness、応答時間、費用の回帰試験を通過してから公開します。,4e262661c868d15c64e4bf7b33bddaea26f3a853d79549ed9e149f964c2a3a99,normative_design_statement,no,Wave 4二者レビューで本ガイドの規範として確定,APPROPRIATE_NORMATIVE,FINAL_TWO_REVIEWER_APPROVED
SENT-0454,docs/2.アーキテクチャ/2.7.非機能と運用の概要.md,本番traceでは、質問、適用した権限、取得chunk、順位変化、採用したEvidence、回答、citation、RAG構成版を対応付けます。,9803d06cc1b894e600528bbe0f2c7aa9a1f4acc0969e57a81b7945474775559e,normative_design_statement,no,Wave 4二者レビューで本ガイドの規範として確定,APPROPRIATE_NORMATIVE,FINAL_TWO_REVIEWER_APPROVED
SENT-0458,docs/2.アーキテクチャ/2.8.最初に作るAdvanced-RAG.md,Batch Layerは、範囲を定めた正本、再現可能な取り込み、構造を保つ解析と分割、出典・版・アクセス制御属性、疎検索と密検索の索引、公開前ゲートで構成します。,3dadd41fb2f146cea73919cbd38452d71534a306c6773cfc672f3fee82a9bd95,normative_design_statement,no,Wave 4二者レビューで本ガイドの規範として確定,APPROPRIATE_NORMATIVE,FINAL_TWO_REVIEWER_APPROVED
SENT-0530,docs/3.回答に使う資料を準備する/3.1.データソース棚卸し.md,障害情報は数分、規程は施行日前、研究資料は版更新後など、情報源ごとに許容遅延を定めます。,020dc5c08e8ff192e0bd0b0d982453155681da262eebdc069feb068264f2baa8,normative_design_statement,no,Wave 4二者レビューで本ガイドの規範として確定,APPROPRIATE_NORMATIVE,FINAL_TWO_REVIEWER_APPROVED
SENT-0572,docs/3.回答に使う資料を準備する/3.2.Ingestion設計.md,本ガイドでは、取り込み（ingestion）を、情報源から資料を取得し、検査、解析、分割、埋め込み、登録を経て検索可能なインデックスとして公開する処理と定義します。,c9dd394f3dc1062ed390971e00edf54f2fddce24bb9b311c82e4ce8a4a88c813,normative_design_statement,no,Wave 4二者レビューで本ガイドの規範として確定,APPROPRIATE_NORMATIVE,FINAL_TWO_REVIEWER_APPROVED
SENT-0575,docs/3.回答に使う資料を準備する/3.2.Ingestion設計.md,発見 → 取得 → 検査 → 解析 → 正規化 → 分割 → 埋め込み → 登録 → 検証 → 公開,36389a8ffc4ba94d065dbc44afcfc854bf4ab7b809f705c99917f801bb89df1e,expository_or_structural,no,Wave 4二者レビューで表・索引・見出し等の非命題要素として確定,REMOVE_OR_REPLACE,FINAL_TWO_REVIEWER_APPROVED
SENT-0594,docs/3.回答に使う資料を準備する/3.2.Ingestion設計.md,取得要求が成功しても正常取り込みとは判断せず、schema、record count、必須metadata、本文非空、重複率を検査します。,8aff3481b7873f1d613fc69988bc0b419ad6d8835b94508ad60b7760b7b1f7c4,normative_design_statement,no,Wave 4二者レビューで本ガイドの規範として確定,APPROPRIATE_NORMATIVE,FINAL_TWO_REVIEWER_APPROVED
SENT-0608,docs/3.回答に使う資料を準備する/3.2.Ingestion設計.md,解析器や埋め込みモデルを比較するときは、同じスナップショットを入力し、出力差の原因を処理変更に結び付けられるようにします。,9f4665d5b7b932c74a98d3a5475ccc3c4dcca1d0f8409296d0e6ac3900dd834d,normative_design_statement,no,Wave 4二者レビューで本ガイドの規範として確定,APPROPRIATE_NORMATIVE,FINAL_TWO_REVIEWER_APPROVED
SENT-0615,docs/3.回答に使う資料を準備する/3.2.Ingestion設計.md,同じキーを再処理しても、チャンクやベクトルを二重登録しないようにします。,725ea972b23796faf62545e75cc2b728613aa6a37fad58a56d519a2ac187dc2e,normative_design_statement,no,Wave 4二者レビューで本ガイドの規範として確定,APPROPRIATE_NORMATIVE,FINAL_TWO_REVIEWER_APPROVED
SENT-0629,docs/3.回答に使う資料を準備する/3.2.Ingestion設計.md,| 解析器 | 解析、分割、埋め込み、インデックス |,84176e66b38fb84a53fcacbfe99c02a1daec88e00dfe1d340eccc94ef9b671fd,expository_or_structural,no,Wave 4二者レビューで表・索引・見出し等の非命題要素として確定,REMOVE_OR_REPLACE,FINAL_TWO_REVIEWER_APPROVED
SENT-0630,docs/3.回答に使う資料を準備する/3.2.Ingestion設計.md,| 分割方法 | チャンクID、埋め込み、インデックス |,c128b0b86d9e915189347d0bf84e6396edf168dd97c36f4466123dfdc5d80a70,expository_or_structural,no,Wave 4二者レビューで表・索引・見出し等の非命題要素として確定,REMOVE_OR_REPLACE,FINAL_TWO_REVIEWER_APPROVED
SENT-0631,docs/3.回答に使う資料を準備する/3.2.Ingestion設計.md,| 埋め込みモデル | ベクトル生成とベクトルインデックス |,626203e2823daadd70f788bf3e71a5be5cc638618d69e2614e6c95e1006025bf,expository_or_structural,no,Wave 4二者レビューで表・索引・見出し等の非命題要素として確定,REMOVE_OR_REPLACE,FINAL_TWO_REVIEWER_APPROVED
SENT-0674,docs/3.回答に使う資料を準備する/3.2.Ingestion設計.md,解析、分割、埋め込みの変更による品質差を、利用者へ影響を与える前に確認し、安全に戻すための仕組みです。,68b6172a6a9ad7d4933f43e8aaaee3242d036b99cc814fe64a80ec66e637a38b,normative_design_statement,no,Wave 4二者レビューで本ガイドの規範として確定,APPROPRIATE_NORMATIVE,FINAL_TWO_REVIEWER_APPROVED
SENT-0700,docs/3.回答に使う資料を準備する/3.3.文書解析と正規化.md,学術論文だけで評価した解析器が、帳票や規程でも同じ性能を持つとは限りません。,7375bf280017095a8d6024079f0bbaa074d16628fd0815803682c597849feec8,normative_design_statement,no,Wave 4二者レビューで本ガイドの規範として確定,APPROPRIATE_NORMATIVE,FINAL_TWO_REVIEWER_APPROVED
SENT-0772,docs/3.回答に使う資料を準備する/3.3.文書解析と正規化.md,解析器の更新ごとに差分を保存し、改善した文書と悪化した文書を確認します。,810d75cde596a8fe8a40926273074c5f8f3a744834a421070f7c8b60f9871984,normative_design_statement,no,Wave 4二者レビューで本ガイドの規範として確定,APPROPRIATE_NORMATIVE,FINAL_TWO_REVIEWER_APPROVED
SENT-0777,docs/3.回答に使う資料を準備する/3.3.文書解析と正規化.md,再解析でブロックが変わった場合に、影響するチャンク、埋め込み、引用を特定できる依存関係を持ちます。,301e656cb6b9d022e4f1568587808bcfe586023153ed53db6035d1d08ed8b162,normative_design_statement,no,Wave 4二者レビューで本ガイドの規範として確定,APPROPRIATE_NORMATIVE,FINAL_TWO_REVIEWER_APPROVED
SENT-0779,docs/3.回答に使う資料を準備する/3.3.文書解析と正規化.md,チャンクから原ページへ戻れない場合は、インデックス公開前に止めます。,0bcdcfdbd8bb390ab8efeeac4834908eded02ff244c51d251f3e9c3fff83df5e,normative_design_statement,no,Wave 4二者レビューで本ガイドの規範として確定,APPROPRIATE_NORMATIVE,FINAL_TWO_REVIEWER_APPROVED
SENT-0780,docs/3.回答に使う資料を準備する/3.4.Chunking設計.md,本ガイドでは、チャンキングを、検索器が比較する知識の単位、LLMへ渡す文脈、利用者へ示す引用範囲を設計する処理と定義します。,b11f0ca6f07b839e24b5193a0987fc0a052a703f2de4e49ff4e837333b9df820,normative_design_statement,no,Wave 4二者レビューで本ガイドの規範として確定,APPROPRIATE_NORMATIVE,FINAL_TWO_REVIEWER_APPROVED
SENT-0802,docs/3.回答に使う資料を準備する/3.4.Chunking設計.md,節が長い場合は、節見出しを各子チャンクの本文またはメタデータへ継承します。,8b3ff6ef1bd420757cb4fc986846b54417bdc9e873cba186bb253ee56cf76812,normative_design_statement,no,Wave 4二者レビューで本ガイドの規範として確定,APPROPRIATE_NORMATIVE,FINAL_TWO_REVIEWER_APPROVED
SENT-0807,docs/3.回答に使う資料を準備する/3.4.Chunking設計.md,検索改善を評価するときは、解析品質と分割品質を区別します。,614071c29652859b18f37b7af5c8dffc7a7f4ff448cb7bd94050f0baf59e50b1,normative_design_statement,no,Wave 4二者レビューで本ガイドの規範として確定,APPROPRIATE_NORMATIVE,FINAL_TWO_REVIEWER_APPROVED
SENT-0817,docs/3.回答に使う資料を準備する/3.4.Chunking設計.md,左列で文書形式を選び、中央の要素が同じチャンクまたは親子関係に残っているかを確認し、右列の失敗を試験します。,9e9412430968a147561144525d91c85127939d82ea182fddcfc2278f1a5915e4,normative_design_statement,no,Wave 4二者レビューで本ガイドの規範として確定,APPROPRIATE_NORMATIVE,FINAL_TWO_REVIEWER_APPROVED
SENT-0825,docs/3.回答に使う資料を準備する/3.4.Chunking設計.md,| チケット | 件名、本文、解決策、状態 | 未解決の提案を解決策と誤認します |,0ebe39ce4445070e5c9aff430134e56d0d1d79c7f03f4f92904623e896bc5bbc,expository_or_structural,no,Wave 4二者レビューで表・索引・見出し等の非命題要素として確定,REMOVE_OR_REPLACE,FINAL_TWO_REVIEWER_APPROVED
SENT-0834,docs/3.回答に使う資料を準備する/3.4.Chunking設計.md,生成した命題は原文の代替にせず、元の文と親チャンクへ必ず結び付けます。,d6d0138eae900c4954b9db25df1be4b2276fec32861e4ce4828bbe99b68fa719,normative_design_statement,no,Wave 4二者レビューで本ガイドの規範として確定,APPROPRIATE_NORMATIVE,FINAL_TWO_REVIEWER_APPROVED
SENT-0855,docs/3.回答に使う資料を準備する/3.4.Chunking設計.md,代名詞や節間参照を含む質問群で、通常のチャンク埋め込みと比較してから導入します。,8734891d70737cc0731209afc186a415ceee894192ff5619b67dcb9c08511d97,normative_design_statement,no,Wave 4二者レビューで本ガイドの規範として確定,APPROPRIATE_NORMATIVE,FINAL_TWO_REVIEWER_APPROVED
SENT-0856,docs/3.回答に使う資料を準備する/3.4.Chunking設計.md,本ガイドでは、各chunkに、再構築後もsource documentと原文範囲を追跡できるstable IDを付与します。,14fcbccd9d86b5772c9503a14d914175def84fe644b594dc4ec55c1d4a7340c7,normative_design_statement,no,Wave 4二者レビューで本ガイドの規範として確定,APPROPRIATE_NORMATIVE,FINAL_TWO_REVIEWER_APPROVED
SENT-0873,docs/3.回答に使う資料を準備する/3.4.Chunking設計.md,このため、検索だけを改善しても、LLMへ渡す単位が大きすぎれば最終回答が改善するとは限りません。,1923640147197342cbfbfb8c0e5d0f62e20365074faab9ecfcb0aca296c24c08,normative_design_statement,no,Wave 4二者レビューで本ガイドの規範として確定,APPROPRIATE_NORMATIVE,FINAL_TWO_REVIEWER_APPROVED
SENT-0884,docs/3.回答に使う資料を準備する/3.4.Chunking設計.md,チャンクから元ページと引用範囲へ戻れない状態を、公開を止める失敗条件として扱います。,053e2b5d87ccc147b88ef471f0f067ad090b47baf61c977d0b437f23c0321af9,normative_design_statement,no,Wave 4二者レビューで本ガイドの規範として確定,APPROPRIATE_NORMATIVE,FINAL_TWO_REVIEWER_APPROVED
SENT-0908,docs/3.回答に使う資料を準備する/3.5.Metadata・Provenance・ACL設計.md,一つの値だけを主キーにせず、情報源、文書、文書版、チャンクを別々に識別します。,bbafd5158c6ee4f6fadfe86f7e607361d7d0c0208f94c23e17ccc6addbcfeb2e,normative_design_statement,no,Wave 4二者レビューで本ガイドの規範として確定,APPROPRIATE_NORMATIVE,FINAL_TWO_REVIEWER_APPROVED
SENT-0971,docs/3.回答に使う資料を準備する/3.5.Metadata・Provenance・ACL設計.md,文書から生成したチャンク件数とACL件数を照合します。,1de6269474ef4a41607b840cb13e2a9df756f7f08c26cc8732629b82bfaa67c1,normative_design_statement,no,Wave 4二者レビューで本ガイドの規範として確定,APPROPRIATE_NORMATIVE,FINAL_TWO_REVIEWER_APPROVED
SENT-0981,docs/3.回答に使う資料を準備する/3.5.Metadata・Provenance・ACL設計.md,フィルターによってANN再現率が低下してもACLを緩めず、候補数の拡大、条件対応の検索、テナント別分割など、検索側で対処します。,f5f7515e7ebb569805995d2ef4d4494cac48e7ba90473a5c74491d1ed8428ec5,normative_design_statement,no,Wave 4二者レビューで本ガイドの規範として確定,APPROPRIATE_NORMATIVE,FINAL_TWO_REVIEWER_APPROVED
SENT-0990,docs/3.回答に使う資料を準備する/3.5.Metadata・Provenance・ACL設計.md,メタデータスキーマへ版を付け、旧チャンクの移行方法を定めます。,725ba74deb8476512cc5926af18cd8b690cb256ed99175f54b490b4092be05e1,normative_design_statement,no,Wave 4二者レビューで本ガイドの規範として確定,APPROPRIATE_NORMATIVE,FINAL_TWO_REVIEWER_APPROVED
SENT-1020,docs/3.回答に使う資料を準備する/3.6.Embedding設計.md,本ガイドでは、埋め込み（embedding）を、テキストを固定長の数値ベクトルへ写す処理として扱います。,aacba9fae5d9787d6710bce6fefad361cbabfd53fd5d6dada2871c15af44df4c,normative_design_statement,no,Wave 4二者レビューで本ガイドの規範として確定,APPROPRIATE_NORMATIVE,FINAL_TWO_REVIEWER_APPROVED
SENT-1025,docs/3.回答に使う資料を準備する/3.6.Embedding設計.md,本ガイドでは、ベクトルの近さを、学習済み表現上の類似度を表す値として用い、文章の真偽や情報源の信頼度とは区別します。,b489cc7dfecdc076a9efd9c3786372a1edfa21dcb3bdf2f10209dee7bc169efe,normative_design_statement,no,Wave 4二者レビューで本ガイドの規範として確定,APPROPRIATE_NORMATIVE,FINAL_TWO_REVIEWER_APPROVED
SENT-1028,docs/3.回答に使う資料を準備する/3.6.Embedding設計.md,図3-3は、左側で文章をベクトルへ変換し、右側で質問に近い文書を候補として選ぶ流れとして読みます。,004b66a41336aecdd79b3e953d1d3b2376503b919a688218b14051817f797e06,normative_design_statement,no,Wave 4二者レビューで本ガイドの規範として確定,APPROPRIATE_NORMATIVE,FINAL_TWO_REVIEWER_APPROVED
SENT-1031,docs/3.回答に使う資料を準備する/3.6.Embedding設計.md,本ガイドでは、埋め込みで文章をベクトル空間へ写し、ベクトル間の距離を近さの指標として用います。,63442c9de967d34d0e8e8305150b23f48609e0ca1780540c8afe39db714916e5,normative_design_statement,no,Wave 4二者レビューで本ガイドの規範として確定,APPROPRIATE_NORMATIVE,FINAL_TWO_REVIEWER_APPROVED
SENT-1040,docs/3.回答に使う資料を準備する/3.6.Embedding設計.md,二塔型を第一段階の候補収集へ使い、クロスエンコーダーを少数候補の再順位付けへ使う役割分担が可能です。,5e3fffb928327c061a1b19302bcb2151cc3279f4a9ef5b95a7f5d023e0ef2aa1,normative_design_statement,no,Wave 4二者レビューで本ガイドの規範として確定,APPROPRIATE_NORMATIVE,FINAL_TWO_REVIEWER_APPROVED
SENT-1064,docs/3.回答に使う資料を準備する/3.6.Embedding設計.md,タスクによってモデルの順位が変わるため、一般ベンチマークは候補を絞るために利用します。,094b9648e61cb4a69eda65d5b53e6a9cc9c79d70a7e505221e76ae912ee59a83,normative_design_statement,no,Wave 4二者レビューで本ガイドの規範として確定,APPROPRIATE_NORMATIVE,FINAL_TWO_REVIEWER_APPROVED
SENT-1088,docs/3.回答に使う資料を準備する/3.6.Embedding設計.md,チャンキングと埋め込みモデルは同じ実験で同時に変更せず、一方を固定して改善原因を比較します。,0453b595ad4509e6902247d73e07be791dc793bb22469e9db8154a31172b2eea,normative_design_statement,no,Wave 4二者レビューで本ガイドの規範として確定,APPROPRIATE_NORMATIVE,FINAL_TWO_REVIEWER_APPROVED
SENT-1101,docs/3.回答に使う資料を準備する/3.6.Embedding設計.md,内容ハッシュと埋め込みモデル版をキャッシュキーにすると、変更していないチャンクの再計算を避けられます。,ee361f625539e065df192b3448d43b94bdaf43564ec73ff3eb778435e76b5715,normative_design_statement,no,Wave 4二者レビューで本ガイドの規範として確定,APPROPRIATE_NORMATIVE,FINAL_TWO_REVIEWER_APPROVED
SENT-1102,docs/3.回答に使う資料を準備する/3.6.Embedding設計.md,チャンク本文が同じでも、モデル、前処理、質問・文書接頭辞、正規化が変わればキャッシュを再利用しません。,d906dc6a21b3b6f45cabe4c9974816ebcbcb5d43aa5d93e3b81816f676637ab4,normative_design_statement,no,Wave 4二者レビューで本ガイドの規範として確定,APPROPRIATE_NORMATIVE,FINAL_TWO_REVIEWER_APPROVED
SENT-1105,docs/3.回答に使う資料を準備する/3.6.Embedding設計.md,埋め込みサービスのレート制限に合わせてキューと再試行を制御し、オンライン検索の容量を使い切らないようにします。,0aee535288aa7b3d1fc1bd78204ac1b57700ba6405ef433567d407c51fb57851,normative_design_statement,no,Wave 4二者レビューで本ガイドの規範として確定,APPROPRIATE_NORMATIVE,FINAL_TWO_REVIEWER_APPROVED
SENT-1107,docs/3.回答に使う資料を準備する/3.6.Embedding設計.md,埋め込みの版には、モデルID、改訂番号（リビジョン）、次元数、正規化、距離尺度、質問・文書用の接頭辞、トークナイザーを含めます。,16c2c640ff00916dfcb94bc361592a1388769f211e5ee6cced9189f01a195d64,normative_design_statement,no,Wave 4二者レビューで本ガイドの規範として確定,APPROPRIATE_NORMATIVE,FINAL_TWO_REVIEWER_APPROVED
SENT-1111,docs/3.回答に使う資料を準備する/3.6.Embedding設計.md,旧ベクトルと新質問を比較しても、距離の意味は保証されません。,e3287fe606b8be59f1199ab8a42f44fa14447b30723ef634ac2a30e5048dd4ce,normative_design_statement,no,Wave 4二者レビューで本ガイドの規範として確定,APPROPRIATE_NORMATIVE,FINAL_TWO_REVIEWER_APPROVED
SENT-1148,docs/3.回答に使う資料を準備する/3.7.Index構築とライフサイクル.md,IVF（Inverted File Index、転置ファイル索引）は、ベクトルを粗い中心へ割り当て、質問時に近い領域だけを探索します。,5cc8646d5e99672218bbac6006b7d1652985f2f548eff67d7882cc9ce1142a75,normative_design_statement,no,Wave 4二者レビューで本ガイドの規範として確定,APPROPRIATE_NORMATIVE,FINAL_TWO_REVIEWER_APPROVED
SENT-1163,docs/3.回答に使う資料を準備する/3.7.Index構築とライフサイクル.md,頻度は低いものの規模が大きい検索では、全vectorを高価なmemoryへ常駐させないindex方式を候補にします。,a1a61a0de94f0a99268eef58571dc63344fa5986a3600ccb58e838cbb9caf347,normative_design_statement,no,Wave 4二者レビューで本ガイドの規範として確定,APPROPRIATE_NORMATIVE,FINAL_TWO_REVIEWER_APPROVED
