sentence_id,baseline_docs_commit,target_docs_commit,file,action_kind,source_text_sha256,target_sentence_ids,target_text_sha256,target_file_sha256,application_status,applied_by,applied_date,notes
SENT-0131,52bebecfb2a435d0e7ff2efea557c5799674ded6,cfc2572291a2676933b08b7466d1ea1e7e76bebb,docs/10.AWSで設計・実装する/10.1.構成方式を選ぶ.md,APPROPRIATE_NORMATIVE,66eff794e57b8fc5631455b7ae31c246dc84335e2ee90651b92f72f11480828d,SENT-0142,66eff794e57b8fc5631455b7ae31c246dc84335e2ee90651b92f72f11480828d,d63d9b06e4ee88ae1c7dd97b61461433b2f250e9f18457d18d4809a2650b59ff,APPLIED_VERIFIED,codex-wave4-applier,2026-08-16,Derived from the exact signed candidate and target sentence-evidence snapshot.
SENT-0136,52bebecfb2a435d0e7ff2efea557c5799674ded6,cfc2572291a2676933b08b7466d1ea1e7e76bebb,docs/10.AWSで設計・実装する/10.2.Embeddingとvector indexを設定する.md,APPROPRIATE_NORMATIVE,0f9d04203a4ec28ae71e4347677d994b4db273afe07f5465c69d1de794d752b5,SENT-0147,b0f83e69146210a25e4042d7c38b9eaf04489676f1441bd195647342c5220070,2fa9d093e4aac65c1759b18a1c5d4a84d1344698403d70f47f1b56329879560c,APPLIED_VERIFIED,codex-wave4-applier,2026-08-16,Derived from the exact signed candidate and target sentence-evidence snapshot.
SENT-0137,52bebecfb2a435d0e7ff2efea557c5799674ded6,cfc2572291a2676933b08b7466d1ea1e7e76bebb,docs/10.AWSで設計・実装する/10.2.Embeddingとvector indexを設定する.md,APPROPRIATE_NORMATIVE,18c40ce09a16def9793bb697f7c2cf45a9c8540fa5d8569dbc84b8e9fa871b9d,SENT-0148,18c40ce09a16def9793bb697f7c2cf45a9c8540fa5d8569dbc84b8e9fa871b9d,2fa9d093e4aac65c1759b18a1c5d4a84d1344698403d70f47f1b56329879560c,APPLIED_VERIFIED,codex-wave4-applier,2026-08-16,Derived from the exact signed candidate and target sentence-evidence snapshot.
SENT-0138,52bebecfb2a435d0e7ff2efea557c5799674ded6,cfc2572291a2676933b08b7466d1ea1e7e76bebb,docs/10.AWSで設計・実装する/10.2.Embeddingとvector indexを設定する.md,APPROPRIATE_NORMATIVE,bdebfcd386142cc9a0bbe3c404701ab4ea814471554ee1233e7a6f990f4c3c53,SENT-0149,bdebfcd386142cc9a0bbe3c404701ab4ea814471554ee1233e7a6f990f4c3c53,2fa9d093e4aac65c1759b18a1c5d4a84d1344698403d70f47f1b56329879560c,APPLIED_VERIFIED,codex-wave4-applier,2026-08-16,Derived from the exact signed candidate and target sentence-evidence snapshot.
SENT-0141,52bebecfb2a435d0e7ff2efea557c5799674ded6,cfc2572291a2676933b08b7466d1ea1e7e76bebb,docs/10.AWSで設計・実装する/10.2.Embeddingとvector indexを設定する.md,APPROPRIATE_NORMATIVE,d38b85c60c9138949da5b2de03034e66a4a654876d1d50849253a8cef699aaa3,SENT-0152,1fdc89e6ca1e06c9149eeeae4a402bcbb4f0cb6626a57e58915a8c8488b27930,2fa9d093e4aac65c1759b18a1c5d4a84d1344698403d70f47f1b56329879560c,APPLIED_VERIFIED,codex-wave4-applier,2026-08-16,Derived from the exact signed candidate and target sentence-evidence snapshot.
SENT-0150,52bebecfb2a435d0e7ff2efea557c5799674ded6,cfc2572291a2676933b08b7466d1ea1e7e76bebb,docs/10.AWSで設計・実装する/10.2.Embeddingとvector indexを設定する.md,APPROPRIATE_NORMATIVE,5aeb9159c97acf2559c735c32f70fab7361a082362701bc0e499cadea3a52655,SENT-0161,4ce3fcd2bfa517fc6ae1c8b27c68f811412f49367cfe8f4f5e379e44d5bb7961,2fa9d093e4aac65c1759b18a1c5d4a84d1344698403d70f47f1b56329879560c,APPLIED_VERIFIED,codex-wave4-applier,2026-08-16,Derived from the exact signed candidate and target sentence-evidence snapshot.
SENT-0152,52bebecfb2a435d0e7ff2efea557c5799674ded6,cfc2572291a2676933b08b7466d1ea1e7e76bebb,docs/10.AWSで設計・実装する/10.2.Embeddingとvector indexを設定する.md,APPROPRIATE_NORMATIVE,5f05d1afe0ec4adae469ded081c2f1ced1b206a295aa0b7ababcbeca762e7627,SENT-0163,5f05d1afe0ec4adae469ded081c2f1ced1b206a295aa0b7ababcbeca762e7627,2fa9d093e4aac65c1759b18a1c5d4a84d1344698403d70f47f1b56329879560c,APPLIED_VERIFIED,codex-wave4-applier,2026-08-16,Derived from the exact signed candidate and target sentence-evidence snapshot.
SENT-0155,52bebecfb2a435d0e7ff2efea557c5799674ded6,cfc2572291a2676933b08b7466d1ea1e7e76bebb,docs/10.AWSで設計・実装する/10.2.Embeddingとvector indexを設定する.md,APPROPRIATE_NORMATIVE,8fe81219cd3987d82a904ae432d646b6d567cec173400cf0330f8d28cd97490b,SENT-0166,8fe81219cd3987d82a904ae432d646b6d567cec173400cf0330f8d28cd97490b,2fa9d093e4aac65c1759b18a1c5d4a84d1344698403d70f47f1b56329879560c,APPLIED_VERIFIED,codex-wave4-applier,2026-08-16,Derived from the exact signed candidate and target sentence-evidence snapshot.
SENT-0156,52bebecfb2a435d0e7ff2efea557c5799674ded6,cfc2572291a2676933b08b7466d1ea1e7e76bebb,docs/10.AWSで設計・実装する/10.2.Embeddingとvector indexを設定する.md,APPROPRIATE_NORMATIVE,aae8a27fdfbad97ab0331e1a6970199e041fde4781361ec96b50a988a7d5ffd6,SENT-0167,aae8a27fdfbad97ab0331e1a6970199e041fde4781361ec96b50a988a7d5ffd6,2fa9d093e4aac65c1759b18a1c5d4a84d1344698403d70f47f1b56329879560c,APPLIED_VERIFIED,codex-wave4-applier,2026-08-16,Derived from the exact signed candidate and target sentence-evidence snapshot.
SENT-0158,52bebecfb2a435d0e7ff2efea557c5799674ded6,cfc2572291a2676933b08b7466d1ea1e7e76bebb,docs/10.AWSで設計・実装する/10.3.取り込み経路を構成する.md,APPROPRIATE_NORMATIVE,5cc139d4d0ecc716b060c7c4b9e2e4deda29abfb0f2f7da37188b727f9ef336f,SENT-0169,5cc139d4d0ecc716b060c7c4b9e2e4deda29abfb0f2f7da37188b727f9ef336f,3555cf9644b41847f82dcfca12cfae7706a1b8238b4b0eed5549d793e1d4a3cf,APPLIED_VERIFIED,codex-wave4-applier,2026-08-16,Derived from the exact signed candidate and target sentence-evidence snapshot.
SENT-0160,52bebecfb2a435d0e7ff2efea557c5799674ded6,cfc2572291a2676933b08b7466d1ea1e7e76bebb,docs/10.AWSで設計・実装する/10.3.取り込み経路を構成する.md,APPROPRIATE_NORMATIVE,913b5acd2a4c1ba2d6ac202eae107cf61d738218897f5e948f6371bf6ca0b29d,SENT-0171,913b5acd2a4c1ba2d6ac202eae107cf61d738218897f5e948f6371bf6ca0b29d,3555cf9644b41847f82dcfca12cfae7706a1b8238b4b0eed5549d793e1d4a3cf,APPLIED_VERIFIED,codex-wave4-applier,2026-08-16,Derived from the exact signed candidate and target sentence-evidence snapshot.
SENT-0163,52bebecfb2a435d0e7ff2efea557c5799674ded6,cfc2572291a2676933b08b7466d1ea1e7e76bebb,docs/10.AWSで設計・実装する/10.3.取り込み経路を構成する.md,APPROPRIATE_NORMATIVE,1414b01f2db08a9cd75f7259874acda1469c2e4f5e12ba9a89819c29bd13e003,SENT-0174,1414b01f2db08a9cd75f7259874acda1469c2e4f5e12ba9a89819c29bd13e003,3555cf9644b41847f82dcfca12cfae7706a1b8238b4b0eed5549d793e1d4a3cf,APPLIED_VERIFIED,codex-wave4-applier,2026-08-16,Derived from the exact signed candidate and target sentence-evidence snapshot.
SENT-0164,52bebecfb2a435d0e7ff2efea557c5799674ded6,cfc2572291a2676933b08b7466d1ea1e7e76bebb,docs/10.AWSで設計・実装する/10.3.取り込み経路を構成する.md,APPROPRIATE_NORMATIVE,959e75bb8b4400dc8cef0639dbf3f4124260d08f0b1b3b0ab7581a9f30d7fc24,SENT-0175,dab31ef962f3ff9a62ebb2b1c6e4875b6e68783f3ff7245efc2d8ba3b893461f,3555cf9644b41847f82dcfca12cfae7706a1b8238b4b0eed5549d793e1d4a3cf,APPLIED_VERIFIED,codex-wave4-applier,2026-08-16,Derived from the exact signed candidate and target sentence-evidence snapshot.
SENT-0166,52bebecfb2a435d0e7ff2efea557c5799674ded6,cfc2572291a2676933b08b7466d1ea1e7e76bebb,docs/10.AWSで設計・実装する/10.3.取り込み経路を構成する.md,APPROPRIATE_NORMATIVE,e439c8a0f2d4c3d5645a805a6b9bcb2b1149e0c202ce282d7244ccc82fa87f17,SENT-0177,e439c8a0f2d4c3d5645a805a6b9bcb2b1149e0c202ce282d7244ccc82fa87f17,3555cf9644b41847f82dcfca12cfae7706a1b8238b4b0eed5549d793e1d4a3cf,APPLIED_VERIFIED,codex-wave4-applier,2026-08-16,Derived from the exact signed candidate and target sentence-evidence snapshot.
SENT-0171,52bebecfb2a435d0e7ff2efea557c5799674ded6,cfc2572291a2676933b08b7466d1ea1e7e76bebb,docs/10.AWSで設計・実装する/10.3.取り込み経路を構成する.md,APPROPRIATE_NORMATIVE,68384de8dab144f5139dde31a16f619c2e34499589b6060c1222d0369e9be9a0,SENT-0185,68384de8dab144f5139dde31a16f619c2e34499589b6060c1222d0369e9be9a0,3555cf9644b41847f82dcfca12cfae7706a1b8238b4b0eed5549d793e1d4a3cf,APPLIED_VERIFIED,codex-wave4-applier,2026-08-16,Derived from the exact signed candidate and target sentence-evidence snapshot.
SENT-0177,52bebecfb2a435d0e7ff2efea557c5799674ded6,cfc2572291a2676933b08b7466d1ea1e7e76bebb,docs/10.AWSで設計・実装する/10.3.取り込み経路を構成する.md,APPROPRIATE_NORMATIVE,e925b9e5d0034aa2176d4fc65d7f2c61086f6c4871530264edc4eeb69fc51297,SENT-0191,e925b9e5d0034aa2176d4fc65d7f2c61086f6c4871530264edc4eeb69fc51297,3555cf9644b41847f82dcfca12cfae7706a1b8238b4b0eed5549d793e1d4a3cf,APPLIED_VERIFIED,codex-wave4-applier,2026-08-16,Derived from the exact signed candidate and target sentence-evidence snapshot.
SENT-0185,52bebecfb2a435d0e7ff2efea557c5799674ded6,cfc2572291a2676933b08b7466d1ea1e7e76bebb,docs/10.AWSで設計・実装する/10.4.検索経路を構成する.md,APPROPRIATE_NORMATIVE,36f8cf3af0a3d6e30aa382f5c67e9406f3bdcc4e3729a49213970e5ad0f8e3aa,SENT-0199,347ce462f02f3223596749dacf4ac4c4cd0253019bdc9f1b310c254bb1105a74,dfa56d949d896b25229f5dce64b5584ee5775d4f4481b25deaa9d205b4b53a5d,APPLIED_VERIFIED,codex-wave4-applier,2026-08-16,Derived from the exact signed candidate and target sentence-evidence snapshot.
SENT-0186,52bebecfb2a435d0e7ff2efea557c5799674ded6,cfc2572291a2676933b08b7466d1ea1e7e76bebb,docs/10.AWSで設計・実装する/10.4.検索経路を構成する.md,REWRITE_REQUIRED,5dc11669e52eda158bf3212df505904496d6d0811e9e8185a19691de1610dbd3,SENT-0200,40b67d6a36dce74ad07ccfcbade05d362206bcd161a64a70d8860d5e02c1346f,dfa56d949d896b25229f5dce64b5584ee5775d4f4481b25deaa9d205b4b53a5d,APPLIED_VERIFIED,codex-wave4-applier,2026-08-16,Derived from the exact signed candidate and target sentence-evidence snapshot.
SENT-0189,52bebecfb2a435d0e7ff2efea557c5799674ded6,cfc2572291a2676933b08b7466d1ea1e7e76bebb,docs/10.AWSで設計・実装する/10.4.検索経路を構成する.md,APPROPRIATE_NORMATIVE,20da04c643aa957ac088c28ba215b34c4bc04aece02931906065100a336fb542,SENT-0203,20da04c643aa957ac088c28ba215b34c4bc04aece02931906065100a336fb542,dfa56d949d896b25229f5dce64b5584ee5775d4f4481b25deaa9d205b4b53a5d,APPLIED_VERIFIED,codex-wave4-applier,2026-08-16,Derived from the exact signed candidate and target sentence-evidence snapshot.
SENT-0190,52bebecfb2a435d0e7ff2efea557c5799674ded6,cfc2572291a2676933b08b7466d1ea1e7e76bebb,docs/10.AWSで設計・実装する/10.4.検索経路を構成する.md,APPROPRIATE_NORMATIVE,98aafe37ee8c06be81a5774a17f5a74e221cfa752046b80af54d5019f9a32109,SENT-0204,dd8b0587355b03afca4ea82fabe92c50063a2725e107891ddb786449720c1ff9,dfa56d949d896b25229f5dce64b5584ee5775d4f4481b25deaa9d205b4b53a5d,APPLIED_VERIFIED,codex-wave4-applier,2026-08-16,Derived from the exact signed candidate and target sentence-evidence snapshot.
SENT-0197,52bebecfb2a435d0e7ff2efea557c5799674ded6,cfc2572291a2676933b08b7466d1ea1e7e76bebb,docs/10.AWSで設計・実装する/10.4.検索経路を構成する.md,APPROPRIATE_AFTER_QUALIFICATION,4ad317984f8591e972fcb71d0fe83e58639f6fc245c7bab760138cb37e8ab894,SENT-0211,ce68264263482cfbed11727438b37ef22f631378dddd5c0fef471bc588b4ab7b,dfa56d949d896b25229f5dce64b5584ee5775d4f4481b25deaa9d205b4b53a5d,APPLIED_VERIFIED,codex-wave4-applier,2026-08-16,Derived from the exact signed candidate and target sentence-evidence snapshot.
SENT-0198,52bebecfb2a435d0e7ff2efea557c5799674ded6,cfc2572291a2676933b08b7466d1ea1e7e76bebb,docs/10.AWSで設計・実装する/10.4.検索経路を構成する.md,APPROPRIATE_NORMATIVE,a6fb61efb79cb25ccfa8f123aba7044375f80ba2fbc596ae318728de286826c0,SENT-0212,a6fb61efb79cb25ccfa8f123aba7044375f80ba2fbc596ae318728de286826c0,dfa56d949d896b25229f5dce64b5584ee5775d4f4481b25deaa9d205b4b53a5d,APPLIED_VERIFIED,codex-wave4-applier,2026-08-16,Derived from the exact signed candidate and target sentence-evidence snapshot.
SENT-0199,52bebecfb2a435d0e7ff2efea557c5799674ded6,cfc2572291a2676933b08b7466d1ea1e7e76bebb,docs/10.AWSで設計・実装する/10.4.検索経路を構成する.md,APPROPRIATE_NORMATIVE,f25f8bfe1196d59f7ec0598b9870b3aa134c61f5aecbc212169a7d6785074de5,SENT-0213,f25f8bfe1196d59f7ec0598b9870b3aa134c61f5aecbc212169a7d6785074de5,dfa56d949d896b25229f5dce64b5584ee5775d4f4481b25deaa9d205b4b53a5d,APPLIED_VERIFIED,codex-wave4-applier,2026-08-16,Derived from the exact signed candidate and target sentence-evidence snapshot.
SENT-0200,52bebecfb2a435d0e7ff2efea557c5799674ded6,cfc2572291a2676933b08b7466d1ea1e7e76bebb,docs/10.AWSで設計・実装する/10.4.検索経路を構成する.md,APPROPRIATE_NORMATIVE,a1d7badd09f8bcdf59ec156cb1a1b00bc4c0d1017a829d3f860dd681cd1ea1df,SENT-0214,a1d7badd09f8bcdf59ec156cb1a1b00bc4c0d1017a829d3f860dd681cd1ea1df,dfa56d949d896b25229f5dce64b5584ee5775d4f4481b25deaa9d205b4b53a5d,APPLIED_VERIFIED,codex-wave4-applier,2026-08-16,Derived from the exact signed candidate and target sentence-evidence snapshot.
SENT-0201,52bebecfb2a435d0e7ff2efea557c5799674ded6,cfc2572291a2676933b08b7466d1ea1e7e76bebb,docs/10.AWSで設計・実装する/10.4.検索経路を構成する.md,APPROPRIATE_NORMATIVE,22fe326a9d88eb08a85ac2d30861512c54f4c26b9a6c10e3db0071d4db28c5a6,SENT-0215,22fe326a9d88eb08a85ac2d30861512c54f4c26b9a6c10e3db0071d4db28c5a6,dfa56d949d896b25229f5dce64b5584ee5775d4f4481b25deaa9d205b4b53a5d,APPLIED_VERIFIED,codex-wave4-applier,2026-08-16,Derived from the exact signed candidate and target sentence-evidence snapshot.
SENT-0203,52bebecfb2a435d0e7ff2efea557c5799674ded6,cfc2572291a2676933b08b7466d1ea1e7e76bebb,docs/10.AWSで設計・実装する/10.4.検索経路を構成する.md,APPROPRIATE_NORMATIVE,070b114d9b40b72d1c53ebd2eed6c07ce732ac123096157bfc6b0c0f501331e0,SENT-0217,f408fd377ebe5ddae7b4c81060bfa61aa990be128b135b8a7c984a7033ab1b7d,dfa56d949d896b25229f5dce64b5584ee5775d4f4481b25deaa9d205b4b53a5d,APPLIED_VERIFIED,codex-wave4-applier,2026-08-16,Derived from the exact signed candidate and target sentence-evidence snapshot.
SENT-0204,52bebecfb2a435d0e7ff2efea557c5799674ded6,cfc2572291a2676933b08b7466d1ea1e7e76bebb,docs/10.AWSで設計・実装する/10.4.検索経路を構成する.md,APPROPRIATE_NORMATIVE,02b01e54e7d037190f4b850f3266b0dc3afb0a3b0da51844de262deb781fc493,SENT-0218,02b01e54e7d037190f4b850f3266b0dc3afb0a3b0da51844de262deb781fc493,dfa56d949d896b25229f5dce64b5584ee5775d4f4481b25deaa9d205b4b53a5d,APPLIED_VERIFIED,codex-wave4-applier,2026-08-16,Derived from the exact signed candidate and target sentence-evidence snapshot.
SENT-0206,52bebecfb2a435d0e7ff2efea557c5799674ded6,cfc2572291a2676933b08b7466d1ea1e7e76bebb,docs/10.AWSで設計・実装する/10.4.検索経路を構成する.md,APPROPRIATE_NORMATIVE,3ab6b260276b795b933160c11caabfecffa1c4d180d199919a9184c1fcac82e8,SENT-0220,4a81bd1851ca9100fa004230d6f7178f87a7d977a8bec0e8b360a2d95ee61ab5,dfa56d949d896b25229f5dce64b5584ee5775d4f4481b25deaa9d205b4b53a5d,APPLIED_VERIFIED,codex-wave4-applier,2026-08-16,Derived from the exact signed candidate and target sentence-evidence snapshot.
SENT-0208,52bebecfb2a435d0e7ff2efea557c5799674ded6,cfc2572291a2676933b08b7466d1ea1e7e76bebb,docs/10.AWSで設計・実装する/10.4.検索経路を構成する.md,APPROPRIATE_NORMATIVE,2387b7fb2c5510a0ab7716ce02f4f5dbfff17f0c10462c43e2a2ba19a001cdf1,SENT-0222,2387b7fb2c5510a0ab7716ce02f4f5dbfff17f0c10462c43e2a2ba19a001cdf1,dfa56d949d896b25229f5dce64b5584ee5775d4f4481b25deaa9d205b4b53a5d,APPLIED_VERIFIED,codex-wave4-applier,2026-08-16,Derived from the exact signed candidate and target sentence-evidence snapshot.
SENT-0212,52bebecfb2a435d0e7ff2efea557c5799674ded6,cfc2572291a2676933b08b7466d1ea1e7e76bebb,docs/10.AWSで設計・実装する/10.4.検索経路を構成する.md,APPROPRIATE_NORMATIVE,e7002c57e97a28454dbf7dec9efda27a02fc4ab340ed623bb6356a6d9a2a6d22,SENT-0226,e7002c57e97a28454dbf7dec9efda27a02fc4ab340ed623bb6356a6d9a2a6d22,dfa56d949d896b25229f5dce64b5584ee5775d4f4481b25deaa9d205b4b53a5d,APPLIED_VERIFIED,codex-wave4-applier,2026-08-16,Derived from the exact signed candidate and target sentence-evidence snapshot.
