source_id,title,url,trust_tier,inspection_status,evidence_scope,formal_atoms,projection_summary,retrieval_date,notes,source_formula,lean_symbol,projection_adequacy,projection_review_scope,projection_reviewer,projection_review_date,truth_boundary
SRC-020,The dataflow model,https://doi.org/10.14778/2824032.2824076,A,PRIMARY_PAGE_INSPECTED,primary_page,dataflow=true,Controlled projection: dataflow=true,2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.,AND(dataflow=true),SRC_020_sourceTheorem,CURATED_CLAIM_POLARITY_PROJECTION,原著タイトル・要旨で著者自身の提案または結果として述べる肯定命題,OpenAI Codex,2026-08-15 JST,The source summary is a formal premise; publication does not make its external-world claim a Lean theorem.
SRC-021,Delta Lake: High-Performance ACID Table Storage over Cloud Object Stores,https://www.vldb.org/pvldb/vol13/p3411-armbrust.pdf,A,PRIMARY_PAGE_INSPECTED,primary_page,acid=true;attribution=true;cost=true;retrieval=true,"Controlled projection: retrieval=true, attribution=true, cost=true, acid=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.,"AND(acid=true, attribution=true, cost=true, retrieval=true)",SRC_021_sourceTheorem,CURATED_CLAIM_POLARITY_PROJECTION,原著タイトル・要旨で著者自身の提案または結果として述べる肯定命題,OpenAI Codex,2026-08-15 JST,The source summary is a formal premise; publication does not make its external-world claim a Lean theorem.
SRC-022,MillWheel: Fault-Tolerant Stream Processing at Internet Scale,https://www.vldb.org/pvldb/vol6/p1033-akidau.pdf,A,PRIMARY_PAGE_INSPECTED,primary_page,citation=true;cost=true;fault_tolerance=true;generation=true;latency=true;scalability=true,"Controlled projection: generation=true, citation=true, latency=true, cost=true, scalability=true, fault_tolerance=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.,"AND(citation=true, cost=true, fault_tolerance=true, generation=true, latency=true, scalability=true)",SRC_022_sourceTheorem,CURATED_CLAIM_POLARITY_PROJECTION,原著タイトル・要旨で著者自身の提案または結果として述べる肯定命題,OpenAI Codex,2026-08-15 JST,The source summary is a formal premise; publication does not make its external-world claim a Lean theorem.
SRC-023,Hidden Technical Debt in Machine Learning Systems,https://papers.nips.cc/paper/5656-hidden-technical-debt-in-machine-learning-systems,A,PRIMARY_PAGE_INSPECTED,primary_page,risk=true;technical_debt=true,No controlled atom recognized,2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.,"AND(risk=true, technical_debt=true)",SRC_023_sourceTheorem,CURATED_CLAIM_POLARITY_PROJECTION,原著タイトル・要旨で著者自身の提案または結果として述べる肯定命題,OpenAI Codex,2026-08-15 JST,The source summary is a formal premise; publication does not make its external-world claim a Lean theorem.
SRC-024,LayoutLMv3: Pre-training for Document AI with Unified Text and Image Masking,https://arxiv.org/abs/2204.08387,B,PRIMARY_PAGE_INSPECTED,primary_page,multimodal=true,Controlled projection: multimodal=true,2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.,AND(multimodal=true),SRC_024_sourceTheorem,CURATED_CLAIM_POLARITY_PROJECTION,原著タイトル・要旨で著者自身の提案または結果として述べる肯定命題,OpenAI Codex,2026-08-15 JST,The source summary is a formal premise; publication does not make its external-world claim a Lean theorem.
SRC-025,PubLayNet: largest dataset ever for document layout analysis,https://arxiv.org/abs/1908.07836,B,PRIMARY_ABSTRACT_INSPECTED,abstract,benchmark=true;empirical_result=true;evaluation=true;layout=true;retrieval=true,"Controlled projection: retrieval=true, layout=true, evaluation=true, benchmark=true, empirical_result=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.,"AND(benchmark=true, empirical_result=true, evaluation=true, layout=true, retrieval=true)",SRC_025_sourceTheorem,CURATED_CLAIM_POLARITY_PROJECTION,原著タイトル・要旨で著者自身の提案または結果として述べる肯定命題,OpenAI Codex,2026-08-15 JST,The source summary is a formal premise; publication does not make its external-world claim a Lean theorem.
SRC-026,DocLayNet: A Large Human-Annotated Dataset for Document-Layout Analysis,https://arxiv.org/abs/2206.01062,B,PRIMARY_ABSTRACT_INSPECTED,abstract,benchmark=true;empirical_result=true;evidence_support=true;layout=true;retrieval=true;segmentation=true,"Controlled projection: retrieval=true, evidence_support=true, layout=true, segmentation=true, benchmark=true, empirical_result=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.,"AND(benchmark=true, empirical_result=true, evidence_support=true, layout=true, retrieval=true, segmentation=true)",SRC_026_sourceTheorem,CURATED_CLAIM_POLARITY_PROJECTION,原著タイトル・要旨で著者自身の提案または結果として述べる肯定命題,OpenAI Codex,2026-08-15 JST,The source summary is a formal premise; publication does not make its external-world claim a Lean theorem.
SRC-027,LayoutLM: Pre-training of Text and Layout for Document Image Understanding,https://arxiv.org/abs/1912.13318,B,PRIMARY_ABSTRACT_INSPECTED,abstract,empirical_result=true;layout=true;retrieval=true,"Controlled projection: retrieval=true, layout=true, empirical_result=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.,"AND(empirical_result=true, layout=true, retrieval=true)",SRC_027_sourceTheorem,CURATED_CLAIM_POLARITY_PROJECTION,原著タイトル・要旨で著者自身の提案または結果として述べる肯定命題,OpenAI Codex,2026-08-15 JST,The source summary is a formal premise; publication does not make its external-world claim a Lean theorem.
SRC-028,OCR-free Document Understanding Transformer,https://arxiv.org/abs/2111.15664,B,PRIMARY_ABSTRACT_INSPECTED,abstract,cost=true;empirical_result=true;ocr=true;retrieval=true,"Controlled projection: retrieval=true, ocr=true, cost=true, empirical_result=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.,"AND(cost=true, empirical_result=true, ocr=true, retrieval=true)",SRC_028_sourceTheorem,CURATED_CLAIM_POLARITY_PROJECTION,原著タイトル・要旨で著者自身の提案または結果として述べる肯定命題,OpenAI Codex,2026-08-15 JST,The source summary is a formal premise; publication does not make its external-world claim a Lean theorem.
SRC-029,PubTables-1M: Towards comprehensive table extraction from unstructured documents,https://arxiv.org/abs/2110.00061,B,PRIMARY_ABSTRACT_INSPECTED,abstract,benchmark=true;empirical_result=true;evaluation=true;retrieval=true;segmentation=true;table_extraction=true,"Controlled projection: retrieval=true, table_extraction=true, segmentation=true, evaluation=true, benchmark=true, empirical_result=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.,"AND(benchmark=true, empirical_result=true, evaluation=true, retrieval=true, segmentation=true, table_extraction=true)",SRC_029_sourceTheorem,CURATED_CLAIM_POLARITY_PROJECTION,原著タイトル・要旨で著者自身の提案または結果として述べる肯定命題,OpenAI Codex,2026-08-15 JST,The source summary is a formal premise; publication does not make its external-world claim a Lean theorem.
SRC-030,Nougat: Neural Optical Understanding for Academic Documents,https://arxiv.org/abs/2308.13418,B,PRIMARY_ABSTRACT_INSPECTED,abstract,ocr=true;retrieval=true,"Controlled projection: retrieval=true, ocr=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.,"AND(ocr=true, retrieval=true)",SRC_030_sourceTheorem,CURATED_CLAIM_POLARITY_PROJECTION,原著タイトル・要旨で著者自身の提案または結果として述べる肯定命題,OpenAI Codex,2026-08-15 JST,The source summary is a formal premise; publication does not make its external-world claim a Lean theorem.
SRC-031,Dense X Retrieval: What Retrieval Granularity Should We Use?,https://arxiv.org/abs/2312.06648,B,PRIMARY_ABSTRACT_INSPECTED,abstract,chunking=true;dense=true;empirical_result=true;generation=true;rag=true;retrieval=true,"Controlled projection: rag=true, retrieval=true, generation=true, chunking=true, dense=true, empirical_result=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.,"AND(chunking=true, dense=true, empirical_result=true, generation=true, rag=true, retrieval=true)",SRC_031_sourceTheorem,CURATED_CLAIM_POLARITY_PROJECTION,原著タイトル・要旨で著者自身の提案または結果として述べる肯定命題,OpenAI Codex,2026-08-15 JST,The source summary is a formal premise; publication does not make its external-world claim a Lean theorem.
SRC-032,Text Tiling: Segmenting Text into Multi-paragraph Subtopic Passages,https://aclanthology.org/J97-1003/,A,PRIMARY_ABSTRACT_INSPECTED,abstract,lexical_cohesion=true;segmentation=true;verification=true,"Controlled projection: verification=true, segmentation=true, lexical_cohesion=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.,"AND(lexical_cohesion=true, segmentation=true, verification=true)",SRC_032_sourceTheorem,CURATED_CLAIM_POLARITY_PROJECTION,原著タイトル・要旨で著者自身の提案または結果として述べる肯定命題,OpenAI Codex,2026-08-15 JST,The source summary is a formal premise; publication does not make its external-world claim a Lean theorem.
SRC-033,RAPTOR: Recursive Abstractive Processing for Tree-Organized Retrieval,https://arxiv.org/abs/2401.18059,B,PRIMARY_ABSTRACT_INSPECTED,abstract,ab_testing=true;benchmark=true;empirical_result=true;evaluation=true;generated_summaries=true;generation=true;hierarchical=true;multi_hop=true;provenance_required=true;rag=true;retrieval=true,"Controlled projection: rag=true, retrieval=true, generation=true, hierarchical=true, multi_hop=true, evaluation=true, benchmark=true, ab_testing=true, empirical_result=true, generated_summaries=true, provenance_required=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.,"AND(ab_testing=true, benchmark=true, empirical_result=true, evaluation=true, generated_summaries=true, generation=true, hierarchical=true, multi_hop=true, provenance_required=true, rag=true, retrieval=true)",SRC_033_sourceTheorem,CURATED_CLAIM_POLARITY_PROJECTION,原著タイトル・要旨で著者自身の提案または結果として述べる肯定命題,OpenAI Codex,2026-08-15 JST,The source summary is a formal premise; publication does not make its external-world claim a Lean theorem.
SRC-034,Late Chunking: Contextual Chunk Embeddings Using Long-Context Embedding Models,https://arxiv.org/abs/2409.04701,B,PRIMARY_ABSTRACT_INSPECTED,abstract,chunking=true;compression=true;embedding_model=true;encode_before_pool=true;long_context=true;retrieval=true,"Controlled projection: retrieval=true, chunking=true, compression=true, long_context=true, embedding_model=true, encode_before_pool=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.,"AND(chunking=true, compression=true, embedding_model=true, encode_before_pool=true, long_context=true, retrieval=true)",SRC_034_sourceTheorem,CURATED_CLAIM_POLARITY_PROJECTION,原著タイトル・要旨で著者自身の提案または結果として述べる肯定命題,OpenAI Codex,2026-08-15 JST,The source summary is a formal premise; publication does not make its external-world claim a Lean theorem.
SRC-035,Lost in the Middle: How Language Models Use Long Contexts,https://arxiv.org/abs/2307.03172,B,PRIMARY_ABSTRACT_INSPECTED,abstract,evaluation=true;generation=true;long_context=true;retrieval=true,"Controlled projection: retrieval=true, generation=true, long_context=true, evaluation=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.,"AND(evaluation=true, generation=true, long_context=true, retrieval=true)",SRC_035_sourceTheorem,CURATED_CLAIM_POLARITY_PROJECTION,原著タイトル・要旨で著者自身の提案または結果として述べる肯定命題,OpenAI Codex,2026-08-15 JST,The source summary is a formal premise; publication does not make its external-world claim a Lean theorem.
SRC-036,KILT: a Benchmark for Knowledge Intensive Language Tasks,https://arxiv.org/abs/2009.02252,B,PRIMARY_ABSTRACT_INSPECTED,abstract,benchmark=true;empirical_result=true;evaluation=true;evidence_support=true;external_knowledge=true;factuality=true;generation=true;knowledge_intensive=true;open_domain_qa=true;retrieval=true,"Controlled projection: retrieval=true, generation=true, external_knowledge=true, knowledge_intensive=true, open_domain_qa=true, factuality=true, evidence_support=true, evaluation=true, benchmark=true, empirical_result=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.,"AND(benchmark=true, empirical_result=true, evaluation=true, evidence_support=true, external_knowledge=true, factuality=true, generation=true, knowledge_intensive=true, open_domain_qa=true, retrieval=true)",SRC_036_sourceTheorem,CURATED_CLAIM_POLARITY_PROJECTION,原著タイトル・要旨で著者自身の提案または結果として述べる肯定命題,OpenAI Codex,2026-08-15 JST,The source summary is a formal premise; publication does not make its external-world claim a Lean theorem.
SRC-037,Enabling Large Language Models to Generate Text with Citations,https://arxiv.org/abs/2305.14627,B,PRIMARY_ABSTRACT_INSPECTED,abstract,benchmark=true;citation=true;dimension_contract=true;empirical_result=true;evaluation=true;evidence_support=true;generation=true;hallucination=true;human_evaluation=true;retrieval=true,"Controlled projection: retrieval=true, generation=true, citation=true, hallucination=true, evidence_support=true, evaluation=true, benchmark=true, human_evaluation=true, dimension_contract=true, empirical_result=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.,"AND(benchmark=true, citation=true, dimension_contract=true, empirical_result=true, evaluation=true, evidence_support=true, generation=true, hallucination=true, human_evaluation=true, retrieval=true)",SRC_037_sourceTheorem,CURATED_CLAIM_POLARITY_PROJECTION,原著タイトル・要旨で著者自身の提案または結果として述べる肯定命題,OpenAI Codex,2026-08-15 JST,The source summary is a formal premise; publication does not make its external-world claim a Lean theorem.
SRC-038,StreamingQA: A Benchmark for Adaptation to New Knowledge over Time in Question Answering Models,https://arxiv.org/abs/2205.11388,B,PRIMARY_ABSTRACT_INSPECTED,abstract,benchmark=true;empirical_result=true;evaluation=true;generation=true;retrieval=true;temporal_freshness=true,"Controlled projection: retrieval=true, generation=true, temporal_freshness=true, evaluation=true, benchmark=true, empirical_result=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.,"AND(benchmark=true, empirical_result=true, evaluation=true, generation=true, retrieval=true, temporal_freshness=true)",SRC_038_sourceTheorem,CURATED_CLAIM_POLARITY_PROJECTION,原著タイトル・要旨で著者自身の提案または結果として述べる肯定命題,OpenAI Codex,2026-08-15 JST,The source summary is a formal premise; publication does not make its external-world claim a Lean theorem.
