sentence_id,docs_commit,original_sentence,revised_sentence,semantic_proposition,logical_operator,claim_type,modality,scope,primary_source_ids,source_locator,source_claim_role,supported_atoms,unsupported_atoms,unsupported_relation,appropriateness_verdict,verdict_reason,normative_criteria,exceptions,external_truth_level,action,owner,due_date,unblock_condition,lean_theorem,lean_assurance,axiom_audit,primary_reviewer,primary_review_date,independent_reviewer,independent_review_date,review_status,axis_authority,axis_directness,axis_completeness,axis_claim_polarity,axis_scope,axis_modality,axis_pedagogical_validity,axis_formalization_validity
SENT-0840,52bebecfb2a435d0e7ff2efea557c5799674ded6,親を大きくしすぎると、無関係な話題と入力トークンが増え、必要情報が長文に埋もれます。,本ガイドの基本構成では、親を大きくしすぎると、無関係な話題と入力トークンが増え、必要情報が長文に埋もれます。,UNFORMALIZED,UNFORMALIZED,general_technical_claim,必要,3.4.4 (docs/3.回答に使う資料を準備する/3.4.Chunking設計.md:96),SRC-002;SRC-005;SRC-009;SRC-010;SRC-011,UNVERIFIED_CANDIDATE_URL_ONLY,BACKGROUND_CITATION,,,,REWRITE_REQUIRED,権威性=候補一次資料のみ; 直接性=locator未確認; 網羅性=未支持atom=none-explicit; 主張極性=BACKGROUND_CITATIONとして再分類; スコープ=PASS_AFTER_TEST_SCOPE_QUALIFICATION; モダリティ=PASS_AFTER_HYPOTHESIS_QUALIFIER; 教材妥当性=PASS_AS_EXPLICIT_TESTABLE_HYPOTHESIS; 形式化妥当性=FAIL_UNFORMALIZED。「親を大きくしすぎると、無関係な話題と入力トークンが増え、必要情報が長文に埋もれます。」は候補資料(SRC-002;SRC-005;SRC-009;SRC-010;SRC-011)に直接locatorがなく、一般的事実としてはFAIL_UNFORMALIZEDが残る。原文の対象と作用を維持したまま、本ガイドの構成または対象データでの検証へスコープを限定すれば教材上の検討事項を保持できる。,,,UNVERIFIED,原文をrevised_sentenceへ置換し、対象データ、比較条件、観測指標、合否閾値を同じ節に追記する。検証後に限り事実表現へ戻し、意味を保存して再形式化する。,,,,,INCONCLUSIVE,NOT_APPLICABLE_UNPROVED,,,codex-independent-wave4,2026-08-15,INDEPENDENT_REVIEW_COMPLETE,PARTIAL_CANDIDATE_SOURCE_ONLY,FAIL_NO_DIRECT_LOCATOR,FAIL_UNFORMALIZED,BACKGROUND_CITATION,PASS_AFTER_TEST_SCOPE_QUALIFICATION,PASS_AFTER_HYPOTHESIS_QUALIFIER,PASS_AS_EXPLICIT_TESTABLE_HYPOTHESIS,FAIL_UNFORMALIZED
SENT-0850,52bebecfb2a435d0e7ff2efea557c5799674ded6,代名詞、省略された主語、前節で定義した用語は、チャンクだけでは解釈しにくい場合があります。,代名詞、省略された主語、前節で定義した用語は、チャンクだけでは解釈しにくい場合を想定し、その発生条件と影響を対象データで確認します。,UNFORMALIZED,UNFORMALIZED,general_technical_claim,場合があります,3.4.4 (docs/3.回答に使う資料を準備する/3.4.Chunking設計.md:114),SRC-002;SRC-005;SRC-009;SRC-010;SRC-011,UNVERIFIED_CANDIDATE_URL_ONLY,BACKGROUND_CITATION,,,,REWRITE_REQUIRED,権威性=候補一次資料のみ; 直接性=locator未確認; 網羅性=未支持atom=none-explicit; 主張極性=BACKGROUND_CITATIONとして再分類; スコープ=PASS_AFTER_TEST_SCOPE_QUALIFICATION; モダリティ=PASS_AFTER_HYPOTHESIS_QUALIFIER; 教材妥当性=PASS_AS_EXPLICIT_TESTABLE_HYPOTHESIS; 形式化妥当性=FAIL_UNFORMALIZED。「代名詞、省略された主語、前節で定義した用語は、チャンクだけでは解釈しにくい場合があります。」は候補資料(SRC-002;SRC-005;SRC-009;SRC-010;SRC-011)に直接locatorがなく、一般的事実としてはFAIL_UNFORMALIZEDが残る。原文の対象と作用を維持したまま、本ガイドの構成または対象データでの検証へスコープを限定すれば教材上の検討事項を保持できる。,,,UNVERIFIED,原文をrevised_sentenceへ置換し、対象データ、比較条件、観測指標、合否閾値を同じ節に追記する。検証後に限り事実表現へ戻し、意味を保存して再形式化する。,,,,,INCONCLUSIVE,NOT_APPLICABLE_UNPROVED,,,codex-independent-wave4,2026-08-15,INDEPENDENT_REVIEW_COMPLETE,PARTIAL_CANDIDATE_SOURCE_ONLY,FAIL_NO_DIRECT_LOCATOR,FAIL_UNFORMALIZED,BACKGROUND_CITATION,PASS_AFTER_TEST_SCOPE_QUALIFICATION,PASS_AFTER_HYPOTHESIS_QUALIFIER,PASS_AS_EXPLICIT_TESTABLE_HYPOTHESIS,FAIL_UNFORMALIZED
SENT-0852,52bebecfb2a435d0e7ff2efea557c5799674ded6,チャンク本文を書き換えず、埋め込み表現へ周囲の文脈を反映することを狙います。,本ガイドの基本構成では、チャンク本文を書き換えず、埋め込み表現へ周囲の文脈を反映することを狙います。,UNFORMALIZED,UNFORMALIZED,general_technical_claim,UNCLASSIFIED,3.4.4 (docs/3.回答に使う資料を準備する/3.4.Chunking設計.md:117),SRC-034,UNVERIFIED_CANDIDATE_URL_ONLY,BACKGROUND_CITATION,,,,REWRITE_REQUIRED,権威性=候補一次資料のみ; 直接性=locator未確認; 網羅性=未支持atom=none-explicit; 主張極性=BACKGROUND_CITATIONとして再分類; スコープ=PASS_AFTER_TEST_SCOPE_QUALIFICATION; モダリティ=PASS_AFTER_HYPOTHESIS_QUALIFIER; 教材妥当性=PASS_AS_EXPLICIT_TESTABLE_HYPOTHESIS; 形式化妥当性=FAIL_UNFORMALIZED。「チャンク本文を書き換えず、埋め込み表現へ周囲の文脈を反映することを狙います。」は候補資料(SRC-034)に直接locatorがなく、一般的事実としてはFAIL_UNFORMALIZEDが残る。原文の対象と作用を維持したまま、本ガイドの構成または対象データでの検証へスコープを限定すれば教材上の検討事項を保持できる。,,,UNVERIFIED,原文をrevised_sentenceへ置換し、対象データ、比較条件、観測指標、合否閾値を同じ節に追記する。検証後に限り事実表現へ戻し、意味を保存して再形式化する。,,,,,INCONCLUSIVE,NOT_APPLICABLE_UNPROVED,,,codex-independent-wave4,2026-08-15,INDEPENDENT_REVIEW_COMPLETE,PARTIAL_CANDIDATE_SOURCE_ONLY,FAIL_NO_DIRECT_LOCATOR,FAIL_UNFORMALIZED,BACKGROUND_CITATION,PASS_AFTER_TEST_SCOPE_QUALIFICATION,PASS_AFTER_HYPOTHESIS_QUALIFIER,PASS_AS_EXPLICIT_TESTABLE_HYPOTHESIS,FAIL_UNFORMALIZED
SENT-0855,52bebecfb2a435d0e7ff2efea557c5799674ded6,代名詞や節間参照を含む質問群で、通常のチャンク埋め込みと比較してから導入します。,代名詞や節間参照を含む質問群で、通常のチャンク埋め込みと比較してから導入します。,UNFORMALIZED,UNFORMALIZED,general_technical_claim,UNCLASSIFIED,3.4.4 (docs/3.回答に使う資料を準備する/3.4.Chunking設計.md:121),SRC-002;SRC-005;SRC-009;SRC-010;SRC-011,NOT_APPLICABLE_LOCAL_NORM,HYPOTHESIS,,,,APPROPRIATE_NORMATIVE,権威性=候補一次資料のみ; 直接性=locator未確認; 網羅性=未支持atom=none-explicit; 主張極性=HYPOTHESISとして再分類; スコープ=PASS_LOCAL_DESIGN_POLICY; モダリティ=PASS_AS_DISCLOSED_NORMATIVE_RULE; 教材妥当性=PASS_AFTER_EXPLICIT_CRITERIA_AND_EXCEPTION; 形式化妥当性=FAIL_UNFORMALIZED。「代名詞や節間参照を含む質問群で、通常のチャンク埋め込みと比較してから導入します。」は外的真偽の断定ではなく、対象・処理・判断を特定した設計・運用上の選択規則として読める。ただし候補資料(SRC-002;SRC-005;SRC-009;SRC-010;SRC-011)はURL単位で、直接locatorは未確認。規範の判断基準と例外を明示すれば教材として採用できる。形式面ではFAIL_UNFORMALIZEDを別途解消する必要がある。,対象要件、適用条件、観測可能な受入基準、担当、失敗時の処理を明示すること,適用条件を満たさない場合は単純な経路または回答保留へ戻し、例外理由と期限を記録する,NOT_APPLICABLE,本文は維持し、節内に判断基準「対象要件、適用条件、観測可能な受入基準、担当、失敗時の処理を明示すること」と例外「適用条件を満たさない場合は単純な経路または回答保留へ戻し、例外理由と期限を記録する」を明記する。経験的な効果保証とは分離し、意味を保存して再形式化する。,,,,,INCONCLUSIVE,NOT_APPLICABLE_UNPROVED,,,codex-independent-wave4,2026-08-15,INDEPENDENT_REVIEW_COMPLETE,PARTIAL_CANDIDATE_SOURCE_ONLY,FAIL_NO_DIRECT_LOCATOR,FAIL_UNFORMALIZED,HYPOTHESIS,PASS_LOCAL_DESIGN_POLICY,PASS_AS_DISCLOSED_NORMATIVE_RULE,PASS_AFTER_EXPLICIT_CRITERIA_AND_EXCEPTION,FAIL_UNFORMALIZED
SENT-0856,52bebecfb2a435d0e7ff2efea557c5799674ded6,チャンクには、再構築後も由来を追跡できるIDが必要です。,本ガイドでは、チャンクにを「再構築後も由来を追跡できるIDが必要」として用います。,UNFORMALIZED,UNFORMALIZED,general_technical_claim,必要;できる,3.4.5 (docs/3.回答に使う資料を準備する/3.4.Chunking設計.md:125),SRC-002;SRC-005;SRC-009;SRC-010;SRC-011,NOT_APPLICABLE_LOCAL_NORM,DEFINITION_OR_SPEC,,,,APPROPRIATE_NORMATIVE,権威性=候補一次資料のみ; 直接性=locator未確認; 網羅性=未支持atom=none-explicit; 主張極性=DEFINITION_OR_SPECとして再分類; スコープ=PASS_AFTER_LOCAL_GUIDE_SCOPE; モダリティ=PASS_AFTER_DEFINITION_QUALIFIER; 教材妥当性=PASS_AFTER_LOCAL_DEFINITION_QUALIFIER; 形式化妥当性=FAIL_UNFORMALIZED。一般的事実としての権威性・直接性は候補URLだけでは確認できないが、ガイド内の操作的定義へスコープを限定すれば、強い外的真偽を主張せず教材上の役割を保てる。形式面ではFAIL_UNFORMALIZEDが残る。,用語を本ガイド内で一貫して用い、外部仕様上の定義と区別すること,公式標準または製品仕様に別定義がある場合は名称と版を併記し、その定義を優先する,NOT_APPLICABLE,原文をrevised_sentenceへ置換し、用語集と本文で同じ操作的定義を使用して再形式化する。,,,,,INCONCLUSIVE,NOT_APPLICABLE_UNPROVED,,,codex-independent-wave4,2026-08-15,INDEPENDENT_REVIEW_COMPLETE,PARTIAL_CANDIDATE_SOURCE_ONLY,FAIL_NO_DIRECT_LOCATOR,FAIL_UNFORMALIZED,DEFINITION_OR_SPEC,PASS_AFTER_LOCAL_GUIDE_SCOPE,PASS_AFTER_DEFINITION_QUALIFIER,PASS_AFTER_LOCAL_DEFINITION_QUALIFIER,FAIL_UNFORMALIZED
SENT-0873,52bebecfb2a435d0e7ff2efea557c5799674ded6,このため、検索だけを改善しても、LLMへ渡す単位が大きすぎれば最終回答が改善するとは限りません。,このため、検索だけを改善しても、LLMへ渡す単位が大きすぎれば最終回答が改善するとは限りません。,"NOT(AND(AND(ATOM(retrieval=true), ATOM(generation=true)), ATOM(empirical_result=true)))",NOT,empirical_or_research_claim,ません,3.4.6 (docs/3.回答に使う資料を準備する/3.4.Chunking設計.md:150),SRC-031;SRC-035,NOT_APPLICABLE_LOCAL_NORM,HYPOTHESIS,empirical_result=true;generation=true;retrieval=true,,NOT,APPROPRIATE_NORMATIVE,権威性=候補一次資料のみ; 直接性=locator未確認; 網羅性=関係NOT自体の根拠未確認; 主張極性=HYPOTHESISとして再分類; スコープ=PASS_LOCAL_DESIGN_POLICY; モダリティ=PASS_AS_DISCLOSED_NORMATIVE_RULE; 教材妥当性=PASS_AFTER_EXPLICIT_CRITERIA_AND_EXCEPTION; 形式化妥当性=FAIL_RELATION_NOT。「このため、検索だけを改善しても、LLMへ渡す単位が大きすぎれば最終回答が改善するとは限りません。」は外的真偽の断定ではなく、対象・処理・判断を特定した設計・運用上の選択規則として読める。ただし候補資料(SRC-031;SRC-035)はURL単位で、直接locatorは未確認。規範の判断基準と例外を明示すれば教材として採用できる。形式面ではFAIL_RELATION_NOTを別途解消する必要がある。,禁止対象、禁止理由、代替経路を明示し、安全性・再現性・追跡性のいずれを守る規則か検査できること,禁止理由を満たす別の統制が同等以上の証拠で確認できる場合のみ例外とし、理由と期限を記録する,NOT_APPLICABLE,本文は維持し、節内に判断基準「禁止対象、禁止理由、代替経路を明示し、安全性・再現性・追跡性のいずれを守る規則か検査できること」と例外「禁止理由を満たす別の統制が同等以上の証拠で確認できる場合のみ例外とし、理由と期限を記録する」を明記する。経験的な効果保証とは分離し、意味を保存して再形式化する。,,,,,INCONCLUSIVE,NOT_APPLICABLE_UNPROVED,,,codex-independent-wave4,2026-08-15,INDEPENDENT_REVIEW_COMPLETE,PARTIAL_CANDIDATE_SOURCE_ONLY,FAIL_NO_DIRECT_LOCATOR,FAIL_RELATION_NOT,HYPOTHESIS,PASS_LOCAL_DESIGN_POLICY,PASS_AS_DISCLOSED_NORMATIVE_RULE,PASS_AFTER_EXPLICIT_CRITERIA_AND_EXCEPTION,FAIL_RELATION_NOT
SENT-0877,52bebecfb2a435d0e7ff2efea557c5799674ded6,平均チャンク長だけでは、分割の失敗を診断できません。,本ガイドの基本構成では、平均チャンク長だけでは、分割の失敗を診断できません。,NOT(ATOM(evaluation=true)),NOT,general_technical_claim,ません,3.4.6 (docs/3.回答に使う資料を準備する/3.4.Chunking設計.md:156),SRC-035,UNVERIFIED_CANDIDATE_URL_ONLY,BACKGROUND_CITATION,evaluation=true,,NOT,REWRITE_REQUIRED,権威性=候補一次資料のみ; 直接性=locator未確認; 網羅性=関係NOT自体の根拠未確認; 主張極性=BACKGROUND_CITATIONとして再分類; スコープ=PASS_AFTER_TEST_SCOPE_QUALIFICATION; モダリティ=PASS_AFTER_HYPOTHESIS_QUALIFIER; 教材妥当性=PASS_AS_EXPLICIT_TESTABLE_HYPOTHESIS; 形式化妥当性=FAIL_RELATION_NOT。「平均チャンク長だけでは、分割の失敗を診断できません。」は候補資料(SRC-035)に直接locatorがなく、一般的事実としてはFAIL_RELATION_NOTが残る。原文の対象と作用を維持したまま、本ガイドの構成または対象データでの検証へスコープを限定すれば教材上の検討事項を保持できる。,,,UNVERIFIED,原文をrevised_sentenceへ置換し、対象データ、比較条件、観測指標、合否閾値を同じ節に追記する。検証後に限り事実表現へ戻し、意味を保存して再形式化する。,,,,,INCONCLUSIVE,NOT_APPLICABLE_UNPROVED,,,codex-independent-wave4,2026-08-15,INDEPENDENT_REVIEW_COMPLETE,PARTIAL_CANDIDATE_SOURCE_ONLY,FAIL_NO_DIRECT_LOCATOR,FAIL_RELATION_NOT,BACKGROUND_CITATION,PASS_AFTER_TEST_SCOPE_QUALIFICATION,PASS_AFTER_HYPOTHESIS_QUALIFIER,PASS_AS_EXPLICIT_TESTABLE_HYPOTHESIS,FAIL_RELATION_NOT
SENT-0884,52bebecfb2a435d0e7ff2efea557c5799674ded6,チャンクから元ページと引用範囲へ戻れません。,本ガイドの基本構成では、チャンクから元ページと引用範囲へ戻れません。,NOT(ATOM(citation=true)),NOT,general_technical_claim,ません,3.4.6 (docs/3.回答に使う資料を準備する/3.4.Chunking設計.md:164),SRC-022;SRC-037,UNVERIFIED_CANDIDATE_URL_ONLY,BACKGROUND_CITATION,citation=true,,NOT,REWRITE_REQUIRED,権威性=候補一次資料のみ; 直接性=locator未確認; 網羅性=関係NOT自体の根拠未確認; 主張極性=BACKGROUND_CITATIONとして再分類; スコープ=PASS_AFTER_TEST_SCOPE_QUALIFICATION; モダリティ=PASS_AFTER_HYPOTHESIS_QUALIFIER; 教材妥当性=PASS_AS_EXPLICIT_TESTABLE_HYPOTHESIS; 形式化妥当性=FAIL_RELATION_NOT。「チャンクから元ページと引用範囲へ戻れません。」は候補資料(SRC-022;SRC-037)に直接locatorがなく、一般的事実としてはFAIL_RELATION_NOTが残る。原文の対象と作用を維持したまま、本ガイドの構成または対象データでの検証へスコープを限定すれば教材上の検討事項を保持できる。,,,UNVERIFIED,原文をrevised_sentenceへ置換し、対象データ、比較条件、観測指標、合否閾値を同じ節に追記する。検証後に限り事実表現へ戻し、意味を保存して再形式化する。,,,,,INCONCLUSIVE,NOT_APPLICABLE_UNPROVED,,,codex-independent-wave4,2026-08-15,INDEPENDENT_REVIEW_COMPLETE,PARTIAL_CANDIDATE_SOURCE_ONLY,FAIL_NO_DIRECT_LOCATOR,FAIL_RELATION_NOT,BACKGROUND_CITATION,PASS_AFTER_TEST_SCOPE_QUALIFICATION,PASS_AFTER_HYPOTHESIS_QUALIFIER,PASS_AS_EXPLICIT_TESTABLE_HYPOTHESIS,FAIL_RELATION_NOT
SENT-0898,52bebecfb2a435d0e7ff2efea557c5799674ded6,埋め込みの類似度では、版、有効期間、権威性、権限を判断できません。,本ガイドの基本構成では、埋め込みの類似度では、版、有効期間、権威性、権限を判断できません。,NOT(ATOM(authorization=true)),NOT,general_technical_claim,ません,FILE-INTRO (docs/3.回答に使う資料を準備する/3.5.Metadata・Provenance・ACL設計.md:5),SRC-040;SRC-041,UNVERIFIED_CANDIDATE_URL_ONLY,BACKGROUND_CITATION,authorization=true,,NOT,REWRITE_REQUIRED,権威性=候補一次資料のみ; 直接性=locator未確認; 網羅性=関係NOT自体の根拠未確認; 主張極性=BACKGROUND_CITATIONとして再分類; スコープ=PASS_AFTER_TEST_SCOPE_QUALIFICATION; モダリティ=PASS_AFTER_HYPOTHESIS_QUALIFIER; 教材妥当性=PASS_AS_EXPLICIT_TESTABLE_HYPOTHESIS; 形式化妥当性=FAIL_RELATION_NOT。「埋め込みの類似度では、版、有効期間、権威性、権限を判断できません。」は候補資料(SRC-040;SRC-041)に直接locatorがなく、一般的事実としてはFAIL_RELATION_NOTが残る。原文の対象と作用を維持したまま、本ガイドの構成または対象データでの検証へスコープを限定すれば教材上の検討事項を保持できる。,,,UNVERIFIED,原文をrevised_sentenceへ置換し、対象データ、比較条件、観測指標、合否閾値を同じ節に追記する。検証後に限り事実表現へ戻し、意味を保存して再形式化する。,,,,,INCONCLUSIVE,NOT_APPLICABLE_UNPROVED,,,codex-independent-wave4,2026-08-15,INDEPENDENT_REVIEW_COMPLETE,PARTIAL_CANDIDATE_SOURCE_ONLY,FAIL_NO_DIRECT_LOCATOR,FAIL_RELATION_NOT,BACKGROUND_CITATION,PASS_AFTER_TEST_SCOPE_QUALIFICATION,PASS_AFTER_HYPOTHESIS_QUALIFIER,PASS_AS_EXPLICIT_TESTABLE_HYPOTHESIS,FAIL_RELATION_NOT
SENT-0908,52bebecfb2a435d0e7ff2efea557c5799674ded6,一つの値だけを主キーにせず、情報源、文書、文書版、チャンクを別々に識別します。,一つの値だけを主キーにせず、情報源、文書、文書版、チャンクを別々に識別します。,UNFORMALIZED,UNFORMALIZED,general_technical_claim,UNCLASSIFIED,3.5.1 (docs/3.回答に使う資料を準備する/3.5.Metadata・Provenance・ACL設計.md:21),SRC-002;SRC-005;SRC-009;SRC-010;SRC-011,NOT_APPLICABLE_LOCAL_NORM,HYPOTHESIS,,,,APPROPRIATE_NORMATIVE,権威性=候補一次資料のみ; 直接性=locator未確認; 網羅性=未支持atom=none-explicit; 主張極性=HYPOTHESISとして再分類; スコープ=PASS_LOCAL_DESIGN_POLICY; モダリティ=PASS_AS_DISCLOSED_NORMATIVE_RULE; 教材妥当性=PASS_AFTER_EXPLICIT_CRITERIA_AND_EXCEPTION; 形式化妥当性=FAIL_UNFORMALIZED。「一つの値だけを主キーにせず、情報源、文書、文書版、チャンクを別々に識別します。」は外的真偽の断定ではなく、対象・処理・判断を特定した設計・運用上の選択規則として読める。ただし候補資料(SRC-002;SRC-005;SRC-009;SRC-010;SRC-011)はURL単位で、直接locatorは未確認。規範の判断基準と例外を明示すれば教材として採用できる。形式面ではFAIL_UNFORMALIZEDを別途解消する必要がある。,対象要件、適用条件、観測可能な受入基準、担当、失敗時の処理を明示すること,適用条件を満たさない場合は単純な経路または回答保留へ戻し、例外理由と期限を記録する,NOT_APPLICABLE,本文は維持し、節内に判断基準「対象要件、適用条件、観測可能な受入基準、担当、失敗時の処理を明示すること」と例外「適用条件を満たさない場合は単純な経路または回答保留へ戻し、例外理由と期限を記録する」を明記する。経験的な効果保証とは分離し、意味を保存して再形式化する。,,,,,INCONCLUSIVE,NOT_APPLICABLE_UNPROVED,,,codex-independent-wave4,2026-08-15,INDEPENDENT_REVIEW_COMPLETE,PARTIAL_CANDIDATE_SOURCE_ONLY,FAIL_NO_DIRECT_LOCATOR,FAIL_UNFORMALIZED,HYPOTHESIS,PASS_LOCAL_DESIGN_POLICY,PASS_AS_DISCLOSED_NORMATIVE_RULE,PASS_AFTER_EXPLICIT_CRITERIA_AND_EXCEPTION,FAIL_UNFORMALIZED
SENT-0965,52bebecfb2a435d0e7ff2efea557c5799674ded6,ただし、添付ファイル、コメント、埋め込みオブジェクト、外部リンクは、親文書と別の権限を持つ場合があります。,ただし、添付ファイル、コメント、埋め込みオブジェクト、外部リンクは、親文書と別の権限を持つ場合を想定し、その発生条件と影響を対象データで確認します。,UNFORMALIZED,UNFORMALIZED,general_technical_claim,場合があります,3.5.4 (docs/3.回答に使う資料を準備する/3.5.Metadata・Provenance・ACL設計.md:106),SRC-002;SRC-005;SRC-009;SRC-010;SRC-011,UNVERIFIED_CANDIDATE_URL_ONLY,BACKGROUND_CITATION,,,,REWRITE_REQUIRED,権威性=候補一次資料のみ; 直接性=locator未確認; 網羅性=未支持atom=none-explicit; 主張極性=BACKGROUND_CITATIONとして再分類; スコープ=PASS_AFTER_TEST_SCOPE_QUALIFICATION; モダリティ=PASS_AFTER_HYPOTHESIS_QUALIFIER; 教材妥当性=PASS_AS_EXPLICIT_TESTABLE_HYPOTHESIS; 形式化妥当性=FAIL_UNFORMALIZED。「ただし、添付ファイル、コメント、埋め込みオブジェクト、外部リンクは、親文書と別の権限を持つ場合があります。」は候補資料(SRC-002;SRC-005;SRC-009;SRC-010;SRC-011)に直接locatorがなく、一般的事実としてはFAIL_UNFORMALIZEDが残る。原文の対象と作用を維持したまま、本ガイドの構成または対象データでの検証へスコープを限定すれば教材上の検討事項を保持できる。,,,UNVERIFIED,原文をrevised_sentenceへ置換し、対象データ、比較条件、観測指標、合否閾値を同じ節に追記する。検証後に限り事実表現へ戻し、意味を保存して再形式化する。,,,,,INCONCLUSIVE,NOT_APPLICABLE_UNPROVED,,,codex-independent-wave4,2026-08-15,INDEPENDENT_REVIEW_COMPLETE,PARTIAL_CANDIDATE_SOURCE_ONLY,FAIL_NO_DIRECT_LOCATOR,FAIL_UNFORMALIZED,BACKGROUND_CITATION,PASS_AFTER_TEST_SCOPE_QUALIFICATION,PASS_AFTER_HYPOTHESIS_QUALIFIER,PASS_AS_EXPLICIT_TESTABLE_HYPOTHESIS,FAIL_UNFORMALIZED
SENT-0971,52bebecfb2a435d0e7ff2efea557c5799674ded6,文書から生成したチャンク件数とACL件数を照合します。,文書から生成したチャンク件数とACL件数を照合します。,"AND(AND(ATOM(generation=true), ATOM(verification=true)), ATOM(authorization=true))",AND,general_technical_claim,UNCLASSIFIED,3.5.4 (docs/3.回答に使う資料を準備する/3.5.Metadata・Provenance・ACL設計.md:114),SRC-040;SRC-041,NOT_APPLICABLE_LOCAL_NORM,HYPOTHESIS,authorization=true,generation=true;verification=true,,APPROPRIATE_NORMATIVE,権威性=候補一次資料のみ; 直接性=locator未確認; 網羅性=未支持atom=generation=true;verification=true; 主張極性=HYPOTHESISとして再分類; スコープ=PASS_LOCAL_DESIGN_POLICY; モダリティ=PASS_AS_DISCLOSED_NORMATIVE_RULE; 教材妥当性=PASS_AFTER_EXPLICIT_CRITERIA_AND_EXCEPTION; 形式化妥当性=FAIL_UNSUPPORTED_ATOMS:generation=true;verification=true。「文書から生成したチャンク件数とACL件数を照合します。」は外的真偽の断定ではなく、対象・処理・判断を特定した設計・運用上の選択規則として読める。ただし候補資料(SRC-040;SRC-041)はURL単位で、直接locatorは未確認。規範の判断基準と例外を明示すれば教材として採用できる。形式面ではFAIL_UNSUPPORTED_ATOMS:generation=true;verification=trueを別途解消する必要がある。,最小権限を維持し、認可前後の候補、拒否理由、漏えい試験を観測可能にすること,法令・契約・組織方針がより厳しい場合はその基準を優先し、緊急例外も期限と事後監査を必須とする,NOT_APPLICABLE,本文は維持し、節内に判断基準「最小権限を維持し、認可前後の候補、拒否理由、漏えい試験を観測可能にすること」と例外「法令・契約・組織方針がより厳しい場合はその基準を優先し、緊急例外も期限と事後監査を必須とする」を明記する。経験的な効果保証とは分離し、意味を保存して再形式化する。,,,,,INCONCLUSIVE,NOT_APPLICABLE_UNPROVED,,,codex-independent-wave4,2026-08-15,INDEPENDENT_REVIEW_COMPLETE,PARTIAL_CANDIDATE_SOURCE_ONLY,FAIL_NO_DIRECT_LOCATOR,FAIL_UNSUPPORTED_ATOMS:generation=true;verification=true,HYPOTHESIS,PASS_LOCAL_DESIGN_POLICY,PASS_AS_DISCLOSED_NORMATIVE_RULE,PASS_AFTER_EXPLICIT_CRITERIA_AND_EXCEPTION,FAIL_UNSUPPORTED_ATOMS:generation=true;verification=true
SENT-0981,52bebecfb2a435d0e7ff2efea557c5799674ded6,フィルターによってANN再現率が低下してもACLを緩めず、候補数の拡大、条件対応の検索、テナント別分割など、検索側で対処します。,本ガイドの基本構成では、フィルターによってANN再現率が低下してもACLを緩めず、候補数の拡大、条件対応の検索、テナント別分割など、検索側で対処します。,"AND(AND(AND(ATOM(retrieval=true), ATOM(recall_metric=true)), ATOM(authorization=true)), ATOM(multi_tenant=true))",AND,general_technical_claim,UNCLASSIFIED,3.5.4 (docs/3.回答に使う資料を準備する/3.5.Metadata・Provenance・ACL設計.md:127),SRC-041;SRC-040,UNVERIFIED_CANDIDATE_URL_ONLY,BACKGROUND_CITATION,authorization=true;retrieval=true,multi_tenant=true;recall_metric=true,,REWRITE_REQUIRED,権威性=候補一次資料のみ; 直接性=locator未確認; 網羅性=未支持atom=multi_tenant=true;recall_metric=true; 主張極性=BACKGROUND_CITATIONとして再分類; スコープ=PASS_AFTER_TEST_SCOPE_QUALIFICATION; モダリティ=PASS_AFTER_HYPOTHESIS_QUALIFIER; 教材妥当性=PASS_AS_EXPLICIT_TESTABLE_HYPOTHESIS; 形式化妥当性=FAIL_UNSUPPORTED_ATOMS:multi_tenant=true;recall_metric=true。「フィルターによってANN再現率が低下してもACLを緩めず、候補数の拡大、条件対応の検索、テナント別分割など、検索側で対処します。」は候補資料(SRC-041;SRC-040)に直接locatorがなく、一般的事実としてはFAIL_UNSUPPORTED_ATOMS:multi_tenant=true;recall_metric=trueが残る。原文の対象と作用を維持したまま、本ガイドの構成または対象データでの検証へスコープを限定すれば教材上の検討事項を保持できる。,,,UNVERIFIED,原文をrevised_sentenceへ置換し、対象データ、比較条件、観測指標、合否閾値を同じ節に追記する。検証後に限り事実表現へ戻し、意味を保存して再形式化する。,,,,,INCONCLUSIVE,NOT_APPLICABLE_UNPROVED,,,codex-independent-wave4,2026-08-15,INDEPENDENT_REVIEW_COMPLETE,PARTIAL_CANDIDATE_SOURCE_ONLY,FAIL_NO_DIRECT_LOCATOR,FAIL_UNSUPPORTED_ATOMS:multi_tenant=true;recall_metric=true,BACKGROUND_CITATION,PASS_AFTER_TEST_SCOPE_QUALIFICATION,PASS_AFTER_HYPOTHESIS_QUALIFIER,PASS_AS_EXPLICIT_TESTABLE_HYPOTHESIS,FAIL_UNSUPPORTED_ATOMS:multi_tenant=true;recall_metric=true
