ID	DownloadURL	SourceURL	Status	Title
P055	https://arxiv.org/pdf/2309.15217.pdf	https://arxiv.org/abs/2309.15217	derived_arxiv	RAGAS
P056	https://arxiv.org/pdf/2408.08067.pdf	https://arxiv.org/abs/2408.08067	derived_arxiv	RAGChecker
P057	https://arxiv.org/pdf/2405.14486.pdf	https://arxiv.org/abs/2405.14486	derived_arxiv	RefChecker
P058	https://arxiv.org/pdf/1803.09010.pdf	https://arxiv.org/abs/1803.09010	derived_arxiv	Datasheets for Datasets
P059	https://upload.wikimedia.org/wikipedia/commons/f/f2/On_the_Dangers_of_Stochastic_Parrots_Can_Language_Models_Be_Too_Big.pdf	https://dl.acm.org/doi/10.1145/3442188.3445922	confirmed	On the Dangers of Stochastic Parrots
P060	https://arxiv.org/pdf/2402.07867.pdf	https://arxiv.org/abs/2402.07867	derived_arxiv	PoisonedRAG: Knowledge Corruption Attacks to Retrieval-Augmented Generation of Large Language Models
P061	https://arxiv.org/pdf/2407.01449.pdf	https://arxiv.org/abs/2407.01449	derived_arxiv	ColPali
P062	https://arxiv.org/pdf/2112.08558.pdf	https://arxiv.org/abs/2112.08558	derived_arxiv	CONQRR: Conversational Query Rewriting for Retrieval with Reinforcement Learning
P063	https://arxiv.org/pdf/2105.04166.pdf	https://arxiv.org/abs/2105.04166	derived_arxiv	Conversational Dense Retrieval
P064	https://arxiv.org/pdf/2304.11015.pdf	https://arxiv.org/abs/2304.11015	derived_arxiv	DIN-SQL
P065	https://arxiv.org/pdf/2404.16130.pdf	https://arxiv.org/abs/2404.16130	derived_arxiv	From Local to Global: A Graph RAG Approach to Query-Focused Summarization
P066	https://arxiv.org/pdf/2403.10131.pdf	https://arxiv.org/abs/2403.10131	derived_arxiv	RAFT: Adapting Language Model to Domain Specific RAG
P067	https://arxiv.org/pdf/2510.12323.pdf	https://arxiv.org/abs/2510.12323	derived_arxiv	RAG-Anything
P068	https://arxiv.org/pdf/2401.18059.pdf	https://arxiv.org/abs/2401.18059	derived_arxiv	RAPTOR
P069	https://arxiv.org/pdf/1911.04942.pdf	https://arxiv.org/abs/1911.04942	derived_arxiv	RAT-SQL
P070	https://arxiv.org/pdf/2310.01352.pdf	https://arxiv.org/abs/2310.01352	derived_arxiv	Retrieval-Augmented Dual Instruction Tuning
P071	https://arxiv.org/pdf/2309.01431.pdf	https://arxiv.org/abs/2309.01431	confirmed	Benchmarking Large Language Models in Retrieval-Augmented Generation
P072	https://arxiv.org/pdf/2205.00445.pdf	https://arxiv.org/abs/2205.00445	confirmed	MRKL Systems: A modular, neuro-symbolic architecture that combines large language models, external knowledge sources and discrete reasoning
P073	https://arxiv.org/pdf/2403.09040.pdf	https://arxiv.org/abs/2403.09040	confirmed	RAGGED: Towards Informed Design of Retrieval Augmented Generation Systems
P074	https://arxiv.org/pdf/2303.12570.pdf	https://arxiv.org/abs/2303.12570	confirmed	RepoCoder: Repository-Level Code Completion Through Iterative Retrieval and Generation
P075	https://arxiv.org/pdf/2407.16833.pdf	https://arxiv.org/abs/2407.16833	confirmed	Retrieval Augmented Generation or Long-Context LLMs? A Comprehensive Study and Hybrid Approach
P076	https://arxiv.org/pdf/2203.11147.pdf	https://arxiv.org/abs/2203.11147	confirmed	Teaching language models to support answers with verified quotes
P077	https://arxiv.org/pdf/2404.10981.pdf	https://arxiv.org/abs/2404.10981	confirmed	A Survey on Retrieval-Augmented Text Generation for Large Language Models
P078	https://arxiv.org/pdf/2502.09891.pdf	https://arxiv.org/abs/2502.09891	confirmed	ArchRAG: Attributed Community-based Hierarchical Retrieval-Augmented Generation
P079	https://arxiv.org/pdf/2401.15884.pdf	https://arxiv.org/abs/2401.15884	confirmed	Corrective Retrieval Augmented Generation
P080	https://arxiv.org/pdf/2312.06648.pdf	https://arxiv.org/abs/2312.06648	confirmed	Dense X Retrieval: What Retrieval Granularity Should We Use?
P081	https://arxiv.org/pdf/2504.03598.pdf	https://arxiv.org/abs/2504.03598	confirmed	EnrichIndex: Using LLMs to Enrich Retrieval Indices Offline
P082	https://arxiv.org/pdf/2603.16415.pdf	https://arxiv.org/abs/2603.16415	confirmed	IndexRAG: Bridging Facts for Cross-Document Reasoning at Index Time
P083	https://arxiv.org/pdf/2204.08387.pdf	https://arxiv.org/abs/2204.08387	confirmed	LayoutLMv3: Pre-training for Document AI with Unified Text and Image Masking
P084	https://arxiv.org/pdf/2305.02156.pdf	https://arxiv.org/abs/2305.02156	confirmed	Zero-Shot Listwise Document Reranking with a Large Language Model
P085	https://arxiv.org/pdf/2403.04651.pdf	https://arxiv.org/abs/2403.04651	confirmed	Cedar: A New Language for Expressive, Fast, Safe, and Analyzable Authorization
P086	https://aclanthology.org/Q18-1041.pdf	https://aclanthology.org/Q18-1041	confirmed	Data Statements for Natural Language Processing: Toward Mitigating System Bias and Enabling Better Science
P087	https://mlsys.org/Conferences/2019/doc/2019/167.pdf	https://research.google/pubs/data-validation-for-machine-learning	confirmed	Data Validation for Machine Learning
P088	https://www.vldb.org/pvldb/vol13/p3411-armbrust.pdf	https://www.vldb.org/pvldb/vol13/p3411-armbrust.pdf	confirmed	Delta Lake: High-Performance ACID Table Storage over Cloud Object Stores
P089	https://suhasjs.github.io/files/diskann_neurips19.pdf	https://www.microsoft.com/en-us/research/publication/diskann-fast-accurate-billion-point-nearest-neighbor-search-on-a-single-node	confirmed	DiskANN: Fast Accurate Billion-point Nearest Neighbor Search on a Single Node
P090	https://arxiv.org/pdf/2206.01062.pdf	https://arxiv.org/abs/2206.01062	confirmed	DocLayNet: A Large Human-Annotated Dataset for Document-Layout Analysis
P092	https://static.googleusercontent.com/media/research.google.com/en//pubs/archive/35650.pdf	https://research.google/pubs/flumejava-easy-efficient-data-parallel-pipelines	confirmed	FlumeJava: Easy, Efficient Data-Parallel Pipelines
P093	https://arxiv.org/pdf/2105.09613.pdf	https://arxiv.org/abs/2105.09613	confirmed	FreshDiskANN: A Fast and Accurate Graph-Based ANN Index for Streaming Similarity Search
P094	https://papers.nips.cc/paper_files/paper/2015/file/86df7dcfd896fcaf2674f757a2463eba-Paper.pdf	https://papers.nips.cc/paper/5656-hidden-technical-debt-in-machine-learning-systems	confirmed	Hidden Technical Debt in Machine Learning Systems
P095	https://arxiv.org/pdf/2409.04701.pdf	https://arxiv.org/abs/2409.04701	confirmed	Late Chunking: Contextual Chunk Embeddings Using Long-Context Embedding Models
P096	https://arxiv.org/pdf/2402.03216.pdf	https://arxiv.org/abs/2402.03216	confirmed	M3-Embedding: Multi-Linguality, Multi-Functionality, Multi-Granularity Text Embeddings Through Self-Knowledge Distillation
P097	https://arxiv.org/pdf/2206.13843.pdf	https://arxiv.org/abs/2206.13843	confirmed	Manu: A Cloud Native Vector Database Management System
P098	https://www.vldb.org/pvldb/vol6/p1033-akidau.pdf	https://www.vldb.org/pvldb/vol6/p1033-akidau.pdf	confirmed	MillWheel: Fault-Tolerant Stream Processing at Internet Scale
P099	https://arxiv.org/pdf/1908.07836.pdf	https://arxiv.org/abs/1908.07836	confirmed	PubLayNet: largest dataset ever for document layout analysis
P100	https://arxiv.org/pdf/2110.00061.pdf	https://arxiv.org/abs/2110.00061	confirmed	PubTables-1M: Towards comprehensive table extraction from unstructured documents
P102	https://storage.googleapis.com/gweb-research2023-media/pubtools/4156.pdf	https://research.google/pubs/the-ml-test-score-a-rubric-for-ml-production-readiness-and-technical-debt-reduction	confirmed	The ML Test Score: A Rubric for ML Production Readiness and Technical Debt Reduction
P103	https://arxiv.org/pdf/2502.06872.pdf	https://arxiv.org/abs/2502.06872	confirmed	Towards Trustworthy Retrieval Augmented Generation for Large Language Models: A Survey
P104	https://arxiv.org/pdf/2403.04871.pdf	https://arxiv.org/abs/2403.04871	confirmed	ACORN: Performant and Predicate-Agnostic Search Over Vector Embeddings and Structured Data
P105	https://arxiv.org/pdf/2403.14403.pdf	https://arxiv.org/abs/2403.14403	confirmed	Adaptive-RAG: Learning to Adapt Retrieval-Augmented Large Language Models through Question Complexity
P106	https://arxiv.org/pdf/2210.11934.pdf	https://arxiv.org/abs/2210.11934	confirmed	An Analysis of Fusion Functions for Hybrid Retrieval
P107	https://arxiv.org/pdf/2304.12139.pdf	https://arxiv.org/abs/2304.12139	confirmed	Anserini Gets Dense Retrieval: Integration of Lucene's HNSW Indexes
P108	https://arxiv.org/pdf/2112.01488.pdf	https://arxiv.org/abs/2112.01488	confirmed	ColBERTv2
P109	https://arxiv.org/pdf/1904.08375.pdf	https://arxiv.org/abs/1904.08375	confirmed	Document Expansion by Query Prediction
P110	https://arxiv.org/pdf/2212.10509.pdf	https://arxiv.org/abs/2212.10509	confirmed	Interleaving Retrieval with Chain-of-Thought Reasoning for Knowledge-Intensive Multi-Step Questions
P111	https://arxiv.org/pdf/2104.12016.pdf	https://arxiv.org/abs/2104.12016	confirmed	Learning Passage Impacts for Inverted Indexes
P112	https://arxiv.org/pdf/2010.01195.pdf	https://arxiv.org/abs/2010.01195	confirmed	Leveraging Semantic and Lexical Matching to Improve the Recall of Document Retrieval Systems
P113	https://arxiv.org/pdf/2010.04898.pdf	https://arxiv.org/abs/2010.04898	confirmed	Open-Domain Question Answering Goes Conversational via Question Rewriting
P114	https://arxiv.org/pdf/2005.11723.pdf	https://arxiv.org/abs/2005.11723	confirmed	Query Resolution for Conversational Search with Limited Supervision
P115	https://arxiv.org/pdf/2305.14283.pdf	https://arxiv.org/abs/2305.14283	confirmed	Query Rewriting for Retrieval-Augmented Large Language Models
P116	https://arxiv.org/pdf/2109.10086.pdf	https://arxiv.org/abs/2109.10086	confirmed	SPLADE v2
P118	https://arxiv.org/pdf/2212.03533.pdf	https://arxiv.org/abs/2212.03533	confirmed	Text Embeddings by Weakly-Supervised Contrastive Pre-training
P119	https://arxiv.org/pdf/2211.03988.pdf	https://arxiv.org/abs/2211.03988	confirmed	Unsupervised Domain Adaptation for Sparse Retrieval by Filling Vocabulary and Word Frequency Gaps
P120	https://arxiv.org/pdf/2310.01427.pdf	https://arxiv.org/abs/2310.01427	confirmed	Attention Sorting Combats Recency Bias In Long Context Language Models
P121	https://arxiv.org/pdf/2310.06201.pdf	https://arxiv.org/abs/2310.06201	confirmed	Compressing Context to Enhance Inference Efficiency of Large Language Models
P122	https://arxiv.org/pdf/2107.06499.pdf	https://arxiv.org/abs/2107.06499	confirmed	Deduplicating Training Data Makes Language Models Better
P123	https://static.googleusercontent.com/media/research.google.com/en//pubs/archive/33026.pdf	https://dl.acm.org/doi/10.1145/1242572.1242592	confirmed	Detecting Near-Duplicates for Web Crawling
P124	https://arxiv.org/pdf/2310.03214.pdf	https://arxiv.org/abs/2310.03214	confirmed	FreshLLMs: Refreshing Large Language Models with Search Engine Augmentation
P125	https://arxiv.org/pdf/2108.04026.pdf	https://arxiv.org/abs/2108.04026	confirmed	IntenT5: Search Result Diversification using Causal Language Models
P126	https://arxiv.org/pdf/2511.04073.pdf	https://arxiv.org/abs/2511.04073	confirmed	Learning Filter-Aware Distance Metrics for Nearest Neighbor Search with Multiple Filters
P127	https://arxiv.org/pdf/2308.14508.pdf	https://arxiv.org/abs/2308.14508	confirmed	LongBench: A Bilingual, Multitask Benchmark for Long Context Understanding
P128	https://arxiv.org/pdf/2112.12870.pdf	https://arxiv.org/abs/2112.12870	confirmed	Measuring Attribution in Natural Language Generation Models
P129	https://arxiv.org/pdf/2506.23397.pdf	https://arxiv.org/abs/2506.23397	confirmed	NaviX: A Native Vector Index Design for Graph DBMSs With Robust Predicate-Agnostic Search Performance
P130	https://www.cs.princeton.edu/courses/archive/spr05/cos598E/bib/broder97resemblance.pdf	https://ieeexplore.ieee.org/document/666900	confirmed	On the Resemblance and Containment of Documents
P131	https://arxiv.org/pdf/2401.00396.pdf	https://arxiv.org/abs/2401.00396	confirmed	RAGTruth: A Hallucination Corpus for Developing Trustworthy Retrieval-Augmented Language Models
P132	https://arxiv.org/pdf/2210.10634.pdf	https://arxiv.org/abs/2210.10634	confirmed	RankT5: Fine-Tuning T5 for Text Ranking with Ranking Losses
P133	https://arxiv.org/pdf/2404.06654.pdf	https://arxiv.org/abs/2404.06654	confirmed	RULER: What’s the Real Context Size of Your Long-Context Language Models?
P134	https://arxiv.org/pdf/2605.05287.pdf	https://arxiv.org/abs/2605.05287	confirmed	Securing the Agent: Vendor-Neutral, Multitenant Enterprise Retrieval and Tool Use
P135	https://arxiv.org/pdf/2205.11388.pdf	https://arxiv.org/abs/2205.11388	confirmed	StreamingQA: A Benchmark for Adaptation to New Knowledge over Time in Question Answering Models
P136	https://arxiv.org/pdf/2307.16883.pdf	https://arxiv.org/abs/2307.16883	confirmed	HAGRID: A Human-LLM Collaborative Dataset for Generative Information-Seeking with Attribution
P137	https://aclanthology.org/2020.acl-main.442.pdf	https://aclanthology.org/2020.acl-main.442	confirmed	Beyond Accuracy: Behavioral Testing of NLP Models with CheckList
P138	https://arxiv.org/pdf/2405.07437.pdf	https://arxiv.org/abs/2405.07437	confirmed	Evaluation of Retrieval-Augmented Generation: A Survey
P139	https://arxiv.org/pdf/1806.03822.pdf	https://arxiv.org/abs/1806.03822	confirmed	Know What You Don't Know: Unanswerable Questions for SQuAD
P140	https://ai.stanford.edu/~ronnyk/2007GuideControlledExperiments.pdf	https://doi.org/10.1145/1281192.1281295	confirmed	Practical Guide to Controlled Experiments on the Web
P141	https://arxiv.org/pdf/2302.00539.pdf	https://arxiv.org/abs/2302.00539	confirmed	Analyzing Leakage of Personally Identifiable Information in Language Models
P142	https://arxiv.org/pdf/2312.14197.pdf	https://arxiv.org/abs/2312.14197	confirmed	Benchmarking and Defending Against Indirect Prompt Injection Attacks on Large Language Models
P143	https://arxiv.org/pdf/2001.00973.pdf	https://arxiv.org/abs/2001.00973	confirmed	Closing the AI Accountability Gap: Defining an End-to-End Framework for Internal Algorithmic Auditing
P144	https://arxiv.org/pdf/2401.07119.pdf	https://arxiv.org/abs/2401.07119	confirmed	Curator: Efficient Indexing for Multi-Tenant Vector Databases
P145	https://arxiv.org/pdf/1607.00133.pdf	https://arxiv.org/abs/1607.00133	confirmed	Deep Learning with Differential Privacy
P146	https://arxiv.org/pdf/2309.06180.pdf	https://arxiv.org/abs/2309.06180	confirmed	Efficient Memory Management for Large Language Model Serving with PagedAttention
P147	https://arxiv.org/pdf/2012.07805.pdf	https://arxiv.org/abs/2012.07805	confirmed	Extracting Training Data from Large Language Models
P148	https://arxiv.org/pdf/1810.11953.pdf	https://arxiv.org/abs/1810.11953	confirmed	Failing Loudly: An Empirical Study of Methods for Detecting Dataset Shift
P150	https://arxiv.org/pdf/2305.05176.pdf	https://arxiv.org/abs/2305.05176	confirmed	FrugalGPT: How to Use Large Language Models While Reducing Cost and Improving Performance
P151	https://arxiv.org/pdf/2406.19234.pdf	https://arxiv.org/abs/2406.19234	confirmed	Generating Is Believing: Membership Inference Attacks against Retrieval-Augmented Generation
P152	https://arxiv.org/pdf/2401.13222.pdf	https://arxiv.org/abs/2401.13222	confirmed	It's About Time: Incorporating Temporality in Retrieval Augmented Language Models
P153	https://arxiv.org/pdf/1610.05820.pdf	https://arxiv.org/abs/1610.05820	confirmed	Membership Inference Attacks Against Machine Learning Models
P154	https://arxiv.org/pdf/1810.03993.pdf	https://arxiv.org/abs/1810.03993	confirmed	Model Cards for Model Reporting
P155	https://arxiv.org/pdf/2306.05499.pdf	https://arxiv.org/abs/2306.05499	confirmed	Prompt Injection attack against LLM-integrated Applications
P157	https://arxiv.org/pdf/2411.14110.pdf	https://arxiv.org/abs/2411.14110	confirmed	RAG-Thief: Scalable Extraction of Private Data from Retrieval-Augmented Generation Applications with Agent-based Attacks
P158	https://arxiv.org/pdf/2406.18665.pdf	https://arxiv.org/abs/2406.18665	confirmed	RouteLLM: Learning to Route LLMs with Preference Data
P159	https://arxiv.org/pdf/2410.14452.pdf	https://arxiv.org/abs/2410.14452	confirmed	SPFresh: Incremental In-Place Update for Billion-Scale Vector Search
P160	https://arxiv.org/pdf/2402.06363.pdf	https://arxiv.org/abs/2402.06363	confirmed	StruQ: Defending Against Prompt Injection with Structured Queries
P161	https://arxiv.org/pdf/2404.13208.pdf	https://arxiv.org/abs/2404.13208	confirmed	The Instruction Hierarchy: Training LLMs to Prioritize Privileged Instructions
